Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,NameASCII,PlayerId,MLBAMID
"Mookie Betts","LAD",127,586,38,116,98,10,0.13139932,0.15358362,0.30522088,0.32,0.31726908,0.4112628,0.62248996,0.4315758509047036,0.418,177.36355012339487,2.593731623608619,58.472181893104974,-0.3943643569946289,7.779422633864009,"Mookie Betts",13611,605141
"Freddie Freeman","LAD",133,606,25,111,89,17,0.10066007,0.16171617,0.24574669,0.37469586,0.33837429,0.41419142,0.58412098,0.41871800454617353,0.415,168.70682735906306,4.228473013266921,55.54802602486157,-6.899933815002441,6.904904266697987,"Freddie Freeman",5361,518692
"Ronald Acuña Jr.","ATL",133,616,30,120,83,62,0.11363636,0.11850649,0.23649907,0.34633028,0.33705773,0.41883117,0.5735568,0.4214379048464154,0.456,167.00586118447745,5.610797098372132,56.4857302438404,-9.818120956420898,6.740804473035566,"Ronald Acuna Jr.",18401,660670
"Shohei Ohtani","LAA",132,585,44,101,95,19,0.14529915,0.24102564,0.35378323,0.34527687,0.30674847,0.41034483,0.6605317,0.435611525108895,0.431,180.34253640842272,3.290288736112416,59.69768860470166,-14.151233673095703,6.549725709888435,"Shohei Ohtani",19755,660271
"Corey Seager","TEX",90,411,25,68,80,2,0.10462287,0.16788321,0.30470914,0.36630037,0.34626039,0.41119221,0.65096953,0.4382237516803506,0.433,182.7176795849266,-5.106459630187601,35.69491937849454,4.357951045036316,5.406138270721452,"Corey Seager",13624,608369
"Julio Rodríguez","SEA",126,584,24,82,87,35,0.07020548,0.24486301,0.19626168,0.35054348,0.28598131,0.34589041,0.48224299,0.3546971992658461,0.35,130.67145965799403,5.519116936717182,27.016320478285188,6.418014645576477,5.336329410639024,"Julio Rodriguez",23697,677594
"Luis Robert Jr.","CHW",127,528,35,81,70,17,0.0530303,0.28598485,0.28985507,0.32214765,0.27122153,0.3250478,0.5610766,0.3696669371201725,0.36,136.04894281125482,2.8045432567596436,25.647963648520886,8.667920589447021,5.232968264308492,"Luis Robert Jr.",20043,673357
"Francisco Lindor","NYM",132,568,24,85,79,24,0.09507042,0.20950704,0.21042084,0.27977839,0.250501,0.33274648,0.46092184,0.3414044993024477,0.348,119.31591129001036,5.336011999286711,18.859038029325188,13.82120943069458,5.18150908080751,"Francisco Lindor",12916,596019
"Bobby Witt Jr.","KCR",132,576,27,75,82,38,0.05208333,0.18055556,0.22532589,0.29512195,0.27560521,0.31652174,0.5009311,0.34521125926788676,0.373,116.05251932429354,6.079221970401704,17.176088477945953,13.538885593414307,5.037323753155176,"Bobby Witt Jr.",25764,677951
"Corbin Carroll","ARI",129,528,23,96,65,41,0.09659091,0.19318182,0.23965142,0.3115727,0.2788671,0.36137667,0.51851852,0.3742045289711934,0.349,136.46046805129092,10.987711688503623,34.71600532608792,-3.287166118621826,4.921508859685063,"Corbin Carroll",25878,682998
"Marcus Semien","TEX",133,622,20,99,81,13,0.09646302,0.1414791,0.18083182,0.29333333,0.27486438,0.34621578,0.4556962,0.34533079506889464,0.329,118.4868202417883,1.3318519117310643,15.132112265734262,10.8897225856781,4.72573096361488,"Marcus Semien",12533,543760
"Ha-Seong Kim","SDP",130,522,17,76,52,29,0.12260536,0.18773946,0.15883669,0.31845238,0.27740492,0.36872587,0.43624161,0.35216765399144884,0.324,127.10605680795001,3.956434971652925,21.396463590158525,7.4088664054870605,4.639177193155616,"Ha-Seong Kim",27506,673490
"Matt Olson","ATL",133,596,43,103,112,1,0.1442953,0.24832215,0.31610338,0.29113924,0.26838966,0.37583893,0.58449304,0.39892989782249033,0.39,151.8520343809328,-0.01311147678643465,38.07789131567949,-11.975780725479126,4.618856412050286,"Matt Olson",14344,621566
"Wander Franco","TBR",112,491,17,65,58,30,0.08553971,0.14052953,0.19457013,0.29722222,0.28054299,0.34419552,0.47511312,0.34885220608261763,0.361,127.16803922829271,-0.026712637394666672,15.98266556992806,12.856755256652832,4.559401822463887,"Wander Franco",23667,677551
"Sean Murphy","ATL",94,383,20,59,67,0,0.10443864,0.22454308,0.24923077,0.30909091,0.27076923,0.37859008,0.52,0.38604593899480355,0.405,143.17773103585063,-5.09290150180459,15.290137559071297,16.272757053375244,4.445573259298945,"Sean Murphy",19352,669221
"José Ramírez","CLE",128,566,21,77,71,22,0.10600707,0.1024735,0.20641282,0.27464789,0.27655311,0.35159011,0.48296593,0.34598484896395326,0.36,123.14890836434286,5.46988689340651,21.194559923688836,3.0274852514266968,4.35450911847257,"Jose Ramirez",13510,608070
"Kyle Tucker","HOU",131,563,26,79,97,26,0.11900533,0.12966252,0.225,0.29305913,0.29166667,0.37522442,0.51666667,0.3759170820496299,0.397,142.08751261262447,4.902157972566783,33.33997995058489,-9.663933992385864,4.289709846944617,"Kyle Tucker",18345,663656
"Austin Riley","ATL",133,593,32,98,82,3,0.07925801,0.23271501,0.23076923,0.31266846,0.27767355,0.33726813,0.50844278,0.35674330774000135,0.363,123.44932956292575,1.840256862808019,18.979651153603484,3.079957365989685,4.204894046400239,"Austin Riley",18360,663586
"Adolis García","TEX",129,558,32,94,97,8,0.09856631,0.27060932,0.24643584,0.2866242,0.24847251,0.32795699,0.49490835,0.3498705069010403,0.367,121.62580518516313,3.939369541592896,18.421790339353542,3.8669610023498535,4.134030096776747,"Adolis Garcia",19287,666969
"William Contreras","MIL",112,479,14,64,65,2,0.09812109,0.19415449,0.17840376,0.328125,0.27934272,0.35699374,0.45774648,0.35271690193579286,0.344,121.57971660573521,-3.058941080700606,9.681709248567536,15.440351963043213,4.126114664872456,"William Contreras",20503,661388
"Fernando Tatis Jr.","SDP",115,522,20,74,67,23,0.08237548,0.2183908,0.19067796,0.30791789,0.26483051,0.32821497,0.45550847,0.33713355689039615,0.38,116.98414315407307,3.785135260783136,14.712727745609468,8.138230800628662,4.04434669164207,"Fernando Tatis Jr.",19709,665487
"Juan Soto","SDP",135,591,25,71,80,6,0.19120135,0.1928934,0.21868365,0.29166667,0.2611465,0.40338983,0.47983015,0.38002121684067847,0.397,145.85885294979454,-3.662994478829205,29.74273921501411,-9.403432369232178,4.026289802245319,"Juan Soto",20123,665742
"Isaac Paredes","TBR",119,466,27,62,84,1,0.0944206,0.17596567,0.25062034,0.25762712,0.25558313,0.35407725,0.50620347,0.3693088551447627,0.315,141.31279461635125,1.1003619292750955,24.205319079872705,0.08645570278167725,4.019642396941093,"Isaac Paredes",20036,670623
"Christian Yelich","MIL",129,568,17,94,68,27,0.11795775,0.20950704,0.16666666,0.33977901,0.2811245,0.36971831,0.44779116,0.3530481234591275,0.362,121.80271607400816,7.154724464286119,22.41875692786618,-2.6058578491210938,3.896085194203188,"Christian Yelich",11477,592885
"Bryson Stott","PHI",125,532,14,69,55,25,0.06015038,0.14849624,0.14989733,0.32338308,0.29568789,0.34022556,0.44558522,0.337293889787462,0.319,111.07638288380761,4.313139801379293,11.576204924729891,9.395068526268005,3.89031641121273,"Bryson Stott",26294,681082
"Dansby Swanson","CHC",119,515,19,63,66,6,0.10679612,0.24854369,0.17582417,0.3,0.24615385,0.33009709,0.42197802,0.3278312890275011,0.354,106.3126005244883,2.687690812163055,6.694751151466251,14.615967750549316,3.8668569438772153,"Dansby Swanson",18314,621020
"Alex Bregman","HOU",134,602,22,86,90,3,0.12624585,0.13122924,0.18304432,0.27684964,0.26589595,0.3654485,0.44894027,0.3550145677639522,0.346,127.63446359818785,-3.9037127713672817,16.061879924500552,1.5420668721199036,3.8164332740075513,"Alex Bregman",17678,608324
"Nico Hoerner","CHC",123,565,9,80,62,34,0.06548673,0.13097345,0.11500974,0.30946882,0.27875244,0.33865248,0.39376218,0.3216707969599582,0.306,102.16496409817464,7.219982973299921,8.727664080483358,10.256177425384521,3.803139886090069,"Nico Hoerner",21479,663538
"Cody Bellinger","CHC",102,431,20,76,77,18,0.06960557,0.15313225,0.218509,0.33012821,0.31619537,0.36194896,0.53470437,0.37604095250646646,0.324,138.77042274930182,3.384247790556401,23.980497699385367,-0.5762724280357361,3.7925218172020436,"Cody Bellinger",15998,641355
"Christian Walker","ARI",130,551,28,69,87,8,0.09981851,0.1923775,0.2484472,0.28651685,0.26915114,0.34545455,0.51759834,0.3636610754229251,0.341,129.36194223281916,0.1546176914125681,20.095608110401496,-0.8975362777709961,3.7772956803902473,"Christian Walker",13419,572233
"Will Smith","LAD",105,456,17,67,66,2,0.11842105,0.16008772,0.18701299,0.28947368,0.27272727,0.36622807,0.45974026,0.35595867398020986,0.352,126.45324068245954,1.5164973228238523,16.384549348408484,5.634709119796753,3.7385330475335907,"Will Smith",19197,669257
"Cal Raleigh","SEA",117,454,25,64,64,0,0.09911894,0.28193833,0.24078624,0.26666667,0.22850123,0.3061674,0.46928747,0.3305529404686513,0.331,113.97690554628115,-0.6937886471860111,6.921766369665368,14.664956092834473,3.708392851765622,"Cal Raleigh",21534,663728
"Aaron Judge","NYY",80,343,29,60,56,3,0.17784257,0.29154519,0.35125448,0.2875817,0.26164875,0.39067055,0.61290323,0.41475001988509413,0.463,170.43687760196283,-0.1073472136631608,28.888038656450952,-4.291134662926197,3.6296701597931604,"Aaron Judge",15640,592450
"Yandy Díaz","TBR",113,501,17,79,66,0,0.10179641,0.16167665,0.17913832,0.36811594,0.32653061,0.40319361,0.50566893,0.3928586313586511,0.373,157.59629358908296,-6.018158775288612,28.612993298720838,-9.671344876289368,3.6048162449641596,"Yandy Diaz",16578,650490
"Jonah Heim","TEX",104,402,15,51,76,2,0.07711443,0.18159204,0.18478261,0.29432624,0.26630435,0.32338308,0.45108696,0.33131271973252296,0.334,108.79401835414806,0.013835362158715725,4.256591765473805,17.851065635681152,3.582680331116468,"Jonah Heim",16930,641680
"James Outman","LAD",124,461,17,69,59,14,0.11930586,0.32321041,0.18066157,0.36086957,0.25445293,0.35791757,0.4351145,0.34622308197228807,0.326,119.89861881117609,3.8665081737563014,15.17316482038555,4.426870584487915,3.513730578032015,"James Outman",24770,681546
"Chas McCormick","HOU",91,370,19,51,60,14,0.09189189,0.26486486,0.23148148,0.34449761,0.2808642,0.36314363,0.51234568,0.3746450695242016,0.351,141.20797921651098,1.5816710707731545,19.88026495913331,2.1225881576538086,3.462824155363181,"Chas McCormick",19599,676801
"Jeimer Candelario","- - -",125,520,19,71,65,8,0.08653846,0.21346154,0.21786492,0.30421687,0.26143791,0.34104046,0.47930283,0.35128562020058796,0.323,121.41142424404981,1.28680334193632,15.010125112407822,2.0683491826057434,3.4609370343167813,"Jeimer Candelario",13621,600869
"Jose Altuve","HOU",64,292,10,57,34,13,0.12671233,0.17123288,0.1984127,0.35751295,0.31349206,0.40410959,0.51190476,0.39479115829892353,0.341,155.1379976119418,2.8714700704440475,22.194201540602027,1.844602108001709,3.3995823708681936,"Jose Altuve",5417,514888
"Paul Goldschmidt","STL",130,583,22,76,69,10,0.12006861,0.22298456,0.18145956,0.33333333,0.27810651,0.36769759,0.45956607,0.35743542484758634,0.372,127.8768375721099,0.9225384322926402,20.95445051432161,-6.733026742935181,3.38812741875355,"Paul Goldschmidt",9218,502671
"Yordan Alvarez","HOU",87,378,23,61,77,0,0.13227513,0.1957672,0.27987421,0.3125,0.29245283,0.3968254,0.57232704,0.40760177516937257,0.422,163.99590202493548,0.099474614020437,29.131587339861774,-8.228785872459412,3.3802776721628525,"Yordan Alvarez",19556,670541
"J.P. Crawford","SEA",116,504,12,76,44,2,0.1547619,0.19246032,0.15311005,0.32154341,0.26794258,0.38522954,0.42105263,0.35630829656124113,0.344,131.78545330771135,0.44114429131150246,19.667351684234486,-3.5020432472229004,3.337720082907676,"J.P. Crawford",15491,641487
"Ozzie Albies","ATL",120,526,28,75,90,11,0.06844106,0.16539924,0.23890064,0.27123288,0.26849894,0.32633588,0.50739958,0.3511372911975758,0.333,119.67500144709471,4.31561010889709,17.071502979963142,-1.7753422260284424,3.303135299704832,"Ozzie Albies",16556,645277
"Thairo Estrada","SFG",93,416,10,53,41,19,0.04326923,0.24759615,0.14507772,0.34909091,0.2746114,0.32211538,0.41968912,0.3209678458880229,0.291,104.35730309824847,4.468112546019256,6.702309460233536,11.868178486824036,3.259020471271664,"Thairo Estrada",16426,642731
"Bo Bichette","TOR",114,506,18,54,62,3,0.03952569,0.18577075,0.17355372,0.36021505,0.31404959,0.34387352,0.48760331,0.35664840837712347,0.366,128.8581171761802,-2.13942651450634,15.385378158568852,-0.14298772811889648,3.2523589625697453,"Bo Bichette",19612,666182
"Adley Rutschman","BAL",128,568,16,70,62,1,0.12676056,0.14964789,0.14634147,0.30203046,0.27439024,0.36619718,0.42073171,0.34289648848359155,0.366,119.34666045257224,-2.8715271297842264,10.316779076846029,2.749807834625244,3.246936484359542,"Adley Rutschman",26288,668939
"Gunnar Henderson","BAL",122,493,22,77,65,9,0.10141988,0.26166329,0.22654462,0.30449827,0.25171625,0.3306288,0.47826087,0.34498915318551104,0.345,120.79363401251129,2.096116931643337,14.399144347482334,1.2003891468048096,3.243598647342609,"Gunnar Henderson",26289,683002
"Randy Arozarena","TBR",128,553,21,85,76,20,0.12296564,0.23508137,0.17494601,0.31545741,0.26133909,0.37251356,0.4362851,0.3551793429347102,0.358,131.54293967302058,0.5997087112627923,21.534178863349723,-8.361823797225952,3.2062276372371525,"Randy Arozarena",19290,668227
"Matt McLain","CIN",89,403,16,65,50,14,0.07692308,0.2853598,0.21643836,0.38461538,0.29041096,0.3573201,0.50684932,0.37022189881014766,0.332,128.43832942283024,0.4240575726144016,14.550066386777296,3.884520411491394,3.2015734624176915,"Matt McLain",29695,680574
"Matt Chapman","TOR",125,520,15,61,50,3,0.11153846,0.28461538,0.18241758,0.33333333,0.24835165,0.33846154,0.43076923,0.33434449340107353,0.342,113.43606928486241,1.3198764030821621,9.705015187244873,4.3709776401519775,3.183694598148263,"Matt Chapman",16505,656305
"Lars Nootbaar","STL",90,388,12,60,39,8,0.13917526,0.19587629,0.17021277,0.33196721,0.28267477,0.38242894,0.45288754,0.3626530280360928,0.361,131.38966102930027,1.80205148877576,16.813710730241837,1.7304211854934692,3.1618967290326103,"Lars Nootbaar",21454,663457
"Brandon Nimmo","NYM",128,572,19,72,54,3,0.11363636,0.21853147,0.17479675,0.30965909,0.2601626,0.35551664,0.43495935,0.34515321108589236,0.351,121.83978330774802,-1.5757720856927335,13.821887002500674,-1.513983130455017,3.159848986838028,"Brandon Nimmo",12927,607043
"Geraldo Perdomo","ARI",116,407,6,56,42,16,0.12530713,0.16461916,0.12721893,0.31716418,0.26923077,0.36868687,0.3964497,0.33832906152628645,0.276,112.30681377268479,4.944437942933291,11.118207063247876,5.916049003601074,3.0751817469953213,"Geraldo Perdomo",22799,672695
"Ketel Marte","ARI",126,549,21,81,68,6,0.10564663,0.16393443,0.2033195,0.29333333,0.27178423,0.35336976,0.47510373,0.354931920167515,0.344,123.4849178147475,-3.5326048000715673,12.359145598255537,-0.2770047187805176,3.05967822594377,"Ketel Marte",13613,606466
"Manny Machado","SDP",119,515,25,64,78,3,0.08737864,0.18252427,0.2034632,0.25501433,0.24675325,0.31262136,0.45021645,0.32675884788476145,0.328,109.99922693108412,-3.034379266668111,3.312847285021139,9.82618172466755,3.0505205029671183,"Manny Machado",11493,592518
"Michael Harris II","ATL",110,424,13,60,44,20,0.05896226,0.18396226,0.17091836,0.33223684,0.29081633,0.3356974,0.46173469,0.3413960920973412,0.345,113.11660452341815,2.6511748009361327,9.506019611485788,6.580027222633362,3.0378268582470995,"Michael Harris II",25931,671739
"Brandon Marsh","PHI",109,389,9,47,48,8,0.12082262,0.28534704,0.17964072,0.40552995,0.29041916,0.3814433,0.47005988,0.3668623577436635,0.329,130.98376258997848,1.7189890341833234,16.574722662740008,0.6719168126583099,3.035654348454416,"Brandon Marsh",20202,669016
"Patrick Bailey","SFG",79,292,7,25,45,1,0.06164384,0.26712329,0.14925373,0.33695652,0.25746269,0.31034483,0.40671642,0.3112811859311729,0.334,97.83562540662057,-0.8955632806755602,-1.6745420562440319,22.018934726715088,3.017770849792372,"Patrick Bailey",27478,672275
"Mike Trout","LAA",82,362,18,54,44,2,0.12430939,0.28729282,0.22727273,0.33510638,0.26298701,0.36740331,0.49025974,0.36783174690273074,0.388,133.476190895502,2.2528429059311748,16.796689433383825,0.8479846194386482,3.0001036628323656,"Mike Trout",10155,545361
"Max Muncy","LAD",111,470,32,76,90,1,0.15531915,0.26808511,0.28534704,0.20940171,0.20822622,0.33829787,0.49357326,0.35289477368281125,0.377,124.39042746222395,0.7342372108250856,14.863763954361108,-0.9417756199836731,2.9768764125939757,"Max Muncy",13301,571970
"Luis Arraez","MIA",128,541,5,56,58,2,0.05914972,0.05914972,0.09580838,0.3640257,0.3493014,0.39074074,0.44510978,0.35985109613354044,0.342,127.03593398140774,-2.1232059337198734,15.904853803604105,-4.67642068862915,2.9473970485954197,"Luis Arraez",18568,650333
"Ian Happ","CHC",130,565,16,70,65,11,0.14690265,0.22477876,0.17584746,0.2972973,0.24364407,0.36106195,0.41949153,0.3421640472344353,0.345,115.96232807495927,1.2759068165905774,12.392072893234063,-2.723020076751709,2.8726100266955426,"Ian Happ",17919,664023
"Nolan Arenado","STL",127,538,26,61,87,2,0.06505576,0.16914498,0.21501014,0.2845953,0.27383367,0.32156134,0.48884381,0.3410151562887185,0.327,116.82166482650533,-3.2555619557388127,7.899233141196724,2.6452604234218597,2.868948757816232,"Nolan Arenado",9777,571448
"Josh Lowe","TBR",110,400,18,57,71,26,0.0575,0.255,0.21925133,0.34765625,0.28609626,0.3275,0.50534759,0.3526353011453958,0.336,129.78386130698257,5.801966265775263,20.09997865274572,-5.678180932998657,2.808040762370225,"Josh Lowe",19953,666139
"Gleyber Torres","NYY",133,564,23,74,57,13,0.09219858,0.14184397,0.1888668,0.27832512,0.27037773,0.33865248,0.45924453,0.343083308098164,0.363,120.88291083970937,-3.603776626288891,10.53151637169961,-2.562677711248398,2.7240077250540433,"Gleyber Torres",16997,650402
"Nathaniel Lowe","TEX",132,598,15,79,70,0,0.12541806,0.21906355,0.1663443,0.35026738,0.28239845,0.37458194,0.44874275,0.3579994131054654,0.341,127.24653952365442,-5.680840197950602,13.873682186369628,-7.260859489440918,2.7047673589066985,"Nathaniel Lowe",19566,663993
"Luke Raley","TBR",103,358,18,53,46,13,0.0698324,0.31564246,0.25632912,0.3368984,0.25632911,0.33613445,0.51265823,0.3610185045821994,0.336,135.58042953385547,3.462958683259785,18.75019186581986,-3.926253318786621,2.7046441913780943,"Luke Raley",19354,670042
"Orlando Arcia","ATL",112,429,16,56,52,1,0.07226107,0.18648019,0.1653944,0.31438127,0.27989822,0.33566434,0.44529262,0.3377842755862327,0.323,110.68489913975883,-1.6462696655653417,4.003595263063671,8.25313949584961,2.672159150283573,"Orlando Arcia",13185,606115
"Pete Alonso","NYM",126,534,39,74,96,4,0.10486891,0.22284644,0.29411765,0.20462046,0.22004357,0.3258427,0.51416122,0.3550812559388227,0.382,128.52397671675178,-2.505572574213147,16.26863764219578,-7.620553374290466,2.666002348978771,"Pete Alonso",19251,624413
"Trea Turner","PHI",131,584,19,81,60,23,0.06506849,0.22773973,0.17896679,0.30946292,0.25830258,0.30993151,0.43726937,0.3202066520849864,0.32,99.57216394433976,5.346993732731789,5.0390292909002365,1.8559112548828125,2.659600205445037,"Trea Turner",16252,607208
"Xander Bogaerts","SDP",129,550,15,58,45,13,0.08909091,0.17272727,0.13387424,0.29015544,0.25760649,0.32909091,0.39148073,0.3167335616458546,0.322,103.24956441503512,-1.126670076046139,1.0762471848522654,6.332266926765442,2.5961663800190933,"Xander Bogaerts",12161,593428
"Josh Jung","TEX",109,461,22,70,67,1,0.06073753,0.29284165,0.21545668,0.34926471,0.27400468,0.32321041,0.48946136,0.34637800214606096,0.347,119.21091185142403,-3.041201121173799,7.587582881523071,2.4647278785705566,2.5800551112251067,"Josh Jung",26299,673962
"Eugenio Suárez","SEA",133,576,18,54,83,2,0.10590278,0.30034722,0.15447154,0.31612903,0.23577236,0.33159722,0.3902439,0.31789235522349674,0.34,105.22274054015787,-2.7724143913947046,0.8379880262471175,5.207134962081909,2.572852059263071,"Eugenio Suarez",12552,553993
"Steven Kwan","CLE",131,591,5,78,45,16,0.08798646,0.10321489,0.10734463,0.29637527,0.27118644,0.33728814,0.37853107,0.31393243402850873,0.319,100.98625760560331,1.9682827685028315,2.6678227206888816,2.605482578277588,2.54702381139051,"Steven Kwan",24610,680757
"Anthony Santander","BAL",125,533,26,69,79,3,0.09005629,0.22514071,0.23480084,0.29253731,0.25995807,0.33020638,0.49475891,0.3504814979501237,0.324,124.59131724823197,0.4944274704903364,16.224969173651765,-9.033145070075989,2.5404173339754172,"Anthony Santander",14551,623993
"Lane Thomas","WSN",133,571,20,88,69,17,0.05779335,0.26094571,0.1870229,0.35,0.27862595,0.32924694,0.46564885,0.3404447477043406,0.31,113.94138724597506,4.822453081142157,14.634337980564315,-8.643921852111816,2.5253691786327765,"Lane Thomas",16939,657041
"Alex Verdugo","BOS",121,525,12,74,51,4,0.08,0.14857143,0.1627907,0.30749354,0.2769556,0.34095238,0.4397463,0.33704343483648225,0.341,108.11476133590764,-0.347050538752228,4.765878101835984,1.8094182014465332,2.451480760800176,"Alex Verdugo",17027,657077
"Jake Burger","- - -",114,431,28,56,64,1,0.06264501,0.2900232,0.27480916,0.2768595,0.24173028,0.30394432,0.51653944,0.3462104347908303,0.353,119.2025291733149,1.868893213570118,11.93235340130267,-2.341423600912094,2.4266996719785205,"Jake Burger",22275,669394
"Bryce Harper","PHI",99,433,15,66,55,7,0.12933025,0.22170901,0.19459459,0.3778626,0.30810811,0.40184758,0.5027027,0.38603262948766526,0.39,143.89041298673268,-3.5318024992011487,19.892566986154353,-10.253168880939484,2.4241908336624287,"Bryce Harper",11579,547180
"Ke'Bryan Hayes","PIT",99,413,11,47,52,9,0.05811138,0.19854722,0.17312662,0.31418919,0.26873385,0.30992736,0.44186047,0.32175164058191147,0.33,99.04272154668298,-1.0056365155614913,-1.4929390628072259,11.682362079620361,2.4116438412322356,"Ke'Bryan Hayes",18577,663647
"Rafael Devers","BOS",126,542,29,74,89,2,0.08671587,0.18819188,0.23809523,0.28169014,0.26708075,0.34132841,0.50517598,0.3573861065417973,0.379,122.18070705053239,-3.351316981948912,11.076789847719532,-5.570308327674866,2.402819713767577,"Rafael Devers",17350,646240
"Adam Duvall","BOS",71,274,18,39,50,4,0.0729927,0.28467153,0.31707317,0.32679739,0.27642276,0.33941606,0.59349593,0.3871671419877272,0.333,142.77281186232648,2.3111735028214753,16.376604390302177,-1.715689778327942,2.4012190414839916,"Adam Duvall",10950,594807
"TJ Friedl","CIN",112,454,11,55,48,24,0.07048458,0.16299559,0.15233415,0.30246914,0.26781327,0.33035714,0.42014742,0.32544132407079607,0.275,98.28918858410557,7.261375702917576,6.304031000306513,2.3844910860061646,2.4000682271820732,"TJ Friedl",19522,670770
"Jarren Duran","BOS",102,362,8,46,40,24,0.06629834,0.24861878,0.18674699,0.38135593,0.29518072,0.34626039,0.48192771,0.3535905170771811,0.319,119.5562457143971,5.447710566222668,13.943988927497074,-3.1526731066405773,2.3154660736577783,"Jarren Duran",24617,680776
"Francisco Alvarez","NYM",101,356,21,43,47,0,0.08146067,0.25561798,0.2204969,0.22380952,0.21118012,0.28651685,0.43167702,0.30975574556361424,0.303,98.00795042983626,-3.456555823329836,-4.330654545331125,15.298129558563232,2.2970134504380773,"Francisco Alvarez",26121,682626
"Whit Merrifield","TOR",125,512,11,61,58,24,0.05664063,0.16992188,0.12,0.32722513,0.28631579,0.328125,0.40631579,0.3190911116544157,0.281,102.88911445410245,2.316539957653731,4.091830276721029,1.198603630065918,2.2786871903828696,"Whit Merrifield",11281,593160
"Jeremy Peña","HOU",123,522,10,67,47,11,0.07088123,0.20689655,0.13107822,0.31460674,0.25792812,0.32307692,0.38900634,0.3119567775083185,0.307,97.86214317239052,1.0758430510759354,-0.2634752303723644,5.158184707164764,2.2733383223992725,"Jeremy Pena",21636,665161
"Anthony Volpe","NYY",133,495,20,53,57,21,0.08888889,0.27474747,0.19187358,0.26643599,0.21896163,0.29554656,0.41083521,0.30601644890028457,0.317,95.25302127349343,1.9935613772831857,-0.8264909126712645,6.3273428082466125,2.2415960131751076,"Anthony Volpe",27647,683011
"Ryan Jeffers","MIN",78,265,10,33,30,3,0.09811321,0.30566038,0.19555556,0.38059701,0.27111111,0.37164751,0.46666667,0.36558788169846224,0.325,134.91505175753522,-0.6853624442592263,10.41899008616954,2.5257474184036255,2.1990112463164198,"Ryan Jeffers",24618,680777
"José Caballero","SEA",90,256,3,34,24,25,0.109375,0.22265625,0.09615385,0.29605263,0.23076923,0.359375,0.32692308,0.3154209421481937,0.302,103.51388131757389,5.334152101073414,6.413749255243333,6.8191017508506775,2.1970283108529824,"Jose Caballero",23401,676609
"Marcell Ozuna","ATL",117,473,31,69,74,0,0.09936575,0.22832981,0.26477541,0.28671329,0.26713948,0.34038055,0.53191489,0.36886931223384406,0.393,131.61332967734606,-0.03864560555666685,18.39205002758469,-12.660105854272842,2.16883043167074,"Marcell Ozuna",10324,542303
"Wilmer Flores","SFG",101,361,19,45,49,0,0.07756233,0.13850416,0.23619632,0.29230769,0.29141104,0.35180055,0.52760736,0.3724207020468182,0.333,138.9986496177019,-0.9632924548350275,16.38940988774949,-6.880439400672913,2.1681849547030816,"Wilmer Flores",5827,527038
"Andrés Giménez","CLE",128,513,12,60,49,22,0.05653021,0.1871345,0.14533622,0.27042254,0.23427332,0.30255403,0.37960954,0.2977252091176411,0.291,89.77976766743974,1.9749342962168157,-4.31741482047655,8.4098140001297,2.162424101655701,"Andres Gimenez",19950,665926
"Jose Siri","TBR",93,331,24,52,54,10,0.05740181,0.36555891,0.27687297,0.26060606,0.21824104,0.26363636,0.49511401,0.31719059871904776,0.299,105.27561246817463,3.647625390905887,5.743356482761896,4.537755846977234,2.1585296059030035,"Jose Siri",17452,642350
"Kerry Carpenter","DET",91,341,20,44,55,2,0.07038123,0.23460411,0.23870968,0.32701422,0.28709677,0.34897361,0.52580645,0.3707044490319086,0.354,137.42737042469682,0.15957972221076488,15.476744036978324,-5.674490183591843,2.144875803148674,"Kerry Carpenter",25961,681481
"Nolan Gorman","STL",109,421,24,50,68,6,0.10926366,0.32541568,0.23783783,0.2985782,0.23513514,0.32304038,0.47297297,0.3404189109802246,0.356,116.42023443207997,2.3333498896099627,10.853981621575471,-3.656226873397827,2.1397791899682606,"Nolan Gorman",22263,669357
"Riley Greene","DET",98,413,11,51,35,6,0.08474576,0.27602906,0.16,0.38095238,0.28533333,0.34624697,0.44533333,0.3424912070535286,0.363,117.91931681943815,1.1689784633927047,10.050884542457524,-2.887315586209297,2.1273956042243145,"Riley Greene",25976,682985
"Josh Naylor","CLE",96,390,15,41,79,6,0.06153846,0.14615385,0.19444444,0.32423208,0.30555556,0.34615385,0.5,0.35375850054364916,0.352,128.5240017988911,-2.7132818959653378,10.637593387526728,-2.7191572189331055,2.1241839250967676,"Josh Naylor",18839,647304
"Jack Suwinski","PIT",117,431,22,51,56,9,0.14849188,0.33642691,0.23809524,0.26804124,0.20728291,0.33410673,0.44537815,0.338052230478716,0.351,110.01731897901976,2.7647332958877087,8.08629521029995,-1.5076342821121216,2.111679605470803,"Jack Suwinski",22244,669261
"Brendan Donovan","STL",95,371,11,48,34,5,0.08894879,0.14285714,0.13761468,0.31060606,0.28440367,0.36486486,0.42201835,0.34457921657873236,0.353,119.22121767429196,3.1325477794744074,11.922067658102158,-3.3247036039829254,2.1108639106865295,"Brendan Donovan",24679,680977
