"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid","mlbamid"
"Joe Ryan","MIN","5","0","0","5","5","32.0","10.13","1.13","1.13",".231","74.8%","35.0%","11.8%","92.9","2.81","2.54","3.23","3.29","0.7","21390","657746"
"Max Fried","ATL","2","0","0","4","4","20.0","8.10","1.80","0.00",".269","94.4%","64.7%","0.0%","94.3","0.45","1.81","2.18","3.13","0.7","13743","608331"
"Graham Ashcraft","CIN","2","0","0","5","5","30.0","7.20","4.50","0.30",".232","83.8%","56.1%","4.5%","","2.10","3.84","3.82","4.55","0.7","27552","668933"
"Aaron Nola","PHI","2","2","0","6","6","36.1","6.94","2.23","0.99",".269","62.1%","35.2%","8.7%","92.1","4.46","3.79","4.02","4.59","0.7","16149","605400"
"Yennier Cano","BAL","0","0","2","9","0","11.0","9.82","0.00","0.00",".000","100.0%","70.0%","0.0%","","0.00","1.10","1.47","2.05","0.7","25911","666974"
"Jeffrey Springs","TBR","2","0","0","3","3","16.0","13.50","2.25","0.56",".115","100.0%","50.0%","11.1%","92.1","0.56","1.67","1.95","2.03","0.7","17677","605488"
"Alexis Diaz","CIN","1","1","4","11","0","9.0","19.00","2.00","0.00",".333","57.1%","33.3%","0.0%","95.3","3.00","0.86","0.16","1.04","0.7","21132","664747"
"Jesus Luzardo","MIA","2","1","0","6","6","33.2","10.16","2.94","1.07",".345","81.7%","38.2%","10.0%","97.1","3.48","3.71","3.74","4.08","0.7","19959","666200"
"Mitch Keller","PIT","3","0","0","6","6","35.2","10.09","3.03","1.01",".293","78.1%","38.5%","11.4%","95.5","3.53","3.84","3.69","3.79","0.7","17594","656605"
"Eduardo Rodriguez","DET","2","2","0","6","6","36.2","7.36","1.72","0.98",".219","87.1%","42.9%","10.8%","92.3","2.21","2.95","3.74","3.92","0.7","13164","593958"
"Jose Alvarado","PHI","0","0","5","12","0","12.1","17.51","0.00","0.73",".278","100.0%","52.6%","25.0%","","0.73","1.58","0.55","0.01","0.7","17780","621237"
"Logan Gilbert","SEA","1","1","0","5","5","27.2","11.06","1.63","1.30",".314","70.9%","50.0%","15.4%","95.1","4.23","2.80","3.35","2.96","0.7","22250","669302"
"Vince Velasquez","PIT","4","2","0","6","6","32.1","8.91","3.34","0.84",".258","80.5%","29.7%","7.3%","93.7","3.06","3.82","3.82","4.62","0.7","11189","592826"
"Dustin May","LAD","3","1","0","6","6","34.1","6.03","3.67","0.26",".198","69.4%","43.3%","2.8%","97.6","3.15","3.79","3.82","5.10","0.6","19716","669160"
"Braxton Garrett","MIA","1","0","0","5","4","22.0","7.77","1.23","0.41",".348","83.3%","54.3%","7.1%","89.9","2.45","4.36","2.79","3.21","0.6","21844","666129"
"Grayson Rodriguez","BAL","1","0","0","5","5","24.1","12.58","4.07","0.74",".362","73.7%","45.0%","13.3%","96.5","4.07","3.98","3.01","2.92","0.6","24492","680570"
"Luis Garcia","HOU","2","2","0","5","5","27.0","10.33","3.33","1.00",".304","74.7%","26.8%","9.4%","93.0","4.00","3.98","3.75","4.19","0.6","23735","677651"
"MacKenzie Gore","WSN","3","1","0","5","5","27.0","11.67","5.33","0.67",".293","80.7%","50.8%","12.5%","95.1","3.00","3.35","3.53","3.51","0.6","22201","669022"
"Marcus Stroman","CHC","2","2","0","6","6","35.1","8.41","3.31","0.76",".236","85.8%","59.8%","18.8%","91.9","2.29","3.90","3.81","3.42","0.6","13431","573186"
"Josh Hader","SDP","0","0","10","13","0","13.0","11.77","3.46","0.00",".154","88.9%","38.5%","0.0%","","0.69","1.47","1.92","3.63","0.6","14212","623352"
"Wade Miley","MIL","3","1","0","5","5","29.0","5.90","1.24","0.62",".258","88.2%","38.9%","5.0%","89.7","1.86","4.27","3.49","4.78","0.6","8779","489119"
"Cristian Javier","HOU","2","1","0","6","6","33.2","9.36","1.87","1.34",".286","78.1%","31.3%","10.6%","93.0","3.48","4.86","3.95","4.23","0.6","17606","664299"
"Aroldis Chapman","KCR","1","1","1","11","0","10.1","16.55","2.61","0.00",".316","66.7%","42.1%","0.0%","99.7","1.74","1.61","0.58","1.50","0.6","10233","547973"
"Alex Young","CIN","0","0","0","11","0","12.2","12.79","1.42","0.00",".310","90.9%","60.7%","0.0%","91.3","0.71","1.67","1.02","1.89","0.6","18333","622065"
"Seth Lugo","SDP","2","2","0","5","5","27.2","8.46","1.95","0.98",".333","79.9%","53.6%","13.0%","93.7","3.58","4.73","3.78","3.69","0.6","12447","607625"
"Taj Bradley","TBR","3","0","0","3","3","15.1","13.50","1.17","1.17",".313","73.8%","26.5%","11.1%","96.4","3.52","2.29","2.67","2.83","0.6","22543","671737"
"Jameson Taillon","CHC","0","2","0","3","3","14.0","10.29","2.57","0.00",".357","57.9%","33.3%","0.0%","94.0","4.50","2.86","1.95","4.22","0.5","11674","592791"
"Ryan Feltner","COL","2","2","0","5","5","25.0","9.72","5.04","0.72",".313","67.3%","44.9%","7.7%","95.1","4.68","4.12","3.94","4.55","0.5","21446","663372"
"Yu Darvish","SDP","1","2","0","5","5","30.0","10.20","3.60","0.90",".292","77.6%","41.1%","11.5%","94.8","3.60","3.28","3.92","3.99","0.5","13074","506433"
"Johan Oviedo","PIT","2","2","0","6","6","32.0","8.44","3.38","0.84",".314","65.4%","53.9%","9.7%","96.3","4.78","2.73","3.85","4.17","0.5","22487","670912"
"Jordan Romano","TOR","2","1","9","13","0","12.1","11.68","2.92","0.00",".323","73.3%","38.7%","0.0%","96.9","2.92","1.98","2.01","3.68","0.5","16122","605447"
"Griffin Jax","MIN","1","2","0","13","0","12.0","10.50","2.25","0.00",".273","50.0%","69.7%","0.0%","96.4","3.75","1.95","1.80","2.46","0.5","20253","643377"
"Mason Thompson","WSN","2","2","1","11","0","19.0","8.05","0.47","0.47",".245","73.5%","44.0%","5.9%","95.1","1.89","2.65","2.59","3.33","0.5","21850","666168"
"Anthony DeSclafani","SFG","2","1","0","5","5","30.0","8.10","0.90","1.20",".253","80.4%","52.9%","17.4%","93.1","2.70","4.45","3.62","3.10","0.5","13050","543101"
"Dylan Cease","CHW","2","1","0","6","6","30.1","10.98","4.45","0.89",".293","64.6%","42.9%","11.1%","95.8","4.15","4.42","4.11","4.23","0.5","18525","656302"
"Bryan Baker","BAL","2","0","0","14","0","14.1","11.93","3.77","0.00",".179","75.0%","25.9%","0.0%","95.7","1.88","2.12","2.20","3.86","0.5","19804","641329"
"Logan Webb","SFG","1","5","0","6","6","37.1","10.37","1.21","1.69",".333","70.2%","59.6%","25.9%","92.7","4.10","3.87","4.00","2.71","0.5","17995","657277"
"Felix Bautista","BAL","2","1","7","14","0","13.2","16.46","4.61","0.66",".320","75.3%","42.3%","11.1%","100.3","1.32","2.27","2.21","2.31","0.5","20666","642585"
"Sandy Alcantara","MIA","1","2","0","5","5","30.1","7.71","2.67","0.89",".264","51.9%","43.8%","10.3%","98.1","5.04","4.89","3.85","4.08","0.5","18684","645261"
"Carlos Estevez","LAA","0","1","6","13","0","13.2","10.54","3.95","0.00",".265","80.0%","32.4%","0.0%","96.6","1.32","2.73","2.36","4.22","0.5","14542","608032"
"David Robertson","NYM","0","0","5","11","0","11.1","11.12","2.38","0.00",".208","88.9%","40.9%","0.0%","","0.79","1.70","1.97","3.37","0.5","8241","502085"
"Josiah Gray","WSN","2","4","0","6","6","33.2","8.29","3.48","1.07",".286","88.8%","42.1%","10.3%","94.1","2.67","3.21","4.42","4.72","0.5","24580","680686"
"Eli Morgan","CLE","1","0","1","10","0","12.2","10.66","2.13","0.00",".371","93.8%","48.6%","0.0%","92.6","0.00","3.28","1.73","2.98","0.5","20203","669212"
"Tyler Wells","BAL","1","1","0","5","4","29.0","7.14","0.93","1.24",".187","77.9%","32.9%","10.0%","93.2","2.79","3.14","3.90","4.29","0.5","20000","669330"
"Merrill Kelly","ARI","2","3","0","6","6","32.1","8.35","5.01","0.56",".275","75.2%","45.7%","7.1%","92.2","3.06","5.47","4.19","4.76","0.5","11156","518876"
"Kris Bubic","KCR","0","2","0","3","3","16.0","9.00","1.13","0.56",".375","72.8%","52.1%","5.9%","91.8","3.94","4.15","2.76","3.63","0.5","21455","663460"
"Dylan Lee","ATL","1","0","0","13","0","12.2","10.66","2.13","0.00",".241","70.0%","32.1%","0.0%","92.1","1.42","2.48","1.73","3.35","0.5","19996","669276"
"Huascar Brazoban","MIA","0","0","0","12","0","17.2","9.68","1.53","0.51",".311","80.6%","57.8%","10.0%","96.2","2.55","2.65","2.82","2.98","0.5","6107","623211"
"Martin Perez","TEX","4","1","0","6","6","33.2","6.95","2.41","1.07",".327","87.0%","42.1%","11.8%","92.2","2.41","4.36","4.19","4.24","0.5","6902","527048"
"Kenley Jansen","BOS","1","0","6","9","0","8.2","12.46","2.08","0.00",".333","88.9%","23.8%","0.0%","","1.04","1.83","1.31","3.50","0.4","3096","445276"
"Devin Williams","MIL","2","0","5","10","0","9.1","13.50","2.89","0.00",".278","100.0%","38.9%","0.0%","93.6","0.00","2.14","1.35","2.54","0.4","15816","642207"
"A.J. Minter","ATL","1","3","5","13","0","12.2","10.66","2.13","0.71",".400","36.1%","33.3%","6.7%","96.0","8.53","4.15","2.75","3.60","0.4","18655","621345"
"Corbin Burnes","MIL","3","1","0","6","6","33.2","7.22","2.94","0.80",".258","67.9%","49.5%","10.7%","","4.01","3.79","4.19","4.35","0.4","19361","669203"
"Andrew Wantz","LAA","1","0","0","8","0","11.1","9.53","3.18","0.00",".154","77.8%","34.6%","0.0%","94.3","0.79","2.77","2.59","4.41","0.4","24933","681806"
"Aaron Civale","CLE","1","1","0","2","2","12.2","5.68","1.42","0.00",".275","69.2%","40.0%","0.0%","91.7","2.84","4.57","2.59","4.47","0.4","19479","650644"
"Nestor Cortes","NYY","3","2","0","6","6","33.0","9.55","2.45","1.64",".282","68.5%","19.8%","10.2%","91.3","4.91","2.82","4.72","5.19","0.4","17874","641482"
"Bailey Ober","MIN","1","0","0","2","2","11.1","7.94","3.97","0.00",".241","83.3%","21.4%","0.0%","91.5","1.59","3.48","2.94","5.32","0.4","21224","641927"
"Jorge Lopez","MIN","1","0","2","13","0","12.0","7.50","0.75","0.00",".182","87.5%","69.7%","0.0%","97.7","0.00","2.02","2.22","3.01","0.4","14527","605347"
"Bryce Elder","ATL","2","0","0","5","5","29.0","8.07","2.79","0.93",".291","88.4%","54.9%","15.8%","90.7","2.17","5.02","4.07","3.77","0.4","27779","693821"
"Trevor Gott","SEA","0","2","0","14","0","14.0","7.71","1.29","0.00",".340","55.0%","40.4%","0.0%","93.6","2.57","3.16","2.53","4.34","0.4","15046","641627"
"Zach Jackson","OAK","2","1","0","14","0","12.2","11.37","5.68","0.00",".375","80.0%","21.9%","0.0%","93.5","2.13","3.48","2.75","4.76","0.4","19493","667427"
"Danny Coulombe","BAL","1","0","0","13","0","10.2","11.81","1.69","0.00",".250","90.0%","37.5%","0.0%","91.7","0.84","1.96","1.88","3.37","0.4","13293","543056"
"Tim Mayza","TOR","1","0","1","11","0","7.1","9.82","0.00","0.00",".409","88.9%","50.0%","0.0%","","1.23","3.16","1.20","2.28","0.4","15042","641835"
"Kevin Kelly","TBR","2","0","1","10","0","16.0","7.31","1.69","0.00",".320","68.2%","44.0%","0.0%","92.3","3.94","3.66","2.88","4.47","0.4","25679","687330"
"Kyle Gibson","BAL","4","0","0","6","6","34.1","7.08","2.88","1.05",".306","76.7%","50.0%","12.5%","92.3","3.93","4.82","4.37","4.34","0.4","10123","502043"
"Nick Anderson","ATL","1","0","1","11","0","11.2","12.34","0.77","0.77",".308","58.1%","40.7%","11.1%","94.3","3.86","3.98","2.01","2.12","0.4","18337","623433"
"Michael King","NYY","0","1","1","8","0","15.2","9.77","1.72","0.00",".349","85.0%","48.8%","0.0%","94.4","1.72","3.50","2.17","2.98","0.4","19853","650633"
"Tanner Bibee","CLE","1","0","0","1","1","5.2","12.71","0.00","0.00",".429","85.7%","28.6%","0.0%","95.6","1.59","2.19","1.09","3.05","0.4","30134","676440"
"Alex Lange","DET","1","0","3","13","0","12.2","10.66","3.55","0.00",".233","83.3%","53.3%","0.0%","95.0","1.42","1.91","2.20","3.58","0.4","19883","656638"
"Ryan Weathers","SDP","1","1","0","5","3","18.0","5.50","2.50","0.50",".269","81.6%","38.5%","5.6%","94.9","2.50","4.21","3.88","4.75","0.4","23796","677960"
"Brusdar Graterol","LAD","0","1","2","13","0","12.1","7.30","0.73","0.00",".297","75.0%","51.4%","0.0%","98.3","2.19","2.54","2.01","3.68","0.4","20367","660813"
"Logan Allen","CLE","1","1","0","2","2","11.0","13.09","2.45","0.82",".320","84.9%","50.0%","10.0%","92.4","2.45","4.42","2.47","2.73","0.4","27589","671106"
"Hunter Gaddis","CLE","0","1","0","5","4","19.2","5.95","2.75","0.46",".313","52.4%","29.9%","2.9%","93.8","6.86","3.16","3.94","6.02","0.4","25636","683769"
"Mason Miller","OAK","0","1","0","2","2","8.1","11.88","2.16","0.00",".409","50.0%","22.7%","0.0%","99.2","6.48","4.36","1.82","3.54","0.3","31757","695243"
"Brad Hand","COL","0","1","0","12","0","10.2","13.50","5.06","0.00",".400","70.6%","20.8%","0.0%","93.3","4.22","3.79","2.35","3.84","0.3","9111","543272"
"Paul Sewald","SEA","2","0","7","15","0","15.0","11.40","2.40","1.20",".212","78.4%","32.4%","11.8%","92.2","3.00","1.44","3.38","3.45","0.3","13892","623149"
"Ian Hamilton","NYY","1","1","0","9","0","15.2","10.91","4.02","0.00",".250","81.3%","61.1%","0.0%","95.7","1.72","3.25","2.30","2.80","0.3","19261","641656"
"Adbert Alzolay","CHC","1","0","0","11","0","14.0","11.57","1.93","0.64",".226","72.9%","50.0%","7.1%","95.6","2.57","1.55","2.38","3.04","0.3","17859","640470"
"Gabe Speier","SEA","0","0","0","12","0","11.1","6.35","0.79","0.00",".276","100.0%","65.5%","0.0%","94.0","0.00","2.38","2.24","2.94","0.3","17170","642100"
"Tyler Mahle","MIN","1","2","0","5","5","25.2","9.82","1.75","1.75",".266","80.0%","37.7%","16.1%","92.8","3.16","3.09","4.32","3.70","0.3","16358","641816"
"Jake Bird","COL","0","0","0","13","0","19.2","9.61","2.75","0.46",".302","59.3%","59.3%","5.6%","","3.66","2.75","3.13","3.92","0.3","21267","656234"
"Tanner Houck","BOS","3","1","0","5","5","26.0","8.31","3.46","1.04",".297","68.2%","52.6%","14.3%","94.2","4.50","3.95","4.19","3.97","0.3","19879","656557"
"Patrick Sandoval","LAA","2","1","0","5","5","25.2","7.01","4.21","0.70",".244","70.5%","51.9%","9.1%","92.7","3.16","4.21","4.36","4.70","0.3","19447","663776"
"Peter Strzelecki","MIL","2","0","0","14","0","13.2","5.93","0.66","0.00",".238","91.7%","50.0%","0.0%","92.2","0.66","2.97","2.51","3.90","0.3","21367","657265"
"Julio Urias","LAD","3","3","0","6","6","32.2","9.64","1.93","1.93",".326","78.3%","37.8%","20.0%","92.8","4.41","3.63","4.76","3.67","0.3","14765","628711"
"Bailey Falter","PHI","0","5","0","6","6","32.1","6.12","1.95","1.67",".300","69.4%","41.5%","14.0%","90.9","5.01","4.92","5.08","4.78","0.3","20070","663559"
"Brandon Woodruff","MIL","1","0","0","2","2","11.1","9.53","2.38","0.79",".231","100.0%","44.4%","9.1%","96.7","0.79","2.48","3.21","3.60","0.3","16162","605540"
"Josh Fleming","TBR","0","0","0","5","1","19.1","6.05","2.79","0.00",".317","72.0%","61.0%","0.0%","91.7","3.26","3.68","2.97","3.71","0.3","20418","676596"
"A.J. Puk","MIA","3","0","5","11","0","12.0","9.75","1.50","0.75",".226","93.8%","43.3%","7.1%","95.9","0.75","2.12","3.05","3.82","0.3","19343","640462"
"Michael Wacha","SDP","2","1","0","5","5","25.1","8.17","2.49","1.42",".367","61.0%","31.3%","11.1%","92.6","6.75","6.47","4.45","4.65","0.3","14078","608379"
"Reid Detmers","LAA","0","2","0","5","5","26.0","10.73","3.46","1.38",".328","59.9%","32.9%","12.9%","95.0","4.85","4.24","4.50","4.39","0.3","27468","672282"
"Matt Moore","LAA","1","1","0","13","0","14.1","8.79","3.14","0.00",".171","76.9%","30.3%","0.0%","93.7","1.26","3.04","2.90","4.67","0.3","1890","519043"
"Giovanny Gallegos","STL","1","0","1","9","0","9.0","11.00","2.00","0.00",".211","83.3%","26.3%","0.0%","93.7","1.00","2.69","1.61","3.02","0.3","14986","606149"
"Zach Eflin","TBR","3","0","0","4","4","21.0","9.00","1.29","1.29",".310","86.5%","53.3%","15.8%","93.5","3.00","4.18","3.81","3.39","0.3","13774","621107"
"Josh Winckowski","BOS","1","0","0","10","0","19.1","7.45","1.86","0.47",".226","90.4%","53.7%","5.6%","95.0","1.40","2.46","3.18","3.98","0.3","22387","670174"
"Chris Sale","BOS","2","2","0","6","6","29.1","10.74","3.07","1.53",".350","60.0%","41.0%","20.0%","94.4","6.75","5.80","4.64","3.78","0.3","10603","519242"
"Jason Foley","DET","0","1","2","13","0","12.2","7.11","2.13","0.00",".250","83.3%","71.9%","0.0%","","1.42","2.44","2.75","3.25","0.3","19531","671345"
"Nick Martinez","SDP","2","1","0","6","4","29.2","7.28","3.64","1.21",".210","80.3%","57.6%","17.4%","93.2","3.34","4.42","4.73","4.21","0.3","12730","607259"
"Miguel Castro","ARI","0","0","1","12","0","11.2","6.94","3.09","0.00",".212","72.7%","36.4%","0.0%","","2.31","3.48","2.87","4.23","0.3","15684","612434"
"Brent Suter","COL","0","0","0","11","0","17.1","7.27","4.15","0.00",".182","58.8%","43.9%","0.0%","86.1","1.04","2.03","3.33","4.88","0.3","13942","608718"
"Justin Topa","SEA","0","2","0","12","0","11.0","9.00","3.27","0.00",".276","75.0%","62.1%","0.0%","","1.64","3.04","2.47","3.20","0.3","15145","623437"
"Caleb Ferguson","LAD","1","0","0","12","0","11.0","8.18","1.64","0.00",".300","85.7%","58.6%","0.0%","95.8","1.64","3.23","2.93","3.94","0.3","19349","657571"
"Jhony Brito","NYY","2","3","0","6","6","22.2","6.75","4.37","0.79",".279","61.6%","46.4%","7.4%","95.8","5.56","6.34","4.49","5.23","0.3","25386","666745"
"Charlie Morton","ATL","3","2","0","5","5","29.1","7.98","3.68","0.92",".302","82.5%","48.9%","9.1%","95.3","2.76","5.65","4.37","4.83","0.3","4676","450203"
"Bryan Abreu","HOU","0","0","2","14","0","14.1","13.81","4.40","0.63",".174","94.8%","45.8%","12.5%","97.7","0.63","2.88","2.90","2.87","0.3","16609","650556"
"Erik Swanson","TOR","1","0","0","14","0","13.2","12.51","3.95","0.66",".130","93.0%","33.3%","6.7%","94.0","1.32","2.02","2.87","3.66","0.3","16587","657024"
"Duane Underwood Jr.","PIT","1","0","2","13","0","13.2","5.93","1.98","0.00",".310","75.0%","50.0%","0.0%","93.3","2.63","3.45","2.72","3.77","0.3","14677","621249"
"Yonny Chirinos","TBR","1","0","0","4","0","14.0","5.14","1.29","0.00",".154","88.9%","41.0%","0.0%","","0.64","3.38","2.88","4.58","0.3","16401","630023"
"Marco Gonzales","SEA","2","0","0","5","5","24.2","6.93","2.92","1.09",".329","62.9%","43.4%","12.5%","88.7","4.74","4.07","4.40","4.36","0.3","15467","594835"
"John Brebbia","SFG","1","0","0","14","1","12.1","13.14","2.92","0.73",".321","47.6%","31.0%","6.7%","94.5","5.84","2.71","2.49","3.37","0.3","12777","605154"
"Drew VerHagen","STL","1","0","0","13","0","12.1","11.68","2.92","0.73",".281","55.6%","57.6%","12.5%","94.9","4.38","2.21","2.82","2.79","0.3","13424","572403"
"Trevor Williams","WSN","1","1","0","5","5","26.1","5.81","2.05","1.37",".282","74.8%","40.2%","10.8%","90.6","4.10","6.22","4.86","5.12","0.3","16977","592866"
"Tucker Davidson","LAA","1","1","1","6","0","15.0","9.00","3.00","0.00",".308","77.8%","47.4%","0.0%","91.9","2.40","4.79","2.58","3.53","0.3","19871","656353"
"Noah Syndergaard","LAD","1","3","0","6","6","31.1","6.03","1.15","1.44",".333","62.5%","37.6%","12.8%","92.6","6.32","4.92","4.79","4.69","0.3","11762","592789"
"Joey Lucchesi","NYM","1","0","0","2","2","12.1","8.76","2.92","0.73",".267","86.2%","35.5%","7.7%","90.1","2.19","5.58","3.46","4.08","0.3","19320","664192"
"Griffin Canning","LAA","1","0","0","3","3","15.1","8.80","2.93","1.17",".282","74.1%","40.0%","11.1%","94.0","4.11","4.99","4.30","4.46","0.3","19867","656288"
"Noah Davis","COL","0","1","0","3","3","11.2","9.26","3.86","0.77",".417","63.1%","62.2%","11.1%","","6.17","4.24","3.98","4.09","0.3","25862","663562"
"Ian Gibaut","CIN","1","0","1","12","0","10.0","10.80","5.40","0.00",".318","73.3%","45.5%","0.0%","94.9","3.60","3.33","3.38","4.81","0.2","17871","664139"
"Gregory Santos","CHW","0","0","0","13","0","14.1","10.05","3.14","0.00",".390","82.6%","51.2%","0.0%","97.7","1.88","3.58","2.62","3.50","0.2","21894","666619"
"Andrew Chafin","ARI","2","0","4","12","0","10.1","13.06","4.35","0.87",".286","84.9%","42.9%","14.3%","91.8","2.61","3.30","3.19","3.01","0.2","12988","605177"
"Bryse Wilson","MIL","1","0","2","9","0","16.2","9.72","3.24","0.54",".273","80.6%","37.8%","5.9%","94.0","2.16","3.90","3.26","4.10","0.2","19990","669060"
"Cal Quantrill","CLE","1","2","0","5","5","25.0","5.40","2.88","1.08",".330","67.9%","41.9%","8.8%","93.7","5.40","5.40","4.70","5.30","0.2","19312","615698"
"Jose Hernandez","PIT","0","0","0","9","0","11.2","8.49","0.77","0.00",".303","90.9%","39.4%","0.0%","95.7","0.77","3.07","1.75","2.98","0.2","22318","669796"
"Ron Marinaccio","NYY","0","1","0","10","0","11.2","13.89","5.40","0.77",".143","72.9%","45.0%","11.1%","94.0","2.31","2.61","3.21","3.32","0.2","23488","676760"
"Justin Lawrence","COL","0","1","0","11","0","14.0","9.64","3.21","0.64",".212","77.6%","57.6%","10.0%","","1.93","2.67","3.24","3.44","0.2","17639","664875"
"Trevor Rogers","MIA","1","2","0","4","4","18.0","9.50","3.00","1.00",".286","72.1%","52.0%","10.5%","93.4","4.00","4.07","4.22","4.45","0.2","22286","669432"
"Robert Stephenson","PIT","0","0","0","8","0","6.0","9.00","1.50","0.00",".188","100.0%","31.3%","0.0%","97.1","0.00","2.84","1.88","4.00","0.2","13594","596112"
"Luis Garcia","SDP","1","2","0","13","0","12.2","8.53","4.26","0.00",".341","47.6%","50.0%","0.0%","96.5","7.11","4.01","3.15","4.27","0.2","6984","472610"
"Zach Plesac","CLE","1","1","0","5","5","21.1","5.91","2.11","1.27",".410","58.2%","51.2%","12.5%","91.4","7.59","5.33","4.60","4.56","0.2","19979","668676"
"Dane Dunning","TEX","2","0","0","8","0","20.1","4.87","2.21","0.00",".197","73.7%","50.8%","0.0%","","1.77","2.88","3.33","5.13","0.2","19409","641540"
"Fernando Cruz","CIN","1","0","0","10","0","13.2","13.17","5.27","0.66",".389","60.2%","42.9%","8.3%","93.8","6.59","4.18","3.16","3.61","0.2","7048","518585"
"Dylan Floro","MIA","1","1","1","12","0","12.2","8.53","2.13","0.71",".226","72.9%","46.9%","9.1%","92.9","2.13","1.52","3.23","3.58","0.2","13394","571670"
"Mike Baumann","BAL","2","0","0","12","0","15.2","8.04","2.87","0.57",".194","94.8%","35.1%","5.6%","96.0","1.15","3.09","3.38","4.38","0.2","20206","657508"
"Hunter Harvey","WSN","0","0","0","11","0","11.1","10.32","3.97","0.79",".182","81.4%","65.2%","16.7%","98.7","2.38","3.16","3.56","3.25","0.2","15507","640451"
"Phil Maton","HOU","0","0","0","11","0","13.0","11.08","0.69","0.69",".080","100.0%","53.8%","10.0%","89.9","0.69","1.81","2.61","2.83","0.2","18064","664208"
"Brandon Hughes","CHC","0","1","0","5","0","5.2","14.29","3.18","0.00",".364","66.7%","60.0%","0.0%","93.7","3.18","2.27","1.27","1.83","0.2","23460","676714"
"Phil Bickford","LAD","0","1","0","10","0","11.1","11.91","3.97","0.79",".345","75.3%","20.7%","5.9%","94.7","3.97","3.76","3.21","4.44","0.2","18519","641360"
"Jonathan Hernandez","TEX","0","1","0","12","0","11.0","10.64","2.45","0.82",".240","69.8%","53.8%","10.0%","","3.27","3.35","3.02","3.28","0.2","17464","642546"
"Joey Wentz","DET","0","3","0","5","5","22.1","8.06","3.63","1.21",".281","54.3%","32.8%","8.8%","94.1","6.45","4.33","4.55","5.22","0.2","19962","666214"
"German Marquez","COL","2","2","0","4","4","20.0","7.65","1.35","1.80",".268","67.1%","48.3%","22.2%","95.9","4.95","4.89","4.73","3.56","0.2","15038","608566"
"Will Smith","TEX","0","1","3","10","0","9.1","10.61","2.89","0.96",".200","90.9%","19.0%","7.1%","93.1","1.93","1.76","3.38","4.37","0.2","8048","519293"
"Colin Holderman","PIT","0","1","0","13","0","13.0","8.31","2.77","0.69",".333","78.3%","57.5%","11.1%","","3.46","4.18","3.46","3.56","0.2","22361","670059"
"Jose Quijada","LAA","0","1","4","10","0","9.0","8.00","3.00","0.00",".286","46.2%","39.3%","0.0%","94.5","6.00","5.69","3.27","5.21","0.2","19200","650671"
"Rafael Montero","HOU","0","0","1","13","0","12.0","12.00","3.00","0.75",".419","90.4%","46.9%","9.1%","96.1","2.25","2.65","2.80","3.17","0.2","12760","606160"
"Cole Ragans","TEX","2","1","0","8","0","10.2","9.28","4.22","0.00",".333","56.3%","33.3%","0.0%","96.1","5.91","4.86","3.01","4.79","0.2","21846","666142"
"Erasmo Ramirez","WSN","1","1","0","12","0","13.1","4.73","1.35","0.00",".347","61.9%","53.1%","0.0%","92.4","5.40","5.29","3.23","4.78","0.2","10314","541640"
"Kyle Nelson","ARI","3","1","0","12","0","11.0","12.27","2.45","0.82",".357","88.2%","48.3%","14.3%","92.1","0.82","3.33","2.93","2.76","0.2","20515","669459"
"Luis Ortiz","PHI","0","0","0","6","0","8.0","10.13","0.00","0.00",".318","85.7%","52.4%","0.0%","95.7","1.13","1.75","1.13","2.12","0.2","16942","656814"
"Jesse Chavez","ATL","0","0","1","13","0","10.1","9.58","1.74","0.87",".367","80.9%","51.6%","14.3%","","3.48","4.27","3.38","3.20","0.2","5448","445926"
"Drew Smith","NYM","1","1","0","11","0","9.2","12.10","5.59","0.00",".333","80.0%","19.0%","0.0%","95.4","2.79","4.30","3.18","4.82","0.2","17755","622098"
"Yusei Kikuchi","TOR","4","0","0","5","5","27.0","9.33","2.00","2.00",".273","97.2%","41.7%","21.4%","95.4","3.00","4.73","4.87","3.62","0.2","20633","579328"
"Nick Lodolo","CIN","2","1","0","6","6","30.2","12.91","2.64","2.35",".450","78.6%","45.3%","25.8%","93.8","6.16","4.42","5.18","3.39","0.2","26378","666157"
"Emilio Pagan","MIN","1","0","0","8","0","10.0","7.20","1.80","0.00",".400","50.0%","34.3%","0.0%","95.1","6.30","3.74","2.38","4.76","0.2","14771","641941"
"Craig Kimbrel","PHI","1","0","3","12","0","11.0","12.27","4.91","0.82",".318","71.4%","39.1%","10.0%","95.3","4.09","3.16","3.47","3.73","0.2","6655","518886"
"Bryan Hoeing","MIA","0","1","0","2","2","8.2","6.23","3.12","0.00",".355","60.0%","22.6%","0.0%","","6.23","7.42","3.38","6.13","0.2","26304","663773"
"Easton McGee","SEA","0","0","0","1","1","6.2","2.70","1.35","0.00",".053","100.0%","47.4%","0.0%","90.1","0.00","3.07","3.23","4.90","0.2","22176","668834"
"Keegan Akin","BAL","1","1","0","10","0","6.2","9.45","5.40","0.00",".409","46.2%","40.9%","0.0%","93.8","6.75","3.50","3.08","4.99","0.2","19362","669211"
"Camilo Doval","SFG","1","2","3","11","0","11.0","12.27","4.91","0.82",".320","58.8%","60.0%","14.3%","","3.27","2.46","3.47","3.30","0.2","21992","666808"
