"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid","mlbamid"
"Josh Harrison","PHI","0","0","0","2","0","1.2","0.00","10.80","0.00",".615","50.0%","15.4%","0.0%","56.5","27.00","14.12","6.98","9.84","0.0","8202","543281"
"Tanner Banks","CHW","0","0","0","4","0","8.0","5.63","2.25","1.13",".227","78.9%","47.8%","11.1%","92.1","3.38","7.02","4.88","5.04","0.0","16990","621383"
"JP Sears","OAK","0","2","0","5","5","26.0","9.35","2.08","2.42",".288","67.5%","26.0%","15.6%","93.0","6.23","5.26","5.85","5.09","0.0","23429","676664"
"Harold Castro","COL","0","0","0","1","0","1.0","0.00","9.00","0.00",".400","50.0%","40.0%","0.0%","63.4","18.00","5.76","9.38","14.14","0.0","14691","605612"
"Tommy Milone","SEA","0","0","0","1","1","4.2","5.79","3.86","1.93",".154","100.0%","35.7%","16.7%","87.0","1.93","4.04","6.17","5.42","0.0","7608","543548"
"Tim Herrin","CLE","1","0","0","9","0","9.2","12.10","3.72","1.86",".318","49.0%","39.1%","22.2%","96.3","7.45","7.47","4.62","3.41","0.0","25139","682120"
"Drew Rucinski","OAK","0","1","0","1","1","5.2","1.59","1.59","1.59",".400","66.0%","50.0%","16.7%","89.6","4.76","7.38","5.85","5.24","0.0","12499","607968"
"Jeff Lindgren","MIA","0","0","0","1","0","5.0","0.00","5.40","0.00",".222","42.9%","16.7%","0.0%","90.3","7.20","4.07","5.18","8.99","0.0","25830","689167"
"Wandy Peralta","NYY","1","0","0","11","0","10.0","9.90","4.50","0.90",".250","87.3%","45.8%","11.1%","95.7","2.70","4.63","4.58","4.71","0.0","14295","593974"
"Robbie Ray","SEA","0","1","0","1","1","3.1","8.10","13.50","0.00",".364","44.4%","40.0%","0.0%","93.9","8.10","4.76","6.08","7.51","0.0","11486","592662"
"Chris Martin","BOS","0","1","0","7","0","7.0","2.57","1.29","1.29",".280","92.1%","46.2%","14.3%","95.7","2.57","6.14","5.10","4.83","0.0","11847","455119"
"John Curtiss","NYM","0","0","0","9","0","10.1","6.10","4.35","0.87",".241","69.0%","46.7%","9.1%","94.5","4.35","3.14","4.74","5.17","0.0","16128","595928"
"Zack Greinke","KCR","0","4","0","6","6","31.0","6.39","1.74","2.03",".320","65.3%","40.2%","19.4%","90.2","6.10","5.91","5.48","4.39","0.0","1943","425844"
"David Peterson","NYM","1","4","0","6","6","30.2","10.57","2.93","2.35",".357","62.5%","53.3%","32.0%","93.3","7.34","5.40","5.41","3.31","0.0","20302","656849"
"Gus Varland","MIL","0","0","0","6","0","6.2","5.40","2.70","1.35",".292","81.4%","48.0%","16.7%","95.9","2.70","7.24","5.03","4.51","0.0","24737","681402"
"Kirby Yates","ATL","1","0","0","9","0","8.2","9.35","7.27","1.04",".261","79.4%","13.6%","6.3%","93.9","4.15","5.22","5.23","6.66","0.0","9073","489446"
"Jose Leclerc","TEX","0","1","1","10","0","9.2","8.38","6.52","0.93",".143","83.3%","13.6%","6.7%","94.6","0.93","3.33","5.04","6.15","0.0","14524","600917"
"Simeon Woods Richardson","MIN","0","0","0","1","0","4.2","9.64","5.79","1.93",".400","58.1%","40.0%","14.3%","90.9","9.64","5.72","5.95","5.55","0.0","24494","680573"
"Zack Kelly","BOS","0","0","0","6","0","7.1","7.36","7.36","0.00",".300","78.6%","52.6%","0.0%","95.1","3.68","7.20","5.02","6.53","0.0","20349","677161"
"Janson Junk","MIL","0","1","0","1","1","4.2","3.86","3.86","1.93",".316","52.6%","61.1%","25.0%","91.6","7.71","5.47","6.60","5.17","0.0","23301","676083"
"Brayan Bello","BOS","0","1","0","3","3","12.1","10.22","3.65","2.19",".417","75.8%","57.9%","33.3%","96.3","6.57","5.84","5.73","3.73","0.0","23920","678394"
"Peyton Battenfield","CLE","0","2","0","4","3","17.1","7.27","5.71","1.56",".271","74.6%","43.1%","12.5%","91.3","4.67","6.03","5.92","5.87","0.0","25777","685410"
"Lane Thomas","WSN","0","0","0","1","0","1.0","9.00","0.00","9.00",".500","0.0%","40.0%","50.0%","86.7","27.00","4.45","14.38","4.56","0.0","16939","657041"
"Javier Assad","CHC","0","1","0","3","1","7.1","9.82","4.91","2.45",".333","49.0%","43.5%","20.0%","94.0","9.82","4.24","6.38","5.00","-0.1","21741","665871"
"Seth Martinez","HOU","1","1","0","9","0","11.1","8.74","3.97","1.59",".378","72.9%","41.0%","14.3%","91.1","6.35","6.84","5.32","4.99","-0.1","21045","661527"
"Hanser Alberto","CHW","0","0","0","2","0","1.2","5.40","5.40","5.40",".556","53.6%","30.0%","25.0%","63.4","21.60","11.72","11.78","7.79","-0.1","11902","593643"
"Zach McKinstry","DET","0","0","0","1","0","1.0","0.00","0.00","9.00",".400","62.5%","50.0%","50.0%","81.4","18.00","27.73","16.38","6.56","-0.1","19392","656716"
"Garrett Whitlock","BOS","1","2","0","3","3","16.0","6.19","1.69","2.25",".326","69.0%","40.0%","20.0%","94.0","6.19","5.22","6.01","4.74","-0.1","20191","676477"
"Jose Cuas","KCR","1","0","0","13","0","13.0","11.08","2.08","2.08",".353","81.1%","29.7%","20.0%","","4.85","9.43","4.85","3.67","-0.1","17701","621016"
"Trevor Kelley","TBR","0","1","0","1","0","2.0","0.00","4.50","0.00",".250","50.0%","25.0%","0.0%","91.3","9.00","6.72","6.38","10.35","-0.1","18454","665001"
"Adam Ottavino","NYM","0","1","3","11","0","10.0","9.90","3.60","1.80",".227","97.6%","50.0%","18.2%","","2.70","2.52","4.98","4.13","-0.1","1247","493603"
"Alan Trejo","COL","0","0","0","1","0","1.0","0.00","0.00","9.00",".000","100.0%","25.0%","33.3%","86.1","9.00","28.81","16.38","8.14","-0.1","20056","676701"
"Ryne Stanek","HOU","1","1","0","9","0","9.0","8.00","7.00","1.00",".280","73.5%","38.5%","7.7%","98.8","4.00","4.45","5.38","6.23","-0.1","15947","592773"
"Carlos Hernandez","KCR","0","0","0","12","0","14.0","10.93","3.21","1.93",".324","74.3%","29.7%","20.0%","98.9","5.14","5.19","4.81","3.73","-0.1","22713","672578"
"Ty Blach","COL","0","0","0","6","0","11.0","3.27","1.64","1.64",".417","51.9%","50.0%","20.0%","91.1","8.18","7.20","5.57","4.64","-0.1","14361","621389"
"Ryan Tepera","LAA","1","1","0","6","0","4.0","4.50","4.50","0.00",".500","50.0%","50.0%","0.0%","92.8","11.25","5.09","5.38","8.16","-0.1","10291","572193"
"Jordan Hicks","STL","0","2","0","12","0","11.1","15.88","7.94","1.59",".481","67.6%","41.4%","28.6%","101.4","6.35","5.12","4.80","3.48","-0.1","19618","663855"
"Jacob Stallings","MIA","0","0","0","1","0","1.0","0.00","0.00","9.00",".000","100.0%","25.0%","33.3%","65.2","9.00","11.87","16.38","8.14","-0.1","13723","607732"
"Yohan Ramirez","PIT","0","0","0","4","0","6.0","10.50","6.00","1.50",".294","93.8%","72.2%","33.3%","","3.00","3.98","5.72","4.34","-0.1","19444","670990"
"Taylor Clarke","KCR","1","0","0","11","1","13.0","10.38","3.46","2.08",".343","71.4%","43.2%","20.0%","94.7","5.54","4.27","5.46","4.29","-0.1","17611","664199"
"Yency Almonte","LAD","2","0","0","13","0","11.2","5.40","4.63","0.77",".366","57.5%","45.2%","7.1%","96.3","8.49","6.42","5.35","6.14","-0.1","15068","622075"
"J.B. Bukauskas","SEA","0","0","0","1","0","1.0","9.00","18.00","0.00",".500","50.0%","75.0%","0.0%","","9.00","4.92","7.38","7.38","-0.1","20491","656266"
"Jorge Alcala","MIN","0","0","0","6","0","10.0","6.30","4.50","0.90",".222","60.3%","42.9%","8.3%","95.1","4.50","6.80","5.08","5.69","-0.1","19459","660896"
"Hobie Harris","WSN","0","0","0","9","0","11.0","3.27","5.73","0.82",".325","56.1%","36.6%","5.3%","94.5","7.36","8.20","5.75","7.30","-0.1","18615","665048"
"Anthony Banda","WSN","0","0","0","10","0","7.0","7.71","6.43","1.29",".364","73.5%","40.9%","16.7%","95.7","6.43","11.72","6.10","5.60","-0.1","14706","607455"
"Eric Lauer","MIL","3","2","0","5","5","26.0","7.96","3.46","2.08",".315","78.4%","30.4%","16.7%","91.1","5.19","6.14","5.77","4.96","-0.1","19316","641778"
"Reiss Knehr","SDP","0","0","0","3","0","3.2","7.36","7.36","2.45",".273","35.7%","50.0%","33.3%","92.8","12.27","11.38","7.75","5.50","-0.1","21541","663753"
"Chase De Jong","PIT","0","0","0","3","0","6.1","5.68","4.26","1.42",".286","52.1%","27.3%","9.1%","92.5","8.53","4.09","6.07","6.77","-0.1","15036","608328"
"Jake Reed","LAD","0","0","0","1","0","0.2","13.50","13.50","13.50","1.000","0.0%","60.0%","50.0%","91.8","81.00","13.14","24.38","9.64","-0.1","16209","596082"
"Tommy Hunter","NYM","0","0","0","5","0","8.0","5.63","2.25","1.13",".310","47.6%","60.0%","11.1%","93.3","7.88","3.82","5.26","5.42","-0.1","1157","488984"
"Adrian Martinez","OAK","0","0","0","6","0","17.1","7.27","2.60","1.56",".314","57.7%","35.2%","15.0%","","6.75","6.51","5.06","4.64","-0.1","21023","661309"
"Chris Bassitt","TOR","3","2","0","6","6","33.0","7.64","4.36","1.64",".213","67.4%","38.7%","16.7%","92.7","5.18","5.91","5.78","5.14","-0.1","12304","605135"
"Jace Peterson","OAK","0","0","0","1","0","1.0","9.00","18.00","9.00",".333","76.9%","0.0%","33.3%","58.1","18.00","8.56","20.38","12.14","-0.1","12325","607054"
"Tim Hill","SDP","1","0","0","14","0","13.0","6.92","2.08","1.38",".366","89.1%","62.8%","22.2%","91.4","3.46","4.15","5.23","4.33","-0.1","16814","657612"
"Anthony Bass","TOR","0","0","0","10","0","9.0","7.00","4.00","2.00",".333","60.6%","40.6%","20.0%","93.9","7.00","6.03","6.05","4.92","-0.1","7982","542914"
"Austin Warren","LAA","1","0","0","2","0","1.2","10.80","0.00","5.40",".333","100.0%","0.0%","33.3%","","5.40","4.48","8.78","3.84","-0.1","24937","681810"
"Jhoan Duran","MIN","0","1","6","12","0","10.2","11.81","5.06","1.69",".158","97.6%","60.0%","33.3%","101.7","2.53","2.42","4.88","3.34","-0.1","21029","661395"
"Chad Smith","OAK","1","1","0","8","0","10.0","5.40","4.50","0.90",".323","64.1%","56.3%","9.1%","","6.30","4.79","5.28","5.73","-0.1","20190","663385"
"Scott McGough","ARI","0","2","1","14","0","13.2","9.22","2.63","1.98",".156","76.9%","61.8%","30.0%","94.0","3.95","3.84","5.07","3.37","-0.1","12056","543518"
"Carlos Perez","OAK","0","0","0","2","0","1.2","0.00","10.80","5.40",".429","87.0%","12.5%","25.0%","65.2","10.80","18.98","14.78","10.79","-0.1","10642","542208"
"Steven Okert","MIA","0","0","0","5","0","4.1","10.38","8.31","2.08",".000","55.6%","37.5%","20.0%","93.5","6.23","4.18","6.85","5.67","-0.1","13580","595345"
"Dauri Moreta","PIT","1","0","1","11","0","11.2","12.34","7.71","1.54",".250","85.5%","30.8%","16.7%","94.5","3.86","6.03","5.44","4.84","-0.1","21101","664294"
"Tyler Alexander","DET","0","0","0","8","0","15.1","8.80","1.17","2.35",".275","70.2%","27.3%","18.2%","89.7","5.28","5.09","5.21","4.09","-0.1","17735","641302"
"Dylan Coleman","KCR","0","0","0","5","0","5.0","9.00","12.60","1.80",".375","31.7%","41.2%","16.7%","94.3","18.00","7.61","8.18","7.49","-0.1","22276","669395"
"Derek Law","CIN","0","4","1","13","0","13.0","10.38","4.85","2.08",".333","78.7%","35.1%","21.4%","96.4","4.15","7.24","5.69","4.40","-0.1","13133","571882"
"Dinelson Lamet","COL","1","1","0","11","0","10.1","11.32","7.84","1.74",".414","39.6%","45.2%","18.2%","95.2","12.19","4.60","6.00","5.17","-0.1","17186","659275"
"Jonathan Loaisiga","NYY","0","0","0","3","0","3.1","2.70","0.00","2.70",".100","100.0%","63.6%","33.3%","97.2","2.70","5.29","7.58","5.11","-0.1","19753","642528"
"Jon Gray","TEX","1","1","0","5","5","25.1","6.04","4.62","1.42",".243","78.9%","44.4%","16.0%","95.3","3.91","5.91","5.87","5.38","-0.1","14916","592351"
"Austin Gomber","COL","2","4","0","6","6","27.1","6.26","4.61","1.98",".299","61.2%","37.4%","17.1%","91.0","7.57","8.05","6.38","5.56","-0.1","16561","596295"
"Brent Honeywell","SDP","2","0","0","11","0","16.1","8.82","3.86","1.65",".214","94.6%","56.8%","18.8%","95.1","2.76","4.12","5.10","4.26","-0.1","16466","641703"
"Dennis Santana","NYM","1","0","0","7","0","7.2","11.74","5.87","2.35",".278","65.2%","30.0%","20.0%","95.3","7.04","5.26","6.12","4.80","-0.1","17878","642701"
"Zach Davies","ARI","0","0","0","2","2","9.1","6.75","5.79","1.93",".259","73.8%","42.9%","20.0%","","5.79","8.20","6.60","5.51","-0.1","13183","605200"
"Reiver Sanmartin","CIN","1","0","0","11","0","11.1","7.94","5.56","1.59",".219","75.8%","58.8%","25.0%","90.9","3.18","3.74","5.77","4.59","-0.1","19754","665665"
"Hayden Wesneski","CHC","2","1","0","5","5","22.1","6.04","3.22","2.01",".292","70.4%","33.8%","17.2%","94.3","5.24","6.34","6.03","5.17","-0.1","27581","669713"
"Colin Poche","TBR","2","0","0","12","0","10.1","3.48","6.10","0.87",".200","89.0%","30.6%","5.3%","92.6","1.74","3.71","6.19","7.85","-0.1","19403","621363"
"Hogan Harris","OAK","0","0","0","1","0","0.1","0.00","135.00","0.00",".500","14.3%","50.0%","0.0%","93.0","162.00","31.34","57.38","57.38","-0.1","21520","663687"
"Daniel Castano","MIA","0","0","0","1","0","1.0","18.00","9.00","18.00",".000","0.0%","0.0%","66.7%","90.8","27.00","32.17","28.38","7.14","-0.1","19805","641447"
"Ryan Yarbrough","KCR","0","3","0","8","1","17.0","3.71","2.12","1.06",".298","63.5%","36.8%","8.3%","87.8","6.35","6.07","5.68","6.39","-0.1","16502","642232"
"Alek Manoah","TOR","1","1","0","6","6","31.1","8.04","5.74","1.44",".292","78.7%","39.8%","13.5%","93.2","4.88","6.89","5.87","5.67","-0.1","26410","666201"
"Sean Nolin","MIA","0","0","0","1","0","3.0","6.00","6.00","6.00",".417","48.4%","35.7%","28.6%","90.8","18.00","14.91","12.72","7.75","-0.1","11341","543594"
"Carlos Vargas","ARI","0","0","0","5","0","4.2","13.50","7.71","3.86",".375","97.2%","40.0%","66.7%","99.5","5.79","10.27","9.17","4.62","-0.1","22915","672841"
"Jordan Lyles","KCR","0","5","0","6","6","35.1","6.88","3.06","2.29",".255","62.1%","25.7%","14.3%","90.9","6.11","6.03","6.19","5.70","-0.1","7593","543475"
"Louie Varland","MIN","0","0","0","1","1","6.0","12.00","1.50","4.50",".231","100.0%","50.0%","100.0%","96.0","4.50","4.79","7.72","2.01","-0.1","27691","686973"
"Greg Weissert","NYY","0","0","0","4","0","4.1","6.23","8.31","2.08",".273","100.0%","58.3%","33.3%","93.4","2.08","8.99","8.46","6.56","-0.1","20375","669711"
"Luis Medina","OAK","0","1","0","1","1","5.0","10.80","5.40","3.60",".375","36.6%","50.0%","40.0%","95.9","12.60","6.22","7.98","4.37","-0.1","21649","665622"
"Logan Gillaspie","BAL","0","1","0","8","0","5.0","9.00","5.40","1.80",".438","66.0%","41.2%","25.0%","96.4","7.20","5.91","6.38","5.05","-0.1","22461","670810"
"Tyler Anderson","LAA","1","0","0","5","5","26.2","6.08","3.71","2.03",".301","73.0%","35.2%","14.6%","90.0","5.74","5.58","6.42","5.93","-0.1","12880","542881"
"Jovani Moran","MIN","0","1","0","9","0","11.2","10.80","6.94","1.54",".323","65.9%","45.5%","15.4%","92.9","6.17","3.35","5.53","5.06","-0.1","20422","663558"
"McKinley Moore","PHI","0","0","0","3","0","3.1","5.40","13.50","2.70",".364","47.2%","41.7%","20.0%","97.8","18.90","6.30","12.38","10.86","-0.1","25663","686842"
"Jake Diekman","CHW","0","1","0","13","0","11.1","8.74","10.32","0.79",".303","44.2%","47.1%","8.3%","95.2","7.94","5.84","6.03","6.56","-0.1","5003","518617"
"Domingo Acevedo","OAK","0","0","0","8","0","8.1","7.56","2.16","2.16",".400","49.3%","18.8%","14.3%","93.2","10.80","8.30","5.90","5.45","-0.1","17092","642758"
"Tristan Beck","SFG","0","0","0","3","0","7.2","8.22","3.52","2.35",".417","73.8%","46.2%","25.0%","94.6","7.04","4.24","6.12","4.39","-0.1","21584","663941"
"Connor Overton","CIN","0","1","0","3","3","11.0","7.36","5.73","2.45",".444","55.0%","38.5%","18.8%","91.7","11.45","6.63","7.20","5.96","-0.1","18376","656818"
"Javy Guerra","MIL","0","0","0","8","0","8.1","5.40","9.72","1.08",".321","66.3%","32.1%","7.7%","98.4","8.64","7.61","7.70","8.62","-0.2","17292","642770"
"Scott Barlow","KCR","0","2","4","10","0","10.1","11.32","6.10","1.74",".346","65.8%","46.4%","22.2%","92.5","6.10","4.51","5.42","4.28","-0.2","14993","605130"
"Wil Crowe","PIT","0","1","1","5","0","9.2","8.38","8.38","0.93",".296","73.9%","37.0%","33.3%","94.0","4.66","10.27","5.97","5.12","-0.2","19800","640444"
"Blake Snell","SDP","0","4","0","5","5","23.0","10.17","7.04","1.96",".333","77.8%","33.8%","20.0%","95.0","5.48","7.02","6.30","5.19","-0.2","13543","605483"
"Jose Butto","NYM","0","1","0","2","2","9.2","2.79","9.31","0.93",".242","90.9%","57.6%","12.5%","94.0","2.79","6.63","7.21","7.18","-0.2","23313","676130"
"Jimmy Herget","LAA","0","2","0","8","0","8.2","5.19","2.08","2.08",".286","68.6%","43.3%","20.0%","93.1","6.23","5.43","6.27","5.10","-0.2","17556","623474"
"Tanner Scott","MIA","2","1","2","12","0","12.0","9.00","4.50","1.50",".214","65.6%","50.0%","18.2%","95.3","5.25","3.76","5.30","4.59","-0.2","17586","656945"
"Dean Kremer","BAL","2","1","0","6","6","29.2","7.58","2.73","2.12",".348","68.9%","36.5%","18.4%","95.3","6.67","7.11","5.88","4.84","-0.2","19350","665152"
"Luke Weaver","CIN","0","1","0","2","2","11.2","12.34","3.09","3.86",".280","70.0%","36.7%","31.3%","94.1","7.71","5.69","7.50","4.10","-0.2","16918","596133"
"Tylor Megill","NYM","3","1","0","5","5","25.0","6.84","4.32","1.80",".274","87.1%","40.3%","15.6%","94.7","3.96","6.55","6.02","5.45","-0.2","21318","656731"
"Domingo Tapia","SDP","0","0","0","7","0","8.1","9.72","6.48","2.16",".286","90.2%","43.5%","22.2%","97.4","4.32","5.36","6.86","5.46","-0.2","12178","593619"
"Cole Sulser","ARI","0","0","0","3","0","4.1","8.31","6.23","4.15",".111","93.8%","36.4%","40.0%","93.2","6.23","9.67","9.61","5.44","-0.2","15256","642121"
"Kaleb Ort","BOS","1","0","0","12","0","12.1","8.76","4.38","2.19",".325","58.5%","29.3%","12.5%","96.3","7.30","4.73","6.30","6.23","-0.2","20061","672391"
"Matthew Festa","SEA","0","0","0","3","0","3.1","13.50","16.20","2.70",".286","65.8%","37.5%","25.0%","91.8","10.80","10.84","9.68","7.69","-0.2","19330","670036"
"Steven Wilson","SDP","1","0","0","14","0","15.0","9.60","5.40","1.80",".182","72.5%","33.3%","15.8%","94.7","4.80","4.66","5.65","5.06","-0.2","20353","621051"
"Brooks Raley","NYM","1","0","0","14","0","11.1","8.74","0.79","2.38",".258","83.3%","32.4%","18.8%","90.9","4.76","4.21","5.94","4.74","-0.2","10061","548384"
"Yunior Marte","PHI","0","0","0","4","0","3.0","15.00","12.00","6.00",".500","55.6%","40.0%","66.7%","97.9","18.00","12.91","12.72","5.64","-0.2","14416","628708"
"Jalen Beeks","TBR","0","2","0","10","2","13.1","5.40","5.40","1.35",".220","52.3%","54.8%","11.8%","94.8","7.43","3.14","6.16","6.23","-0.2","17192","656222"
"Lucas Luetge","ATL","1","0","0","5","0","6.2","8.10","5.40","2.70",".300","65.2%","54.5%","40.0%","87.5","8.10","5.65","7.28","4.57","-0.2","8337","476595"
"Diego Castillo","SEA","0","0","0","8","0","8.2","7.27","7.27","2.08",".208","73.8%","53.8%","18.2%","94.2","6.23","5.09","7.54","6.55","-0.2","17496","650895"
"Jimmy Lambert","CHW","1","1","0","14","0","13.0","13.15","5.54","2.77",".375","61.9%","34.3%","23.5%","94.5","6.92","4.15","6.54","4.61","-0.2","19541","669424"
"Joe Musgrove","SDP","1","0","0","2","2","8.1","9.72","1.08","4.32",".375","53.2%","50.0%","44.4%","93.4","10.80","3.82","8.18","3.66","-0.2","12970","605397"
"Brad Boxberger","CHC","0","0","2","11","0","10.0","8.10","5.40","1.80",".174","88.2%","48.0%","22.2%","92.3","3.60","4.21","6.28","5.11","-0.2","10133","502202"
"Kendall Graveman","CHW","1","2","0","12","0","11.1","9.53","3.97","2.38",".250","70.3%","38.7%","18.8%","96.4","5.56","3.98","6.56","5.36","-0.2","15514","608665"
"Peter Solomon","ARI","0","0","0","5","0","13.1","4.05","7.43","1.35",".319","42.0%","38.8%","11.8%","93.3","12.15","9.43","7.13","7.21","-0.2","20476","656981"
"Andre Jackson","LAD","0","0","1","5","0","11.1","7.94","1.59","3.97",".333","75.0%","34.1%","29.4%","95.0","7.94","7.29","7.88","4.53","-0.2","21298","656578"
"Andre Pallante","STL","1","0","0","8","0","8.1","7.56","4.32","2.16",".357","68.2%","66.7%","50.0%","95.8","7.56","5.65","6.26","3.90","-0.2","26108","669467"
"Drey Jameson","ARI","2","1","1","6","3","17.0","8.47","6.35","1.59",".250","87.2%","44.7%","15.8%","97.6","3.71","6.47","5.91","5.39","-0.2","26260","686753"
"Chad Kuhl","WSN","0","2","0","5","5","22.0","7.36","6.55","2.05",".328","56.8%","28.2%","13.9%","92.9","9.41","8.05","7.02","6.66","-0.2","14975","641771"
"Johnny Cueto","MIA","0","1","0","1","1","1.0","0.00","9.00","18.00",".250","0.0%","0.0%","40.0%","90.4","36.00","41.52","32.38","14.31","-0.2","6893","456501"
"Matt Manning","DET","1","1","0","2","2","11.2","5.40","2.31","3.09",".235","95.7%","34.2%","18.2%","93.2","4.63","5.58","7.41","5.95","-0.2","20369","666159"
"Corey Kluber","BOS","1","4","0","5","5","24.0","7.50","3.00","2.63",".246","66.1%","31.6%","17.5%","88.6","6.75","5.22","6.76","5.61","-0.3","2429","446372"
"Garrett Hill","DET","0","0","1","5","0","7.0","9.00","6.43","2.57",".250","21.7%","36.4%","16.7%","94.7","10.29","3.74","7.24","6.24","-0.3","25097","682051"
"Colten Brewer","NYY","0","0","0","3","0","8.1","4.32","3.24","3.24",".130","100.0%","61.5%","30.0%","","4.32","5.43","8.54","5.77","-0.3","12997","605155"
"Kyle Finnegan","WSN","0","1","5","11","0","10.0","8.10","4.50","2.70",".308","59.3%","34.5%","27.3%","97.3","7.20","10.84","6.98","4.83","-0.3","15009","640448"
"Adam Oller","OAK","1","0","0","8","1","19.0","5.21","4.26","1.89",".324","55.9%","30.6%","11.4%","93.9","8.53","7.20","6.54","6.73","-0.3","20132","670124"
"Andrew Nardi","MIA","2","1","0","14","0","12.1","9.49","3.65","2.92",".233","78.9%","41.2%","25.0%","94.2","5.84","3.14","6.95","4.79","-0.3","25942","677053"
"Carlos Carrasco","NYM","0","2","0","3","3","13.2","5.27","5.27","1.98",".256","57.7%","41.3%","16.7%","91.9","8.56","7.71","7.48","6.72","-0.3","6632","471911"
"Devin Smeltzer","MIA","0","1","0","5","1","12.0","6.00","3.00","3.00",".350","70.7%","34.1%","20.0%","89.6","6.75","7.56","7.88","6.19","-0.3","19487","656970"
"Chris Flexen","SEA","0","4","0","6","4","23.1","6.17","4.63","1.93",".367","64.1%","43.4%","18.5%","92.2","8.10","6.67","6.34","5.39","-0.3","13896","623167"
"Nick Sandlin","CLE","1","1","0","11","0","10.2","8.44","4.22","2.53",".192","56.8%","42.9%","20.0%","92.3","5.91","5.26","6.57","5.14","-0.3","20517","680704"
"Jose Suarez","LAA","1","1","0","5","5","21.2","7.48","4.98","2.91",".353","69.3%","32.4%","18.4%","92.7","7.89","7.33","7.58","6.16","-0.3","19911","660761"
"James Karinchak","CLE","0","3","0","15","0","14.0","11.57","3.86","2.57",".200","72.6%","33.3%","23.5%","95.6","5.79","4.39","6.24","4.45","-0.3","20151","675916"
"Adam Cimber","TOR","0","0","1","11","0","10.0","5.40","3.60","2.70",".172","90.9%","37.5%","25.0%","84.7","4.50","6.55","7.58","5.59","-0.3","15288","643256"
"Taylor Rogers","SFG","0","2","1","12","0","9.0","7.00","7.00","2.00",".240","60.6%","44.4%","16.7%","","7.00","4.99","7.38","6.61","-0.3","13449","573124"
"Nabil Crismatt","SDP","0","1","0","6","0","10.0","7.20","4.50","2.70",".389","58.5%","48.7%","25.0%","89.2","10.80","4.86","7.48","5.49","-0.3","17732","622503"
"Chasen Shreve","DET","1","2","0","11","0","10.1","6.97","3.48","2.61",".324","60.8%","44.4%","21.4%","91.1","7.84","5.36","7.06","5.44","-0.3","10855","592741"
"Shintaro Fujinami","OAK","0","4","0","6","4","18.0","8.00","8.00","1.50",".345","39.7%","41.0%","12.5%","97.5","13.00","7.80","6.94","6.89","-0.3","31839","660261"
"Dany Jimenez","OAK","0","0","1","7","0","6.2","5.40","8.10","2.70",".111","83.3%","35.0%","18.2%","92.7","5.40","6.67","8.78","7.50","-0.4","21170","666204"
"Michael Kopech","CHW","0","3","0","5","5","25.2","9.47","5.61","2.81",".303","74.7%","37.0%","25.0%","96.2","7.01","9.78","7.44","5.36","-0.4","17282","656629"
"Mason Englert","DET","1","1","0","9","0","18.1","7.85","1.96","2.45",".208","69.2%","46.0%","25.0%","92.4","4.91","4.57","6.00","4.19","-0.4","22288","669438"
"Jake Woodford","STL","1","2","0","6","6","28.1","5.72","3.18","2.22",".322","79.1%","55.7%","25.9%","92.7","5.72","7.11","6.70","5.00","-0.4","18674","663765"
"Jeurys Familia","OAK","0","1","2","13","0","12.1","5.84","8.76","1.46",".263","58.6%","53.8%","16.7%","94.8","6.57","6.14","7.36","6.79","-0.4","5114","544727"
"James Kaprielian","OAK","0","2","0","6","3","16.0","10.13","7.88","2.81",".388","52.9%","25.9%","19.2%","93.1","12.94","7.90","8.38","6.90","-0.4","18331","621076"
"Ross Stripling","SFG","0","1","0","5","2","15.2","8.04","2.87","3.45",".304","73.9%","38.5%","37.5%","92.1","6.89","8.25","7.72","4.36","-0.4","13273","548389"
"Reynaldo Lopez","CHW","0","2","3","14","0","12.1","13.86","4.38","3.65",".370","64.3%","40.6%","33.3%","99.2","8.76","4.09","7.03","3.69","-0.4","16400","625643"
"Madison Bumgarner","ARI","0","3","0","4","4","16.2","5.40","8.10","2.16",".350","59.3%","37.5%","15.4%","89.6","10.26","8.66","8.18","7.54","-0.4","5524","518516"
"Jose Cisnero","DET","1","0","0","11","0","9.2","7.45","4.66","2.79",".231","93.2%","42.9%","23.1%","96.1","3.72","7.38","7.94","6.03","-0.4","6399","542585"
"Sean Manaea","SFG","0","1","0","6","4","18.1","10.31","5.40","2.95",".289","65.0%","31.4%","25.0%","94.1","7.85","8.20","7.64","5.46","-0.4","15873","640455"
"Trevor May","OAK","2","3","0","8","0","6.0","9.00","13.50","3.00",".400","61.7%","36.4%","22.2%","95.0","12.00","9.32","10.22","8.26","-0.4","6398","543507"
"Austin Voth","BAL","1","1","0","9","0","14.2","8.59","2.45","3.07",".268","84.6%","30.4%","20.8%","93.5","5.52","4.39","6.72","4.89","-0.5","15047","608723"
"Jakob Junis","SFG","2","1","0","7","0","16.1","9.37","3.31","2.76",".373","82.6%","44.4%","27.8%","94.7","6.06","5.87","6.38","4.15","-0.5","13619","596001"
"Jose Ruiz","- - -","0","0","0","11","0","11.2","7.71","3.09","3.86",".294","66.7%","30.8%","33.3%","96.0","9.26","9.61","9.04","5.51","-0.5","14552","614179"
