"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Mike Brosseau","MIL","18","37","2","3","7","0","13.5%","21.6%",".188",".318",".281",".378",".469",".378",".385","142","0.0","1.8","-0.3","0.3","19683"
"LaMonte Wade Jr.","SFG","7","23","1","4","5","0","17.4%","13.0%",".176",".357",".353",".478",".529",".440",".480","187","0.0","2.3","-0.3","0.3","18126"
"Kolten Wong","MIL","31","121","2","18","11","6","7.4%","19.8%",".150",".286",".243",".306",".393",".308",".254","96","2.1","1.6","-2.9","0.3","12532"
"Jorge Alfaro","SDP","18","62","2","5","8","1","4.8%","40.3%",".143",".387",".250",".290",".393",".300",".291","96","0.3","0.0","0.7","0.3","12180"
"Andrew Knizner","STL","18","56","1","3","6","0","12.5%","26.8%",".125",".313",".229",".339",".354",".319",".347","108","-0.2","0.4","0.4","0.3","19514"
"Brett Phillips","TBR","23","66","2","4","6","3","7.6%","42.4%",".100",".233",".150",".215",".250",".215",".243","45","0.3","-3.6","4.2","0.3","14735"
"Royce Lewis","MIN","8","29","1","2","4","0","0.0%","13.8%",".172",".333",".310",".310",".483",".348",".337","134","0.0","1.0","0.7","0.3","20437"
"Luis Barrera","OAK","6","15","1","1","4","1","20.0%","13.3%",".273",".333",".364",".467",".636",".460",".371","218","0.2","2.1","0.1","0.3","19615"
"Kevin Smith","OAK","26","83","1","5","9","2","3.6%","26.5%",".141",".255",".192",".222",".333",".245",".278","65","0.1","-3.1","3.0","0.3","20242"
"Ketel Marte","ARI","33","136","2","14","9","2","9.6%","21.3%",".167",".267",".217",".301",".383",".306",".304","94","0.2","-0.7","-1.3","0.3","13613"
"Luis Gonzalez","SFG","20","69","1","10","12","3","8.7%","14.5%",".102",".373",".339",".391",".441",".365",".328","138","0.4","3.5","-3.3","0.3","20332"
"Jose Iglesias","COL","28","107","0","13","11","0","4.7%","10.3%",".081",".352",".313",".364",".394",".342",".284","106","-1.1","-0.3","-0.8","0.3","10231"
"Dylan Moore","SEA","17","36","1","4","3","2","13.9%","22.2%",".172",".200",".172",".314",".345",".304",".428","108","0.6","0.9","0.4","0.3","18042"
"Thairo Estrada","SFG","32","129","2","21","18","5","3.9%","13.2%",".108",".260",".242",".271",".350",".274",".280","78","1.9","-1.3","-0.5","0.3","16426"
"Nick Gordon","MIN","26","64","0","8","1","1","4.7%","32.8%",".066",".400",".262",".297",".328",".280",".294","86","0.1","-0.9","1.3","0.3","16337"
"Colin Moran","CIN","26","88","4","8","21","0","10.2%","20.5%",".184",".211",".211",".284",".395",".299",".340","86","-0.3","-1.7","1.1","0.3","16909"
"Javier Baez","DET","25","103","2","7","11","0","4.9%","24.3%",".112",".268",".214",".252",".327",".259",".278","71","-0.7","-3.9","3.0","0.3","12979"
"Tucupita Marcano","PIT","1","2","0","1","0","0","0.0%","50.0%",".500","1.000",".500",".500","1.000",".643",".233","318","0.1","0.6","1.5","0.2","22871"
"Mitch Garver","TEX","22","89","3","7","8","0","11.2%","22.5%",".141",".232",".205",".292",".346",".289",".299","93","0.5","-0.1","-0.6","0.2","15161"
"Cam Gallagher","KCR","8","18","0","1","2","0","5.6%","22.2%",".125",".417",".313",".353",".438",".350",".223","134","0.1","0.7","0.8","0.2","12981"
"Alejandro Kirk","TOR","30","104","1","6","5","0","10.6%","10.6%",".055",".272",".253",".327",".308",".287",".308","87","-1.1","-2.6","1.3","0.2","22581"
"Joe Dunand","MIA","1","4","1","2","1","0","0.0%","25.0%","1.000",".500",".500",".500","1.500",".855",".237","460","0.0","1.7","0.2","0.2","19727"
"Taylor Walls","TBR","29","94","1","9","3","5","13.8%","27.7%",".100",".264",".188",".309",".288",".280",".286","91","-0.1","-1.0","0.0","0.2","22458"
"Hunter Dozier","KCR","29","112","3","14","8","1","5.4%","23.2%",".181",".342",".276",".321",".457",".343",".320","128","-1.7","1.7","-3.3","0.2","15117"
"Ryan McKenna","BAL","19","27","0","4","2","0","11.1%","40.7%",".091",".417",".227",".333",".318",".284",".181","86","0.9","0.5","0.6","0.2","19928"
"Marwin Gonzalez","NYY","15","27","0","5","3","0","7.4%","37.0%",".125",".333",".208",".259",".333",".261",".251","73","0.1","-0.7","1.8","0.2","5497"
"Curt Casali","SFG","15","48","1","4","5","0","10.4%","31.3%",".116",".370",".256",".333",".372",".320",".331","108","-0.5","-0.1","0.5","0.2","12510"
"Josh Lowe","TBR","19","71","1","9","6","1","8.5%","38.0%",".156",".306",".188",".257",".344",".263",".251","79","0.8","-0.9","0.5","0.2","19953"
"Victor Robles","WSN","31","99","0","11","12","0","5.1%","30.3%",".070",".351",".233",".287",".302",".268",".228","70","1.1","-2.4","1.0","0.2","18363"
"Yadier Molina","STL","20","72","1","7","2","1","0.0%","12.5%",".083",".258",".236",".236",".319",".245",".239","60","-1.0","-4.4","3.9","0.2","7007"
"Andrew Vaughn","CHW","17","64","4","5","12","0","7.8%","17.2%",".263",".286",".281",".359",".544",".396",".430","169","0.1","4.9","-5.1","0.2","26197"
"David Peralta","ARI","31","113","4","7","11","0","12.4%","20.4%",".175",".222",".206",".301",".381",".299",".331","89","-0.1","-1.5","-0.4","0.2","2136"
"Travis Jankowski","NYM","23","35","0","9","1","3","11.4%","5.7%",".000",".310",".290",".371",".290",".310",".273","105","0.2","0.3","0.3","0.2","13768"
"Chad Pinder","OAK","24","91","3","8","11","1","1.1%","40.7%",".135",".360",".236",".242",".371",".268",".245","81","0.3","-1.5","0.4","0.2","15191"
"Tyler Wade","LAA","29","79","0","9","5","3","6.3%","19.0%",".058",".333",".261",".320",".319",".292",".255","93","-0.8","-1.4","0.6","0.2","15730"
"Tyler Naquin","CIN","27","107","2","12","19","2","6.5%","29.0%",".184",".354",".255",".311",".439",".331",".332","108","0.4","1.4","-3.2","0.2","13359"
"Alfonso Rivas III","CHC","18","50","2","6","10","0","16.0%","28.0%",".167",".346",".262",".380",".429",".359",".311","130","-0.6","1.2","-1.1","0.2","21560"
"Yoan Moncada","CHW","5","24","2","3","4","0","8.3%","25.0%",".286",".308",".286",".375",".571",".415",".433","183","0.0","2.1","-1.2","0.2","17232"
"Francisco Mejia","TBR","13","38","2","7","11","0","0.0%","23.7%",".216",".370",".324",".316",".541",".369",".316","154","0.2","2.4","-1.9","0.2","16403"
"Aledmys Diaz","HOU","23","79","2","6","9","0","6.3%","17.7%",".096",".228",".205",".266",".301",".259",".313","73","-0.2","-2.4","1.5","0.2","15937"
"Luis Rengifo","LAA","6","17","0","3","0","0","5.9%","17.6%",".071",".364",".286",".375",".357",".337",".252","126","0.0","0.5","0.6","0.2","19858"
"Matt Reynolds","- - -","15","39","0","3","1","1","20.5%","28.2%",".065",".450",".290",".436",".355",".369",".349","132","0.0","1.5","-1.2","0.2","13788"
"Rob Refsnyder","BOS","3","6","0","0","1","0","16.7%","0.0%",".400",".400",".400",".500",".800",".545",".297","270","0.0","1.1","0.3","0.2","13770"
"Amed Rosario","CLE","28","121","0","13","8","1","6.6%","13.2%",".053",".278",".239",".289",".292",".265",".326","74","0.5","-2.8","0.5","0.2","15518"
"Aaron Hicks","NYY","29","104","1","12","6","5","18.3%","21.2%",".048",".279",".217",".359",".265",".297",".324","98","0.2","0.0","-1.9","0.2","5297"
"Jake Marisnick","PIT","22","52","0","5","1","1","3.8%","25.0%",".041",".222",".163",".196",".204",".183",".251","16","0.1","-5.0","4.7","0.2","11339"
"Garrett Hampson","COL","10","28","1","5","4","1","14.3%","28.6%",".174",".214",".174",".296",".348",".296",".264","76","-0.3","-1.1","1.6","0.2","19262"
"Garrett Stubbs","PHI","7","18","0","0","1","0","5.6%","22.2%",".176",".385",".294",".333",".471",".350",".337","124","0.1","0.6","0.2","0.2","18067"
"Austin Hedges","CLE","25","86","3","8","7","1","7.0%","25.6%",".117",".192",".169",".238",".286",".241",".259","57","-0.6","-4.5","3.2","0.2","12976"
"Mike Zunino","TBR","23","78","3","5","10","0","6.4%","35.9%",".153",".190",".153",".205",".306",".228",".279","54","0.2","-3.7","2.6","0.2","13265"
"Edwin Rios","LAD","14","38","3","6","9","0","2.6%","42.1%",".270",".389",".270",".289",".541",".362",".329","135","-0.4","1.2","-1.0","0.1","18316"
"Joc Pederson","SFG","26","88","6","12","12","1","6.8%","21.6%",".253",".232",".241",".295",".494",".342",".423","123","-1.1","1.2","-2.7","0.1","11899"
"Cesar Hernandez","WSN","35","158","0","19","7","2","4.4%","20.3%",".047",".345",".270",".312",".318",".286",".315","81","-0.7","-4.2","0.3","0.1","10556"
"Adolis Garcia","TEX","31","130","4","18","18","4","6.2%","30.8%",".169",".250",".195",".254",".364",".271",".326","80","1.7","-1.1","-1.7","0.1","19287"
"Jose Trevino","NYY","20","48","0","6","3","1","6.3%","12.5%",".022",".205",".178",".229",".200",".201",".314","30","0.3","-3.4","3.2","0.1","16725"
"Salvador Perez","KCR","31","130","6","13","14","0","3.1%","25.4%",".210",".235",".210",".246",".419",".290",".283","90","0.3","-1.0","-1.8","0.1","7304"
"Didi Gregorius","PHI","18","65","0","7","7","0","4.6%","15.4%",".068",".340",".288",".338",".356",".313",".271","99","0.8","0.8","-1.6","0.1","6012"
"Nick Solak","TEX","25","72","2","11","3","3","6.9%","20.8%",".109",".255",".219",".306",".328",".292",".333","95","0.7","0.4","-1.4","0.1","19294"
"Jake Burger","CHW","21","77","2","6","7","0","5.2%","35.1%",".113",".349",".239",".276",".352",".280",".268","86","-0.3","-1.4","0.2","0.1","22275"
"Gary Sanchez","MIN","23","95","2","7","12","1","6.3%","29.5%",".176",".291",".212",".295",".388",".307",".317","105","-1.9","-1.4","-0.4","0.1","11442"
"Joey Gallo","NYY","30","100","4","9","5","0","14.0%","36.0%",".151",".283",".198",".310",".349",".303",".372","103","0.4","0.7","-2.6","0.1","14128"
"Adalberto Mondesi","KCR","15","54","0","3","3","5","7.4%","37.0%",".000",".233",".140",".204",".140",".168",".227","3","1.1","-4.6","4.1","0.1","13769"
"Yuli Gurriel","HOU","29","116","1","10","8","2","4.3%","15.5%",".147",".267",".229",".276",".376",".290",".253","95","-0.4","-1.0","-1.5","0.1","19198"
"Jarred Kelenic","SEA","30","96","3","10","10","4","9.4%","37.5%",".151",".188",".140",".219",".291",".232",".254","56","0.2","-4.4","2.6","0.1","22558"
"Albert Almora Jr.","CIN","7","23","0","4","1","1","4.3%","26.1%",".091",".438",".318",".348",".409",".337",".282","111","0.2","0.5","0.0","0.1","14109"
"Kevin Kiermaier","TBR","29","88","3","11","8","2","5.7%","30.7%",".159",".212",".171",".227",".329",".250",".286","70","1.5","-1.4","-0.3","0.1","11038"
"Jack Suwinski","PIT","16","56","2","7","5","0","7.1%","21.4%",".157",".216",".196",".268",".353",".281",".295","80","0.2","-1.1","0.4","0.1","22244"
"Avisail Garcia","MIA","29","115","2","8","7","3","2.6%","29.6%",".082",".284",".209",".243",".291",".242",".307","58","-0.1","-5.7","3.0","0.1","5760"
"Patrick Mazeika","NYM","1","3","1","1","1","0","0.0%","0.0%","1.000",".000",".333",".333","1.333",".710",".801","367","0.0","0.9","0.1","0.1","18142"
"Gosuke Katoh","TOR","8","11","0","2","0","0","27.3%","9.1%",".143",".167",".143",".400",".286",".337",".361","122","0.2","0.5","0.3","0.1","15697"
"Bobby Witt Jr.","KCR","30","122","2","13","13","5","2.5%","24.6%",".136",".267",".212",".238",".347",".258",".239","68","0.2","-4.1","1.2","0.1","25764"
"Bryan Reynolds","PIT","30","128","4","11","6","1","11.7%","23.4%",".152",".256",".214",".313",".366",".309",".337","99","0.2","0.0","-3.2","0.1","19326"
"Zack Collins","TOR","18","63","3","5","9","0","6.3%","39.7%",".207",".300",".207",".270",".414",".304",".285","99","0.1","0.0","-1.0","0.1","19181"
"Tony Kemp","OAK","34","132","1","12","5","3","9.8%","14.4%",".060",".245",".216",".295",".276",".265",".269","79","0.5","-2.5","-0.8","0.1","14894"
"Adam Duvall","ATL","33","128","2","14","15","0","7.0%","32.0%",".104",".284",".200",".266",".304",".259",".293","63","1.1","-4.5","1.1","0.1","10950"
"Tyler Heineman","TOR","10","16","0","2","1","0","0.0%","25.0%",".133",".364",".267",".267",".400",".291",".210","90","0.1","-0.1","0.4","0.1","13897"
"Luke Williams","SFG","8","12","0","1","3","0","0.0%","33.3%",".083",".375",".250",".250",".333",".257",".212","67","0.2","-0.3","0.7","0.1","19931"
"Jarren Duran","BOS","1","5","0","1","0","0","0.0%","20.0%",".500",".333",".250",".400",".750",".473",".266","219","0.0","0.6","0.0","0.1","24617"
"Yan Gomes","CHC","17","55","2","5","4","0","3.6%","16.4%",".151",".238",".226",".255",".377",".280",".300","78","0.2","-1.3","0.2","0.1","9627"
"Brad Miller","TEX","27","81","5","8","17","4","4.9%","23.5%",".211",".226",".224",".259",".434",".303",".318","103","1.1","1.4","-3.3","0.1","12775"
"Jorge Soler","MIA","33","142","6","11","15","0","11.3%","26.8%",".185",".213",".185",".284",".371",".294",".347","92","-0.6","-1.9","-2.1","0.1","14221"
"Dustin Garneau","DET","8","11","0","1","1","0","9.1%","36.4%",".100",".500",".300",".364",".400",".343",".361","130","0.0","0.3","0.0","0.1","9433"
"Gavin Sheets","CHW","25","88","4","7","10","0","5.7%","21.6%",".183",".254",".232",".284",".415",".311",".304","108","-0.1","0.7","-2.8","0.1","19901"
"Sam Hilliard","COL","23","74","2","7","10","2","14.9%","24.3%",".164",".209",".180",".297",".344",".290",".345","73","0.5","-1.8","0.1","0.1","17954"
"Mauricio Dubon","SFG","21","49","2","10","8","0","2.0%","8.2%",".152",".214",".239",".245",".391",".274",".299","78","-0.2","-1.5","0.6","0.1","16530"
"Jose Azocar","SDP","26","39","0","1","3","2","10.3%","35.9%",".029",".333",".206",".282",".235",".242",".272","58","-0.7","-2.6","2.0","0.1","18821"
"Chad Wallach","LAA","5","16","1","3","4","0","6.3%","6.3%",".200",".154",".200",".250",".400",".289",".481","91","0.0","-0.2","0.3","0.1","17161"
"Miguel Rojas","MIA","29","106","1","9","6","1","3.8%","11.3%",".079",".216",".198",".236",".277",".227",".267","49","-0.7","-7.0","4.1","0.1","7802"
"Emmanuel Rivera","KCR","11","25","0","2","3","0","12.0%","20.0%",".091",".235",".182",".280",".273",".256",".385","67","0.0","-0.9","0.7","0.1","19890"
"Matt Davidson","ARI","5","13","1","1","1","0","23.1%","23.1%",".300",".000",".100",".308",".400",".324",".377","106","0.1","0.2","0.0","0.1","7226"
"Ernie Clement","CLE","20","58","0","7","3","0","6.9%","13.8%",".059",".233",".196",".281",".255",".252",".334","65","-0.4","-2.6","1.3","0.1","20352"
"Jaylin Davis","BOS","2","4","0","0","0","0","0.0%","50.0%",".000","1.000",".500",".500",".500",".448",".225","201","0.0","0.4","0.0","0.1","19552"
"Stephen Piscotty","OAK","14","47","1","4","3","2","12.8%","25.5%",".100",".296",".225",".340",".325",".302",".349","105","0.3","0.5","-1.6","0.0","13367"
"Rene Pinto","TBR","5","15","1","1","2","0","0.0%","40.0%",".200",".250",".200",".200",".400",".262",".241","78","0.0","-0.4","0.3","0.0","19859"
"Tyler Nevin","BAL","12","44","1","4","5","0","11.4%","20.5%",".081",".185",".162",".295",".243",".262",".294","71","-0.4","-1.8","0.8","0.0","17893"
"Ramon Laureano","OAK","9","35","0","5","1","1","14.3%","17.1%",".100",".208",".167",".286",".267",".261",".324","76","-0.2","-1.1","0.4","0.0","17128"
"Diego Castillo","PIT","27","91","2","8","7","1","3.3%","19.8%",".093",".269",".233",".264",".326",".264",".304","69","0.6","-2.7","0.0","0.0","19906"
"Josh Rojas","ARI","7","27","0","3","1","2","11.1%","14.8%",".000",".300",".250",".333",".250",".276",".326","75","0.4","-0.4","-0.1","0.0","19734"
"Elehuris Montero","COL","1","4","0","0","0","0","0.0%","50.0%",".000","1.000",".500",".500",".500",".448",".275","176","0.0","0.3","-0.1","0.0","20543"
"Darin Ruf","SFG","32","131","1","13","9","2","13.0%","22.9%",".054",".296",".223",".336",".277",".291",".330","89","0.4","-1.3","-2.7","0.0","9929"
"Jesus Sanchez","MIA","31","122","3","15","12","0","6.6%","27.9%",".143",".280",".214",".279",".357",".286",".307","87","-1.5","-3.3","-0.3","0.0","19913"
"Josh VanMeter","PIT","21","62","2","6","4","1","6.5%","27.4%",".155",".231",".190",".242",".345",".262",".273","68","0.7","-1.7","0.0","0.0","15170"
"Mitch Haniger","SEA","9","36","3","3","7","0","2.8%","25.0%",".286",".174",".200",".222",".486",".307",".399","110","-0.3","0.1","-0.9","0.0","14274"
"Gio Urshela","MIN","30","111","2","11","9","0","8.1%","12.6%",".081",".244",".232",".288",".313",".271",".346","79","-0.9","-3.4","0.1","0.0","10681"
"Christian Vazquez","BOS","24","82","1","7","8","0","6.1%","19.5%",".081",".271",".230",".280",".311",".266",".323","71","-1.5","-4.0","1.7","0.0","9774"
"Miguel Andujar","NYY","2","5","0","1","0","0","0.0%","0.0%",".000",".400",".400",".400",".400",".358",".201","142","0.0","0.2","-0.1","0.0","15878"
"Vinny Capra","TOR","5","7","0","1","0","0","28.6%","14.3%",".000",".250",".200",".429",".200",".326",".406","115","0.0","0.1","-0.1","0.0","25040"
"CJ Abrams","SDP","20","65","1","9","4","1","6.2%","21.5%",".091",".220",".182",".270",".273",".253",".277","65","0.1","-2.6","0.7","0.0","25768"
"Steven Duggar","SFG","12","39","0","2","4","4","5.1%","41.0%",".083",".333",".194",".231",".278",".226",".282","47","1.4","-1.0","0.0","0.0","17719"
"Lourdes Gurriel Jr.","TOR","34","134","2","13","12","2","4.5%","17.2%",".114",".260",".228",".276",".341",".276",".329","79","0.4","-2.6","-1.5","0.0","19238"
"Elvis Andrus","OAK","31","113","1","11","3","2","9.7%","15.0%",".079",".253",".218",".301",".297",".277",".314","87","1.1","-0.5","-3.0","0.0","8709"
"Sebastian Rivero","KCR","1","2","0","0","0","0","50.0%","0.0%",".000",".000",".000",".500",".000",".347",".857","131","0.0","0.1","0.1","0.0","21735"
"Jose Godoy","MIN","2","5","0","2","0","0","40.0%","40.0%",".000",".000",".000",".400",".000",".278",".319","84","0.1","0.0","0.0","0.0","15808"
"Kurt Suzuki","LAA","12","44","1","5","4","0","11.4%","22.7%",".103",".214",".179",".273",".282",".258",".232","70","-0.3","-1.8","0.6","0.0","8259"
"Donovan Walton","- - -","2","4","0","1","0","0","0.0%","25.0%",".250",".333",".250",".250",".500",".322",".126","110","0.0","0.0","0.0","0.0","19314"
"David Fletcher","LAA","14","41","0","2","2","0","7.3%","4.9%",".105",".167",".158",".220",".263",".219",".280","42","-0.1","-2.7","1.6","0.0","17992"
"Miguel Cabrera","DET","30","118","2","9","12","0","6.8%","26.3%",".102",".382",".287",".339",".389",".320",".317","114","-2.2","-0.5","-3.1","0.0","1744"
"Orlando Arcia","ATL","11","37","1","3","7","0","13.5%","18.9%",".161",".417",".355",".432",".516",".415",".477","165","-0.4","2.4","-3.4","0.0","13185"
"Sam Huff","TEX","3","10","0","0","1","0","0.0%","30.0%",".000",".429",".300",".300",".300",".269",".242","79","0.0","-0.2","0.1","0.0","22209"
"Tim Locastro","NYY","15","15","1","8","2","4","13.3%","26.7%",".231",".250",".231",".333",".462",".354",".331","139","0.8","1.4","-1.7","0.0","15124"
"Rodolfo Castro","PIT","3","10","0","1","0","0","0.0%","30.0%",".000",".429",".300",".300",".300",".269",".228","73","0.0","-0.3","0.1","0.0","21987"
"JT Riddle","CIN","2","4","0","0","0","0","0.0%","25.0%",".000",".333",".250",".250",".250",".224",".142","37","0.1","-0.2","0.2","0.0","17642"
"Wil Myers","SDP","19","77","1","7","10","0","5.2%","28.6%",".085",".300",".225",".260",".310",".253",".253","65","0.1","-3.0","0.5","0.0","10047"
"Richard Palacios","CLE","9","29","0","0","2","0","6.9%","13.8%",".037",".304",".259",".310",".296",".278",".296","84","-0.1","-0.6","-0.2","0.0","24589"
"Rylan Bannon","BAL","2","9","0","0","0","0","0.0%","22.2%",".000",".286",".222",".222",".222",".199",".153","26","0.0","-0.7","0.5","0.0","19768"
"Derek Hill","DET","15","48","0","4","2","0","4.2%","25.0%",".047",".313",".233",".261",".279",".242",".249","58","0.2","-2.0","0.5","0.0","16947"
"Keston Hiura","MIL","15","42","2","5","5","1","11.9%","47.6%",".162",".400",".216",".310",".378",".312",".315","99","0.5","0.4","-1.8","0.0","20003"
"Alex Jackson","MIL","3","7","0","0","0","0","0.0%","57.1%",".000",".667",".286",".286",".286",".256",".187","62","0.0","-0.3","0.1","0.0","17276"
"Luke Voit","SDP","17","72","2","10","7","1","16.7%","31.9%",".138",".265",".190",".333",".328",".308",".306","101","-1.2","-1.1","-1.3","0.0","14811"
"Albert Pujols","STL","16","51","2","7","5","0","11.8%","15.7%",".163",".212",".209",".333",".372",".324",".320","112","-1.2","-0.5","-1.2","0.0","1177"
"Matt Bush","TEX","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1246"
"Adam Ottavino","NYM","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1247"
"Oliver Perez","ARI","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1514"
"Sean Doolittle","WSN","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1581"
"Matt Moore","TEX","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1890"
"Zack Greinke","KCR","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","1943"
"Clayton Kershaw","LAD","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2036"
"Adam Wainwright","STL","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2233"
"Corey Kluber","TBR","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2429"
"Jhoulys Chacin","COL","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2608"
"Ross Detwiler","CIN","1","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","2859"
"Kenley Jansen","ATL","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3096"
"Max Scherzer","NYM","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3137"
"David Price","LAD","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3184"
"T.J. McFarland","STL","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3237"
"Joe Smith","MIN","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3281"
"Darren O'Day","ATL","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3321"
"Liam Hendriks","CHW","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","3548"
"Mark Melancon","ARI","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4264"
"Justin Wilson","CIN","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4301"
"Charlie Morton","ATL","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4676"
"Rich Hill","BOS","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","4806"
"Jake Diekman","BOS","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5003"
"Anthony Gose","CLE","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5097"
"Jeurys Familia","PHI","13","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5114"
"Jose Alvarez","SFG","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5358"
"Michael Pineda","DET","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5372"
"Pedro Baez","HOU","3","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5420"
"Jesse Chavez","- - -","10","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5448"
"Madison Bumgarner","ARI","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5524"
"Ryan Brasier","BOS","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","5615"
"David Phelps","TOR","14","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6316"
"Chris Archer","MIN","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6345"
"Jake Odorizzi","HOU","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6397"
"Trevor May","NYM","8","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6398"
"Steve Cishek","WSN","16","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6483"
"Alex Cobb","SFG","5","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6562"
"Carlos Carrasco","NYM","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6632"
"Craig Kimbrel","LAD","9","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6655"
"Alex Colome","COL","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6661"
"Martin Perez","TEX","6","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6902"
"Luis Garcia","SDP","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6984"
"Ian Kennedy","ARI","15","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","6986"
"Ryan Pressly","HOU","7","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7005"
"Daniel Bard","COL","12","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7115"
"Daniel Hudson","LAD","11","0","0","0","0","0","0.0%","0.0%",".000",".000",".000",".000",".000",".000","","","0.0","0.0","0.0","0.0","7146"
