"Name","Team","G","PA","HR","R","RBI","SB","BB%","K%","ISO","BABIP","AVG","OBP","SLG","wOBA","xwOBA","wRC+","BsR","Off","Def","WAR","playerid"
"Josh Naylor","CLE","20","77","5","10","22","0","3.9%","13.0%",".264",".345",".347",".377",".611",".428",".410","191","-1.3","6.3","0.5","1.0","18839"
"DJ LeMahieu","NYY","31","128","2","19","10","1","9.4%","13.3%",".132",".316",".281",".359",".412",".347",".370","134","-0.5","4.2","0.9","1.0","9874"
"Jorge Polanco","MIN","33","141","4","13","20","1","13.5%","23.4%",".165",".306",".248",".348",".413",".341",".381","129","0.0","4.4","0.3","1.0","13152"
"Jose Altuve","HOU","20","87","6","13","10","2","12.6%","17.2%",".250",".236",".250",".345",".500",".373",".380","155","-1.0","4.1","2.3","1.0","5417"
"Eugenio Suarez","SEA","33","140","6","17","18","0","12.1%","33.6%",".215",".279",".207",".314",".421",".330",".349","126","-0.4","3.5","1.1","1.0","12552"
"Josh Bell","WSN","34","143","4","23","21","0","11.9%","11.9%",".156",".366",".336",".426",".492",".407",".380","161","-3.5","6.7","-2.5","1.0","13145"
"Ha-seong Kim","SDP","28","104","4","17","15","1","12.5%","19.2%",".202",".231",".213",".327",".416",".334",".378","118","0.7","2.9","2.5","0.9","27506"
"Willson Contreras","CHC","27","117","4","20","10","0","12.0%","19.7%",".204",".338",".286",".402",".490",".397",".411","155","-0.6","6.9","-2.0","0.9","11609"
"Mookie Betts","LAD","30","140","6","28","15","3","11.4%","16.4%",".180",".255",".246",".336",".426",".341",".355","122","0.8","4.3","-0.2","0.9","13611"
"Jonah Heim","TEX","19","66","3","12","10","0","13.6%","9.1%",".228",".292",".298",".394",".526",".405",".365","176","-0.9","4.5","2.0","0.9","16930"
"J.D. Martinez","BOS","26","111","4","13","16","0","7.2%","26.1%",".228",".406",".317",".369",".545",".398",".404","165","0.1","7.9","-2.8","0.9","6184"
"Jean Segura","PHI","28","115","6","18","14","3","7.8%","14.8%",".200",".317",".305",".365",".505",".385",".381","146","0.7","6.9","-2.1","0.9","5933"
"Corey Seager","TEX","31","134","7","13","16","0","9.0%","17.2%",".182",".228",".231",".299",".413",".314",".383","111","0.3","1.8","2.4","0.9","13624"
"Christian Yelich","MIL","33","140","5","23","20","3","11.4%","23.6%",".208",".310",".258",".350",".467",".360",".408","130","1.6","6.5","-2.8","0.9","11477"
"Travis d'Arnaud","ATL","24","97","3","13","15","0","1.0%","24.7%",".161",".333",".269",".299",".430",".323",".321","105","-0.6","0.0","5.2","0.9","7739"
"Vladimir Guerrero Jr.","TOR","33","138","7","16","20","0","9.4%","18.8%",".207",".300",".281",".355",".488",".366",".379","143","-0.8","5.6","-1.7","0.9","19611"
"Austin Slater","SFG","27","67","2","11","10","2","20.9%","23.9%",".170",".343",".264",".418",".434",".386",".381","152","1.0","5.1","1.0","0.9","16153"
"Austin Riley","ATL","33","144","7","16","15","2","9.7%","25.7%",".238",".305",".254",".347",".492",".371",".410","137","0.2","6.3","-2.9","0.9","18360"
"Anthony Rizzo","NYY","32","137","9","19","23","3","10.9%","16.1%",".293",".212",".233",".350",".526",".381",".392","158","-0.5","8.1","-4.3","0.9","3473"
"Pete Alonso","NYM","35","150","8","20","29","0","8.0%","22.0%",".227",".301",".273",".347",".500",".367",".382","142","-0.6","6.8","-3.7","0.9","19251"
"Ian Happ","CHC","30","118","2","15","15","2","16.9%","22.0%",".104",".348",".271",".398",".375",".352",".348","125","0.4","3.9","0.2","0.9","17919"
"Francisco Lindor","NYM","35","154","5","18","21","4","9.1%","18.8%",".157",".252",".231",".312",".388",".313",".333","107","-0.2","1.0","1.8","0.9","12916"
"Matt Olson","ATL","34","150","4","16","15","0","15.3%","20.7%",".206",".315",".262",".373",".468",".371",".387","136","-3.0","3.3","-0.5","0.8","14344"
"Myles Straw","CLE","32","141","0","23","4","8","14.2%","17.7%",".067",".302",".242",".348",".308",".305",".287","103","1.5","1.9","1.3","0.8","17620"
"Paul Goldschmidt","STL","32","139","3","18","17","3","12.2%","19.4%",".149",".363",".298",".384",".446",".372",".345","143","2.0","9.0","-5.8","0.8","9218"
"Trevor Larnach","MIN","22","74","0","12","7","0","8.1%","31.1%",".134",".467",".313",".365",".448",".358",".327","141","0.5","3.8","1.6","0.8","21501"
"Yandy Diaz","TBR","29","119","3","15","9","0","16.0%","10.1%",".122",".277",".265",".395",".388",".360",".362","148","-2.5","3.6","0.1","0.8","16578"
"Jon Berti","MIA","17","50","2","10","4","2","18.0%","22.0%",".250",".370",".300",".440",".550",".434",".433","184","0.4","5.4","0.5","0.8","12037"
"Brian Anderson","MIA","22","82","2","15","4","1","13.4%","30.5%",".159",".381",".261",".378",".420",".361",".393","137","1.3","4.8","0.0","0.8","18289"
"Austin Hays","BAL","31","132","3","12","12","0","9.1%","16.7%",".154",".333",".291",".364",".444",".360",".348","140","-0.3","5.4","-2.2","0.8","19363"
"Ben Gamel","PIT","33","116","3","15","15","2","10.3%","19.0%",".163",".354",".298",".371",".462",".370",".380","139","1.3","6.6","-3.0","0.8","12160"
"Eli White","TEX","23","42","1","8","2","7","16.7%","31.0%",".143",".381",".257",".381",".400",".356",".287","141","2.8","4.6","1.5","0.8","19346"
"J.T. Realmuto","PHI","30","126","2","19","7","3","8.7%","24.6%",".104",".317",".243",".310",".348",".298",".311","89","1.7","0.1","3.1","0.8","11739"
"Sean Murphy","OAK","34","137","4","17","17","0","7.3%","27.7%",".197",".244",".197",".270",".393",".294",".332","99","-0.2","-0.3","3.3","0.8","19352"
"Brandon Marsh","LAA","30","112","4","15","20","3","7.1%","32.1%",".153",".393",".286",".342",".439",".344",".319","131","-0.4","3.3","0.4","0.8","20202"
"Jurickson Profar","SDP","33","138","5","17","16","1","15.2%","17.4%",".209",".184",".183",".312",".391",".317",".345","107","0.0","1.1","1.6","0.8","10815"
"Sheldon Neuse","OAK","34","133","2","14","14","4","7.5%","27.1%",".107",".386",".281",".346",".388",".331",".313","126","0.9","4.6","-1.6","0.8","19635"
"Gilberto Celestino","MIN","22","54","0","8","1","0","5.6%","24.1%",".083",".457",".333",".396",".417",".367",".291","147","0.2","3.0","2.5","0.8","20233"
"Jorge Mateo","BAL","32","118","2","12","8","10","4.2%","27.1%",".135",".325",".243",".282",".378",".293",".338","93","1.3","0.5","2.9","0.8","17273"
"Brandon Crawford","SFG","31","128","3","18","14","1","10.2%","18.8%",".125",".247",".214",".313",".339",".297",".299","93","0.0","-1.0","3.9","0.8","5343"
"Omar Narvaez","MIL","21","79","2","7","7","0","11.4%","26.6%",".149",".341",".254",".367",".403",".346",".312","121","-0.1","1.9","2.5","0.7","13338"
"Harrison Bader","STL","32","115","3","17","10","7","7.8%","15.7%",".126",".253",".233",".304",".359",".300",".309","96","2.5","2.0","1.1","0.7","18030"
"Nico Hoerner","CHC","29","99","2","6","11","2","2.0%","14.1%",".125",".300",".271",".293",".396",".305",".330","94","-0.2","-0.8","4.4","0.7","21479"
"Yadiel Hernandez","WSN","25","96","3","11","19","1","6.3%","19.8%",".191",".397",".337",".375",".528",".395",".356","153","-1.4","4.5","-1.0","0.7","19334"
"Brandon Drury","CIN","29","113","7","18","22","0","8.8%","23.0%",".290",".279",".260",".336",".550",".385",".372","143","-2.7","3.0","-0.1","0.7","11615"
"Jose Siri","HOU","23","68","2","9","6","1","5.9%","32.4%",".175",".333",".238",".294",".413",".314",".335","112","0.8","1.6","2.8","0.7","17452"
"Steven Kwan","CLE","26","110","1","19","13","1","12.7%","9.1%",".120",".313",".293",".391",".413",".361",".340","143","-0.2","4.9","-1.8","0.7","24610"
"Jace Peterson","MIL","26","78","2","13","8","5","12.8%","24.4%",".132",".277",".221",".321",".353",".308",".311","96","1.6","1.3","2.7","0.7","12325"
"Andrew Benintendi","KCR","31","127","2","11","15","0","7.9%","12.6%",".105",".347",".316",".370",".421",".352",".328","135","-1.6","3.1","-0.7","0.7","17901"
"Josh Donaldson","NYY","30","125","4","12","13","0","12.8%","26.4%",".178",".300",".234",".344",".411",".341",".367","130","-1.7","2.3","0.0","0.7","5038"
"Ryan McMahon","COL","32","131","3","16","15","0","9.9%","30.5%",".157",".375",".261",".351",".417",".346",".354","109","-0.3","1.0","0.8","0.7","15112"
"Michael Brantley","HOU","29","126","2","13","12","0","10.3%","11.9%",".125",".305",".277",".352",".402",".336",".394","128","-1.0","2.8","-0.6","0.7","4106"
"Danny Jansen","TOR","4","12","3","4","4","0","16.7%","0.0%","1.111",".333",".556",".667","1.667",".891",".731","518","0.2","5.6","0.2","0.7","16535"
"Geraldo Perdomo","ARI","26","84","0","11","3","1","16.7%","22.6%",".059",".306",".221",".369",".279",".311",".309","97","0.8","0.6","2.7","0.6","22799"
"Trea Turner","LAD","32","140","1","15","23","5","8.6%","18.6%",".104",".330",".272",".336",".376",".319",".339","107","1.9","3.1","-1.7","0.6","16252"
"Will Smith","LAD","23","89","2","14","16","0","13.5%","16.9%",".132",".305",".263",".371",".395",".348",".388","127","0.0","2.8","0.2","0.6","19197"
"Brandon Lowe","TBR","31","129","5","19","12","1","9.3%","25.6%",".211",".247",".211",".295",".421",".317",".338","118","1.0","3.4","-1.7","0.6","18882"
"Hunter Renfroe","MIL","31","125","9","17","15","0","4.8%","28.0%",".271",".253",".237",".272",".508",".339",".329","116","-0.9","1.5","0.2","0.6","15464"
"Gavin Lux","LAD","27","98","1","17","6","2","12.2%","18.4%",".082",".299",".247",".337",".329",".305",".368","98","1.6","1.4","1.2","0.6","19955"
"Keibert Ruiz","WSN","27","109","1","10","10","1","5.5%","10.1%",".089",".289",".267",".312",".356",".300",".357","90","0.4","-0.8","3.1","0.6","19610"
"Julio Rodriguez","SEA","33","132","1","12","11","10","7.6%","32.6%",".083",".364",".240",".303",".322",".282",".273","91","0.7","-0.5","2.1","0.6","23697"
"Roberto Perez","PIT","21","69","2","8","8","0","13.0%","36.2%",".133",".364",".233",".333",".367",".319",".325","106","-0.7","-0.2","3.7","0.6","2900"
"Brandon Belt","SFG","22","102","4","13","11","1","14.7%","24.5%",".190",".321",".262",".382",".452",".373",".401","143","-0.2","4.9","-2.6","0.6","10264"
"Adam Frazier","SEA","33","145","1","18","13","1","9.7%","11.7%",".100",".286",".254",".331",".354",".308",".327","111","-0.2","1.5","-0.4","0.6","15223"
"Christian Walker","ARI","33","129","6","14","14","0","10.9%","20.2%",".219",".195",".193",".287",".412",".312",".392","98","0.7","0.5","0.9","0.6","13419"
"Tommy Pham","CIN","32","134","4","21","11","3","15.7%","23.9%",".150",".299",".239",".358",".389",".341",".402","114","0.3","2.4","-1.3","0.6","2967"
"Nick Castellanos","PHI","33","138","5","18","21","2","7.2%","23.9%",".192",".352",".288",".348",".480",".365",".365","133","0.3","5.7","-4.6","0.6","11737"
"Isiah Kiner-Falefa","NYY","30","108","0","16","8","4","7.4%","19.4%",".062",".342",".278",".324",".340",".297",".309","98","0.8","0.6","1.5","0.6","16512"
"Alec Bohm","PHI","32","117","2","17","15","1","6.8%","15.4%",".126",".341",".311",".350",".437",".343",".390","119","0.7","3.3","-1.6","0.6","21618"
"Michael A. Taylor","KCR","29","103","2","13","11","0","12.6%","19.4%",".101",".279",".236",".330",".337",".305",".357","101","0.6","0.8","1.5","0.6","11489"
"Anthony Rendon","LAA","32","135","4","13","17","2","12.6%","18.5%",".157",".239",".217",".319",".374",".313",".357","108","-0.1","1.1","0.1","0.6","12861"
"Tom Murphy","SEA","14","42","1","9","1","0","19.0%","31.0%",".152",".474",".303",".439",".455",".403",".427","178","-0.2","3.4","0.7","0.6","13499"
"Shohei Ohtani","LAA","35","153","7","25","24","5","7.8%","21.6%",".199",".287",".255",".314",".454",".335",".356","124","0.2","4.2","-3.7","0.6","19755"
"Daniel Vogelbach","PIT","28","112","6","14","13","0","11.6%","23.2%",".235",".299",".265",".348",".500",".369",".396","138","-0.3","4.7","-3.0","0.6","14130"
"Ozzie Albies","ATL","34","149","6","18","15","3","6.7%","16.1%",".179",".243",".239",".295",".418",".314",".329","99","0.2","0.1","0.4","0.6","16556"
"Ryan Jeffers","MIN","24","85","3","9","9","0","10.6%","30.6%",".171",".277",".211",".294",".382",".304",".362","103","-0.3","0.0","2.6","0.6","24618"
"Edward Olivares","KCR","15","38","0","5","3","2","5.3%","13.2%",".114",".433",".371",".421",".486",".403",".413","171","1.4","4.3","-0.4","0.5","19698"
"Mark Canha","NYM","25","97","2","10","12","0","7.2%","22.7%",".080",".375",".299",".361",".379",".335",".313","121","-0.2","2.2","-0.4","0.5","11445"
"Seiya Suzuki","CHC","30","116","4","14","16","1","13.8%","28.4%",".214",".339",".255",".362",".469",".362",".343","132","-0.8","3.5","-2.4","0.5","30116"
"Juan Yepez","STL","10","41","2","5","4","0","7.3%","19.5%",".243",".407",".351",".415",".595",".441",".338","189","0.0","4.2","-0.7","0.5","18400"
"Austin Barnes","LAD","13","42","3","7","8","0","7.1%","16.7%",".289",".250",".263",".333",".553",".387",".366","152","-0.4","2.1","1.4","0.5","12158"
"William Contreras","ATL","7","26","4","7","7","1","15.4%","26.9%",".545",".182",".273",".385",".818",".504",".521","223","0.2","3.9","0.1","0.5","20503"
"Odubel Herrera","PHI","17","50","2","7","7","0","4.0%","30.0%",".277",".387",".298",".320",".574",".382",".334","145","0.2","2.8","0.3","0.5","11476"
"Starling Marte","NYM","32","143","3","20","20","5","3.5%","16.1%",".134",".306",".269",".315",".403",".320",".300","112","0.5","2.5","-2.5","0.5","9241"
"Joey Bart","SFG","21","76","3","10","6","1","14.5%","44.7%",".161",".320",".177",".329",".339",".313",".316","104","-0.1","0.2","2.0","0.5","21524"
"Jesus Aguilar","MIA","31","131","5","10","17","0","10.7%","23.7%",".167",".321",".272",".344",".439",".345",".315","126","-0.4","3.6","-3.2","0.5","11342"
"Nick Ahmed","ARI","16","51","3","7","7","0","3.9%","27.5%",".224",".250",".224",".255",".449",".308",".250","96","0.0","-0.3","3.2","0.5","12147"
"Andrew Velazquez","LAA","28","91","1","12","5","6","8.8%","27.5%",".088",".255",".188",".267",".275",".250",".306","64","1.0","-2.5","4.2","0.5","14196"
"Anthony Santander","BAL","34","137","4","13","14","0","13.9%","19.0%",".134",".265",".232",".365",".366",".335",".355","123","-1.3","2.0","-2.0","0.5","14551"
"Gleyber Torres","NYY","31","109","5","7","18","0","4.6%","16.5%",".200",".228",".230",".269",".430",".305",".398","104","-0.8","-0.3","1.2","0.5","16997"
"Alek Thomas","ARI","6","17","1","5","3","0","5.9%","17.6%",".375",".500",".438",".471",".813",".551",".473","255","0.0","3.1","0.7","0.5","23792"
"Brendan Donovan","STL","15","30","1","6","5","0","13.3%","16.7%",".280",".368",".320",".433",".600",".449",".361","194","-0.1","3.2","0.1","0.5","24679"
"Kyle Schwarber","PHI","32","137","9","20","21","2","10.9%","31.4%",".258",".203",".192",".285",".450",".322",".347","105","-1.0","-0.2","-0.1","0.5","16478"
"Connor Joe","COL","30","136","4","18","11","2","11.0%","16.9%",".175",".323",".283",".368",".458",".367",".344","123","-0.7","3.0","-3.2","0.5","16572"
"Jake Cronenworth","SDP","34","151","2","17","15","0","11.9%","21.2%",".118",".263",".213",".315",".331",".293",".313","91","0.2","-1.4","0.6","0.5","18036"
"Ronald Acuna Jr.","ATL","10","46","2","4","5","5","13.0%","37.0%",".205",".450",".282",".391",".487",".391",".432","150","1.0","3.6","-1.0","0.4","18401"
"Cody Bellinger","LAD","32","130","5","14","14","3","6.9%","32.3%",".208",".260",".200",".262",".408",".296",".323","93","0.1","-1.0","0.8","0.4","15998"
"Matt Chapman","TOR","34","132","5","11","15","0","9.1%","28.0%",".168",".218",".185",".258",".353",".274",".340","77","0.7","-2.5","2.3","0.4","16505"
"Trey Mancini","BAL","31","131","2","10","12","0","6.9%","19.8%",".085",".348",".288",".344",".373",".322",".389","114","-0.1","1.8","-2.0","0.4","15149"
"Willi Castro","DET","18","49","1","6","4","1","6.1%","12.2%",".133",".359",".333",".367",".467",".366",".401","147","-0.4","2.0","0.4","0.4","17338"
"Travis Demeritte","ATL","17","62","3","9","5","0","9.7%","29.0%",".200",".429",".327",".387",".527",".400",".362","155","0.1","4.1","-2.4","0.4","15958"
"Johan Camargo","PHI","26","86","3","5","11","0","5.8%","18.6%",".136",".258",".235",".279",".370",".290",".294","85","0.4","-1.1","2.0","0.4","14950"
"Yonathan Daza","COL","23","61","0","5","5","0","4.9%","6.6%",".055",".404",".382",".426",".436",".385",".393","135","-1.2","1.3","0.4","0.4","15794"
"Luis Guillorme","NYM","20","56","1","7","2","0","14.3%","16.1%",".128",".297",".255",".364",".383",".340",".345","125","-1.2","0.5","1.4","0.4","16451"
"Rhys Hoskins","PHI","33","138","6","19","17","0","10.1%","29.7%",".220",".299",".236",".312",".455",".338",".341","116","-0.1","2.4","-3.4","0.4","16472"
"Mike Yastrzemski","SFG","24","92","2","11","8","0","10.9%","16.3%",".114",".302",".266",".359",".380",".335",".382","118","-0.8","1.2","-0.6","0.4","14854"
"Christian Bethancourt","OAK","22","68","0","8","7","2","7.4%","17.6%",".098",".306",".246",".313",".344",".298",".400","103","0.1","0.3","1.0","0.4","10028"
"Ji-Man Choi","TBR","19","68","2","7","11","0","16.2%","36.8%",".175",".433",".263",".382",".439",".364",".402","151","-0.3","3.5","-2.1","0.4","5452"
"Rowdy Tellez","MIL","33","122","7","16","27","0","5.7%","24.6%",".265",".263",".239",".295",".504",".347",".429","122","-1.3","1.8","-2.4","0.4","15679"
"Max Muncy","LAD","31","124","3","17","12","0","21.8%","21.8%",".146",".167",".146",".339",".292",".300",".357","95","0.2","-0.5","-0.1","0.4","13301"
"Maikel Franco","WSN","35","140","3","12","21","0","4.3%","19.3%",".144",".317",".273",".300",".417",".315",".292","100","-0.7","-0.7","-0.5","0.4","12179"
"Victor Caratini","MIL","13","44","1","3","4","0","11.4%","18.2%",".108",".276",".243",".341",".351",".316",".385","101","0.4","0.4","1.6","0.4","14968"
"Garrett Cooper","MIA","31","123","2","11","12","0","8.9%","27.6%",".123",".352",".255",".350",".377",".331",".361","116","-0.7","1.6","-2.3","0.4","15279"
"Carlos Correa","MIN","24","103","2","12","11","0","7.8%","25.2%",".117",".333",".255",".320",".372",".313",".350","109","-1.5","-0.5","0.6","0.4","14162"
"Harold Ramirez","TBR","24","75","0","8","8","1","6.7%","10.7%",".060",".333",".299",".360",".358",".325",".419","124","-0.7","1.2","-0.3","0.4","14387"
"Austin Meadows","DET","27","115","0","9","11","0","10.4%","12.2%",".080",".314",".270",".365",".350",".328",".373","120","-0.8","1.6","-2.0","0.4","15672"
"Jared Walsh","LAA","34","135","6","15","23","0","6.7%","25.2%",".184",".294",".248",".304",".432",".321",".344","114","-1.7","0.4","-1.5","0.3","18607"
"James McCann","NYM","21","64","1","5","6","1","3.1%","17.2%",".089",".217",".196",".266",".286",".253",".331","67","0.5","-2.0","3.1","0.3","12859"
"Luis Urias","MIL","10","44","2","9","4","0","13.6%","20.5%",".194",".320",".278",".409",".472",".396",".344","154","-0.4","2.3","-0.6","0.3","16622"
"Mike Moustakas","CIN","24","93","3","14","9","0","7.5%","24.7%",".169",".310",".253",".323",".422",".331",".252","107","-0.1","0.7","-0.7","0.3","4892"
"Chris Taylor","LAD","29","116","2","13","13","2","11.2%","36.2%",".149",".407",".257",".336",".406",".327",".304","112","-0.5","1.2","-1.9","0.3","13757"
"Ryan Mountcastle","BAL","28","117","4","10","16","2","3.4%","24.8%",".134",".329",".268",".299",".402",".309",".378","104","0.8","1.3","-2.0","0.3","18373"
"Kyle Garlick","MIN","13","26","3","6","6","0","19.2%","23.1%",".429",".167",".238",".385",".667",".448",".475","206","-0.2","2.7","-0.6","0.3","18063"
"Pavin Smith","ARI","31","110","3","7","12","1","11.8%","26.4%",".147",".297",".232",".327",".379",".319",".350","103","0.3","0.7","-1.4","0.3","19892"
"Luke Maile","CLE","5","16","0","3","2","0","12.5%","18.8%",".286",".364",".286",".375",".571",".408",".379","177","-0.1","1.2","1.2","0.3","13355"
"Jason Vosler","SFG","12","41","2","5","5","0","12.2%","24.4%",".200",".333",".286",".366",".486",".365",".322","138","-0.6","1.2","0.4","0.3","16686"
"Eduardo Escobar","NYM","32","137","1","13","7","0","13.1%","24.8%",".118",".274",".202",".307",".319",".288",".285","91","1.1","-0.4","-1.2","0.3","6153"
"Bryan De La Cruz","MIA","22","38","1","5","5","0","15.8%","23.7%",".097",".364",".290",".395",".387",".354",".327","132","0.0","1.4","0.3","0.3","19600"
"Teoscar Hernandez","TOR","12","47","2","5","7","1","4.3%","34.0%",".163",".320",".233",".298",".395",".312",".315","104","0.7","0.9","0.5","0.3","13066"
"Wilmer Flores","SFG","29","119","3","15","19","0","9.2%","12.6%",".143",".281",".267",".336",".410",".332",".339","116","0.4","2.7","-3.7","0.3","5827"
"Jordan Luplow","ARI","16","41","4","7","9","3","7.3%","34.1%",".316",".200",".211",".268",".526",".346",".280","120","0.3","1.3","0.2","0.3","16424"
"Max Stassi","LAA","19","73","3","12","8","0","11.0%","34.2%",".154",".270",".200",".288",".354",".292",".368","93","-0.3","-0.8","1.2","0.3","10059"
