"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Seth Martinez","HOU","0","1","0","21","0","30.0","7.80","3.30","0.90",".182","84.7%","39.2%","8.3%","92.0","2.10","2.50","3.88","4.37","0.2","21045"
"Jimmy Lambert","CHW","0","2","0","19","2","26.1","6.84","4.10","0.68",".213","88.7%","41.6%","6.5%","94.3","2.05","3.01","4.07","4.83","0.2","19541"
"Denyi Reyes","BAL","0","0","0","3","1","7.2","3.52","1.17","0.00",".296","77.8%","44.4%","0.0%","92.9","2.35","2.21","2.73","4.66","0.2","20526"
"Tim Mayza","TOR","5","0","0","39","0","32.2","7.16","2.48","0.83",".276","82.3%","57.3%","21.4%","93.7","2.48","4.37","3.64","3.08","0.2","15042"
"Wily Peralta","DET","2","0","0","23","1","33.1","7.56","5.40","0.27",".280","83.7%","48.4%","3.2%","95.6","2.16","3.62","3.72","4.71","0.2","7738"
"Jaime Barria","LAA","1","1","0","20","0","53.0","6.45","1.70","1.19",".230","83.3%","39.6%","11.1%","92.2","2.55","4.46","4.08","4.13","0.2","18356"
"Chris Sale","BOS","0","1","0","2","2","5.2","7.94","1.59","0.00",".278","57.1%","50.0%","0.0%","94.9","3.18","4.05","2.41","3.20","0.2","10603"
"Tommy Nance","MIA","0","0","0","19","0","25.0","12.60","4.68","0.72",".438","69.4%","53.8%","15.4%","93.5","5.76","3.91","3.28","3.01","0.2","19178"
"Julian Merryweather","TOR","0","2","0","20","0","18.1","8.35","1.47","0.98",".356","59.5%","52.5%","9.5%","97.4","6.38","4.87","3.50","3.78","0.2","16703"
"David Price","LAD","0","0","1","28","0","28.1","9.53","1.91","1.27",".358","89.8%","50.0%","16.0%","92.5","2.86","3.70","3.47","2.95","0.2","3184"
"Luis Gil","NYY","0","0","0","1","1","4.0","11.25","4.50","0.00",".417","42.9%","41.7%","0.0%","97.2","9.00","3.44","2.12","3.23","0.2","21052"
"Max Kranick","PIT","0","0","0","2","0","5.0","7.20","5.40","0.00",".250","100.0%","25.0%","0.0%","95.4","0.00","2.15","3.32","5.10","0.2","22175"
"Ryan Thompson","TBR","3","2","3","41","0","37.2","7.65","2.39","0.96",".239","60.4%","51.8%","10.8%","91.8","3.58","2.92","3.75","3.83","0.2","16647"
"Wyatt Mills","- - -","0","1","0","20","0","21.1","9.28","3.80","0.42",".304","64.2%","44.6%","5.3%","92.8","5.06","3.62","3.49","4.21","0.2","20010"
"Garrett Richards","TEX","1","1","1","29","2","36.2","7.61","2.95","0.74",".306","57.7%","53.2%","9.1%","94.4","5.40","4.74","3.72","3.99","0.2","9784"
"Amir Garrett","KCR","2","1","0","35","0","27.1","9.22","7.90","0.00",".219","60.0%","38.1%","0.0%","93.9","5.27","3.83","3.92","5.17","0.2","14375"
"Hirokazu Sawamura","BOS","1","1","0","41","0","42.1","6.59","4.04","0.64",".254","72.3%","51.2%","7.7%","96.0","3.40","3.72","3.92","4.37","0.1","27515"
"Michael Rucker","CHC","0","1","0","16","0","25.1","8.53","2.84","1.07",".315","63.8%","46.1%","10.3%","95.3","4.97","3.97","3.71","3.87","0.1","19454"
"Tony Santillan","CIN","0","1","4","21","0","19.2","9.61","5.49","0.46",".379","66.5%","29.8%","4.3%","96.3","5.49","4.52","4.08","5.16","0.1","19926"
"Humberto Castellanos","ARI","3","2","0","11","9","44.1","6.50","2.44","1.42",".309","65.8%","33.3%","12.1%","89.4","5.68","5.31","4.81","4.70","0.1","21183"
"Tanner Banks","CHW","1","0","0","28","0","40.2","7.52","2.88","0.89",".276","72.1%","46.2%","11.1%","93.0","2.88","4.31","3.76","3.79","0.1","16990"
"Kyle Crick","CHW","2","0","0","14","0","15.2","10.91","6.32","0.00",".294","69.6%","32.4%","0.0%","92.3","4.02","4.31","3.18","4.13","0.1","13182"
"Jeff Brigham","MIA","0","0","1","3","0","5.2","6.35","3.18","0.00",".350","44.4%","10.5%","0.0%","94.9","6.35","5.63","2.76","5.13","0.1","16631"
"Reiss Knehr","SDP","0","0","0","4","1","12.0","6.00","1.50","0.00",".206","83.3%","32.4%","0.0%","92.4","1.50","2.94","3.03","4.89","0.1","21541"
"Logan Allen","- - -","1","0","0","7","0","7.2","8.22","5.87","0.00",".444","72.2%","44.4%","0.0%","92.0","5.87","6.28","3.64","5.58","0.1","18555"
"Ty Blach","COL","1","0","1","19","1","39.0","4.85","2.54","0.92",".319","58.1%","43.8%","8.0%","91.2","6.46","4.46","4.30","4.87","0.1","14361"
"Roansy Contreras","PIT","3","2","0","12","9","50.0","9.00","3.96","1.62",".284","80.5%","38.0%","15.3%","96.4","3.78","5.24","4.90","4.31","0.1","22810"
"Mychal Givens","- - -","6","2","2","41","0","41.1","11.10","4.14","1.52",".303","79.3%","40.6%","16.3%","93.8","3.70","3.29","4.45","3.79","0.1","10430"
"Yerry De Los Santos","PIT","0","3","3","23","0","23.1","9.26","3.09","1.16",".266","60.5%","53.8%","13.6%","95.2","3.86","3.72","3.89","3.62","0.1","21420"
"Josiah Gray","WSN","7","7","0","19","19","102.0","10.41","3.79","2.12",".260","81.2%","30.0%","17.9%","94.3","4.59","4.02","5.30","4.20","0.1","24580"
"Jhon Romero","MIN","0","0","0","4","0","5.0","10.80","1.80","0.00",".529","80.0%","70.6%","0.0%","94.4","3.60","2.56","1.32","1.61","0.1","19940"
"James Norwood","PHI","1","0","0","20","0","17.1","11.42","4.67","1.04",".423","53.0%","33.3%","10.5%","96.8","8.31","4.37","3.64","3.77","0.1","16440"
"Justin Lawrence","COL","1","1","0","16","0","17.2","11.72","7.13","0.51",".400","70.6%","50.0%","8.3%","","5.60","4.43","3.80","4.07","0.1","17639"
"Miguel Castro","NYY","5","0","0","32","0","27.0","10.00","4.33","0.67",".319","68.9%","46.6%","8.7%","","4.00","4.68","3.75","4.05","0.1","15684"
"Matt Wisler","TBR","3","3","1","38","5","42.0","7.29","3.00","1.29",".202","72.3%","24.6%","8.8%","90.1","2.36","3.22","4.36","4.90","0.1","12804"
"Gabe Speier","KCR","0","1","0","17","1","19.1","6.52","2.33","0.93",".250","87.9%","45.6%","8.7%","93.7","2.33","2.72","3.79","4.21","0.1","17170"
"Tommy Hunter","NYM","0","1","0","10","0","12.1","10.22","1.46","1.46",".343","83.3%","41.7%","13.3%","93.3","2.19","4.19","3.44","3.14","0.1","1157"
"Seth Lugo","NYM","2","2","3","40","0","40.1","8.26","2.68","1.12",".283","81.0%","44.8%","11.6%","94.2","3.35","3.75","3.79","3.76","0.1","12447"
"Zack Thompson","STL","1","1","1","12","1","22.0","6.55","2.86","0.82",".200","76.9%","51.6%","11.1%","94.7","2.45","3.64","3.80","3.83","0.1","25918"
"Shane Baz","TBR","1","2","0","6","6","27.0","10.00","3.00","1.67",".306","73.3%","42.9%","19.2%","96.0","5.00","4.19","4.41","3.44","0.1","22264"
"Shawn Armstrong","- - -","1","1","0","30","0","32.1","9.19","2.51","1.11",".364","65.4%","41.7%","10.8%","95.3","5.57","3.41","3.89","3.98","0.1","12857"
"Casey Mize","DET","0","1","0","2","2","10.0","3.60","1.80","0.90",".316","66.2%","36.8%","5.6%","94.0","5.40","5.93","4.22","5.59","0.1","20492"
"Logan Gillaspie","BAL","0","0","0","11","0","10.1","3.48","1.74","0.00",".366","66.7%","34.1%","0.0%","95.4","4.35","5.59","3.21","5.08","0.1","22461"
"Pete Fairbanks","TBR","0","0","2","6","0","6.0","12.00","0.00","1.50",".438","75.8%","35.3%","20.0%","98.9","4.50","2.42","2.62","1.69","0.1","17998"
"Parker Mushinski","HOU","0","0","0","7","0","7.1","9.82","3.68","0.00",".278","66.7%","50.0%","0.0%","92.3","3.68","3.99","2.57","3.59","0.1","21324"
"Jhonathan Diaz","LAA","1","1","0","4","3","15.1","6.46","5.87","0.59",".273","83.3%","51.1%","7.1%","91.5","2.93","4.77","4.49","5.00","0.1","20298"
"Johan Oviedo","STL","2","1","0","14","1","25.1","9.24","2.49","1.42",".314","88.0%","43.2%","13.3%","95.6","3.20","3.06","4.06","3.77","0.1","22487"
"Joan Adon","WSN","1","12","0","14","14","64.2","7.65","5.43","1.11",".337","61.9%","47.8%","11.8%","95.0","7.10","5.96","5.11","5.07","0.1","22925"
"Lou Trivino","- - -","1","6","10","41","0","33.2","12.30","3.74","1.34",".432","67.3%","53.1%","19.2%","95.7","6.15","4.16","3.74","2.96","0.1","15043"
"Mauricio Llovera","SFG","0","0","0","17","1","16.1","11.02","4.41","1.10",".286","72.9%","46.5%","12.5%","95.3","4.41","2.72","3.73","3.59","0.1","20080"
"Aaron Sanchez","- - -","3","3","0","8","8","36.1","5.94","2.48","1.49",".372","56.8%","50.8%","16.7%","92.5","7.68","4.80","4.93","4.26","0.1","11490"
"Tyler Holton","ARI","0","0","0","5","0","4.2","5.79","0.00","0.00",".313","60.0%","18.8%","0.0%","90.4","3.86","2.72","1.83","4.70","0.1","26231"
"Mike Baumann","BAL","1","2","0","7","0","12.0","6.75","4.50","0.75",".333","69.9%","38.9%","7.1%","96.5","4.50","6.04","4.45","5.10","0.1","20206"
"Anthony Banda","- - -","1","1","0","30","1","26.0","10.04","2.77","1.38",".446","74.3%","33.3%","11.4%","95.3","5.88","4.31","3.92","3.93","0.1","14706"
"Joel Kuhnel","CIN","1","1","1","29","0","32.0","8.72","2.25","1.41",".337","65.8%","50.0%","16.7%","96.1","5.63","3.46","4.15","3.51","0.1","19995"
"James Naile","STL","0","0","0","4","0","5.1","6.75","0.00","0.00",".143","100.0%","42.9%","0.0%","91.7","0.00","2.15","1.62","3.01","0.1","18186"
"Steven Brault","CHC","0","0","0","5","0","5.2","7.94","4.76","0.00",".231","100.0%","61.5%","0.0%","91.2","0.00","2.21","2.94","3.99","0.1","15291"
"Mark Appel","PHI","0","0","0","6","0","10.1","4.35","2.61","0.00",".281","83.3%","56.3%","0.0%","94.7","1.74","3.08","3.02","4.32","0.1","14823"
"Juan Minaya","MIN","1","0","0","6","0","9.2","10.24","4.66","0.00",".308","62.5%","50.0%","0.0%","93.8","5.59","3.13","3.32","4.55","0.1","10341"
"Marcos Diplan","BAL","0","0","0","5","0","5.2","12.71","7.94","0.00",".286","77.8%","42.9%","0.0%","93.2","1.59","4.31","2.94","3.73","0.1","17583"
"Matt Foster","CHW","1","2","1","43","0","40.0","8.55","3.38","1.35",".273","63.4%","32.2%","11.8%","93.9","4.73","4.25","4.29","4.24","0.1","19647"
"Hyun-Jin Ryu","TOR","2","0","0","6","6","27.0","5.33","1.33","1.67",".307","65.5%","45.7%","14.7%","89.4","5.67","5.17","4.78","4.25","0.1","14444"
"Jonathan Hernandez","TEX","0","0","1","6","0","6.0","7.50","3.00","0.00",".278","71.4%","66.7%","0.0%","","3.00","4.37","2.45","3.19","0.1","17464"
"Sam Selman","OAK","0","0","0","10","0","12.0","11.25","2.25","1.50",".321","71.4%","43.3%","15.4%","89.3","4.50","3.13","3.53","2.98","0.1","13397"
"Cory Abbott","WSN","0","0","0","4","1","9.0","9.00","3.00","1.00",".136","100.0%","30.4%","7.1%","92.5","1.00","1.44","3.89","4.76","0.1","20277"
"Joel Payamps","KCR","2","3","0","26","0","37.0","7.05","3.41","0.97",".316","75.9%","54.6%","10.5%","95.1","3.41","3.83","4.25","4.37","0.1","14332"
"Yunior Marte","SFG","0","0","0","23","0","29.2","8.19","3.94","0.30",".337","60.9%","51.7%","5.3%","97.7","5.46","4.19","3.66","4.17","0.1","14416"
"Trevor Gott","MIL","2","2","0","35","0","34.2","9.87","1.82","1.56",".241","59.4%","40.2%","15.8%","95.4","4.41","2.94","4.04","3.42","0.1","15046"
"Ryan Yarbrough","TBR","0","6","0","12","8","53.1","5.91","2.36","1.35",".296","70.8%","33.7%","10.1%","86.8","4.89","4.71","4.94","5.19","0.1","16502"
"Brandon Hughes","CHC","1","0","0","27","0","28.1","11.44","3.49","1.27",".262","82.2%","36.8%","16.0%","92.9","3.18","3.27","4.00","3.48","0.1","23460"
"Tucker Davidson","ATL","1","2","0","4","3","15.1","5.87","7.63","0.00",".300","62.1%","49.0%","0.0%","93.9","6.46","4.80","4.55","6.10","0.1","19871"
"Kaleb Ort","BOS","0","0","0","10","0","12.1","8.76","4.38","0.73",".439","54.7%","24.4%","4.8%","96.0","9.49","5.89","4.17","5.65","0.1","20061"
"Angel Rondon","STL","1","0","0","1","0","5.0","7.20","5.40","0.00",".077","100.0%","23.1%","0.0%","92.9","0.00","3.41","3.32","5.70","0.1","22036"
"Daniel Castano","MIA","1","3","0","10","7","35.2","5.05","2.27","1.26",".308","71.7%","45.9%","14.3%","91.7","4.04","4.74","4.74","4.38","0.1","19805"
"Drew Carlton","DET","0","0","0","5","0","8.2","7.27","0.00","1.04",".125","0.0%","48.0%","10.0%","91.5","2.08","3.83","3.00","3.22","0.1","19868"
"Ryan Castellani","OAK","0","0","0","3","0","2.2","3.38","0.00","0.00",".200","50.0%","60.0%","0.0%","93.3","0.00","4.55","2.37","3.48","0.1","16377"
"Nick Wittgren","STL","1","0","1","29","0","29.0","5.28","3.10","0.31",".333","63.0%","43.0%","2.9%","91.6","5.90","4.14","3.84","5.14","0.1","15594"
"Edwin Uceta","ARI","0","0","0","6","0","12.2","4.97","4.26","0.00",".205","53.3%","43.6%","0.0%","93.4","4.26","3.41","3.67","5.66","0.1","20539"
"Jake Cousins","MIL","2","1","0","8","0","8.0","14.63","5.63","1.13",".389","79.4%","52.6%","14.3%","96.4","4.50","3.75","3.74","3.42","0.1","21620"
"Jake Woodford","STL","1","0","0","11","0","20.2","4.79","3.48","0.44",".270","73.2%","46.9%","4.3%","92.4","3.05","5.24","3.84","4.87","0.1","18674"
"Brent Suter","MIL","3","3","0","32","0","40.2","6.86","2.88","0.89",".276","66.1%","46.2%","10.0%","86.7","4.20","3.13","3.98","4.16","0.1","13942"
"Zach Thompson","PIT","3","8","0","18","17","81.1","6.09","3.54","1.55",".288","69.0%","46.3%","16.1%","92.5","5.09","5.34","5.22","4.57","0.1","16094"
"Darren O'Day","ATL","2","2","0","28","0","21.2","10.80","4.15","1.25",".296","69.8%","38.6%","10.7%","85.9","4.15","2.66","4.04","4.16","0.1","3321"
"Cody Sedlock","BAL","0","0","0","1","0","3.0","9.00","3.00","0.00",".500","28.6%","41.7%","0.0%","91.0","15.00","6.60","2.12","3.60","0.1","19357"
"Anderson Severino","CHW","0","0","0","6","0","7.1","11.05","4.91","0.00",".368","61.5%","63.2%","0.0%","96.6","6.14","4.05","3.12","4.13","0.0","20582"
"Jose Cuas","KCR","2","1","0","27","0","22.2","7.54","5.56","0.40",".299","73.0%","51.5%","5.6%","","3.18","3.86","4.13","4.74","0.0","17701"
"Josh Sborz","TEX","0","0","0","12","0","13.1","12.15","5.40","1.35",".375","62.5%","20.6%","12.5%","97.0","6.75","5.34","4.17","4.00","0.0","18323"
"Robert Stephenson","COL","2","1","0","38","0","36.2","7.36","2.95","1.47",".313","60.5%","32.2%","10.9%","97.0","5.40","4.43","4.59","4.69","0.0","13594"
"Justus Sheffield","SEA","0","0","0","5","0","6.2","4.05","2.70","0.00",".111","100.0%","64.7%","0.0%","","0.00","3.54","3.12","4.01","0.0","17285"
"Phillips Valdez","BOS","0","1","0","13","0","16.1","7.16","3.86","0.00",".261","56.0%","58.7%","0.0%","","4.41","4.11","3.91","5.10","0.0","15605"
"JT Chargois","TBR","0","0","0","1","0","0.2","13.50","0.00","0.00",".000","100.0%","100.0%","0.0%","","0.00","0.75","0.12","0.12","0.0","13767"
"Beau Sulser","- - -","0","0","0","7","0","17.2","7.64","3.57","1.02",".321","59.5%","44.8%","9.5%","92.9","4.08","3.39","4.25","4.54","0.0","23420"
"Brett Martin","TEX","0","7","3","40","1","36.0","7.25","3.50","1.00",".292","66.8%","53.7%","14.8%","93.8","4.25","3.86","4.12","3.79","0.0","17369"
"Danny Coulombe","MIN","0","0","0","10","0","12.1","6.57","6.57","0.00",".200","81.3%","37.1%","0.0%","91.8","1.46","3.03","3.85","5.53","0.0","13293"
"Tyler Beede","- - -","1","1","0","24","1","41.2","5.40","4.10","0.65",".288","75.3%","48.6%","7.7%","96.0","3.89","4.14","4.36","4.82","0.0","16981"
"Mason Thompson","WSN","0","0","0","7","0","6.0","6.00","3.00","0.00",".067","100.0%","40.0%","0.0%","","0.00","2.23","3.28","4.77","0.0","21850"
"Jake Hager","ARI","0","0","0","3","0","2.1","3.86","0.00","0.00",".333","33.3%","33.3%","0.0%","62.0","7.71","6.16","2.26","4.17","0.0","12198"
"Michel Baez","SDP","0","0","0","2","0","2.0","9.00","0.00","0.00",".200","100.0%","40.0%","0.0%","94.6","0.00","1.20","1.12","2.60","0.0","20100"
"Jake Walsh","STL","0","1","0","3","0","2.2","16.88","6.75","0.00",".429","33.3%","42.9%","0.0%","95.2","13.50","4.77","2.74","4.41","0.0","20227"
"Ken Giles","SEA","0","0","0","5","0","4.1","12.46","8.31","0.00",".125","100.0%","37.5%","0.0%","94.8","0.00","2.90","3.12","4.15","0.0","12910"
"Ryan Tepera","LAA","1","2","1","39","0","38.0","7.58","3.79","0.95",".233","63.5%","36.8%","9.5%","92.9","4.26","3.59","4.14","4.42","0.0","10291"
"Austin Brice","PIT","0","0","0","2","0","3.2","4.91","2.45","0.00",".250","50.0%","58.3%","0.0%","94.6","4.91","2.99","2.84","4.06","0.0","17237"
"Kyle Tyler","SDP","1","0","0","2","0","4.0","4.50","2.25","0.00",".182","100.0%","63.6%","0.0%","90.7","0.00","3.34","2.87","3.61","0.0","22092"
"Ryan Hendrix","CIN","0","0","0","7","0","6.1","9.95","7.11","0.00",".400","75.0%","60.0%","0.0%","96.0","4.26","3.29","3.75","4.69","0.0","19535"
"Matt Brash","SEA","2","3","0","13","5","27.2","9.76","7.16","0.98",".384","70.3%","53.9%","16.7%","96.6","6.18","6.69","4.85","4.41","0.0","25756"
"Matt Gage","TOR","0","1","0","11","0","13.0","8.31","4.15","0.69",".167","77.6%","50.0%","9.1%","92.7","1.38","3.01","3.89","4.14","0.0","17381"
"Ryan Weathers","SDP","0","0","0","1","1","3.2","7.36","9.82","0.00",".429","60.0%","50.0%","0.0%","93.9","9.82","3.78","4.75","6.38","0.0","23796"
"Cam Alldred","PIT","0","0","0","1","0","1.0","9.00","0.00","0.00",".333","100.0%","66.7%","0.0%","88.1","0.00","0.75","1.12","2.60","0.0","25078"
"Tyler Clippard","WSN","0","0","0","1","0","2.0","4.50","0.00","0.00",".167","100.0%","33.3%","0.0%","88.1","0.00","0.77","2.12","5.09","0.0","5640"
"Chris Devenski","ARI","0","0","0","2","0","2.0","9.00","0.00","0.00",".200","100.0%","60.0%","0.0%","93.2","0.00","4.14","2.62","3.36","0.0","12763"
"Michael Grove","LAD","0","0","0","2","1","4.2","5.79","7.71","0.00",".368","36.4%","41.2%","0.0%","95.2","5.79","3.08","4.40","6.31","0.0","23221"
"Matt Manning","DET","0","0","0","3","3","13.0","3.46","2.77","1.38",".220","82.0%","48.8%","15.4%","93.3","3.46","5.13","5.27","4.76","0.0","20369"
"Carlos Estevez","COL","2","4","1","42","0","36.2","9.08","4.42","1.23",".303","68.1%","39.2%","12.5%","97.6","4.66","4.31","4.43","4.28","0.0","14542"
"Alex Young","- - -","0","0","0","3","0","2.2","6.75","3.38","0.00",".400","80.0%","30.0%","0.0%","91.8","3.38","2.25","2.74","4.41","0.0","18333"
"Aneurys Zabala","MIA","0","0","0","2","0","2.2","6.75","3.38","0.00",".375","100.0%","25.0%","0.0%","99.4","0.00","10.54","2.74","4.97","0.0","20802"
"Adonis Medina","NYM","1","0","1","11","0","21.0","6.86","1.71","0.86",".286","83.3%","47.6%","10.0%","93.6","3.00","4.37","3.97","4.15","0.0","19903"
"Luke Bard","TBR","1","1","0","8","0","14.0","5.14","4.50","0.00",".179","81.3%","36.8%","0.0%","94.1","1.93","5.66","3.90","5.18","0.0","14288"
"Eric Stout","- - -","0","0","0","4","0","5.1","13.50","1.69","1.69",".222","65.2%","30.0%","16.7%","92.8","3.38","2.26","4.24","3.48","0.0","16873"
"Kervin Castro","SFG","0","0","0","2","0","1.2","21.60","10.80","0.00",".800","16.7%","60.0%","0.0%","93.7","27.00","2.68","1.92","2.81","0.0","21656"
"Jordan Hicks","STL","2","5","0","19","8","41.0","8.34","5.71","0.66",".243","68.7%","57.5%","12.0%","98.0","4.83","4.74","4.63","4.58","0.0","19618"
"Max Castillo","TOR","0","0","0","9","2","20.2","8.71","2.18","1.74",".212","76.4%","51.8%","20.0%","93.4","3.05","3.70","4.42","3.35","0.0","21956"
"Huascar Brazoban","MIA","0","0","0","4","0","7.0","11.57","2.57","1.29",".200","100.0%","43.8%","20.0%","97.1","1.29","4.02","3.69","2.89","0.0","6107"
"Jordan Holloway","MIA","0","0","0","1","0","2.2","6.75","3.38","0.00",".375","75.0%","50.0%","0.0%","95.1","3.38","1.81","2.74","3.30","0.0","20631"
"William Woods","ATL","0","0","0","2","0","2.0","9.00","4.50","0.00",".400","100.0%","20.0%","0.0%","95.2","0.00","2.38","2.62","4.10","0.0","25075"
"Adrian Morejon","SDP","1","0","0","8","0","10.1","9.58","1.74","1.74",".276","43.5%","45.2%","18.2%","97.0","6.10","3.08","4.08","3.15","0.0","20039"
"Nick Duron","PHI","0","0","0","1","0","1.0","9.00","0.00","0.00",".667","100.0%","100.0%","0.0%","97.2","0.00","1.87","1.12","1.12","0.0","21092"
"Cristofer Ogando","TBR","0","0","0","1","0","2.0","4.50","4.50","0.00",".167","50.0%","33.3%","0.0%","95.1","4.50","8.57","3.62","5.10","0.0","20667"
"Nick Neidert","MIA","0","1","0","1","1","5.0","5.40","0.00","1.80",".250","83.3%","41.2%","16.7%","92.0","3.60","4.22","4.52","3.70","0.0","18699"
"Tucker Barnhart","DET","0","0","0","1","0","1.0","0.00","0.00","0.00",".600","66.7%","20.0%","0.0%","72.3","9.00","0.00","3.12","6.09","0.0","10200"
"Yolmer Sanchez","BOS","0","0","0","1","0","1.0","0.00","0.00","0.00",".500","66.7%","16.7%","0.0%","78.1","9.00","6.86","3.12","7.58","0.0","11602"
"Bowden Francis","TOR","0","0","0","1","0","0.2","13.50","0.00","0.00",".500","100.0%","50.0%","0.0%","92.5","0.00","0.72","0.12","0.12","0.0","20548"
"Hanser Alberto","LAD","0","0","0","3","0","3.0","0.00","0.00","0.00",".357","80.0%","21.4%","0.0%","69.3","3.00","9.86","3.12","6.59","0.0","11902"
"Zac Lowther","BAL","0","0","0","1","0","5.1","1.69","3.38","0.00",".333","45.5%","45.8%","0.0%","90.7","8.44","6.00","4.43","7.22","0.0","20243"
"Nick Vespi","BAL","3","0","1","15","0","18.0","10.50","3.50","1.50",".311","76.9%","39.6%","20.0%","88.3","4.50","5.13","4.28","3.36","0.0","21093"
"Anthony Kay","TOR","0","0","0","1","0","2.0","13.50","4.50","0.00",".400","75.0%","20.0%","0.0%","94.4","4.50","8.84","3.12","3.86","0.0","20387"
"Cesar Valdez","LAA","0","0","0","1","0","1.0","0.00","0.00","0.00",".400","0.0%","80.0%","0.0%","86.5","9.00","4.93","3.12","3.12","0.0","9013"
"Sandy Leon","CLE","0","0","0","1","0","2.0","0.00","0.00","0.00",".000","100.0%","16.7%","0.0%","76.5","0.00","0.25","3.12","6.83","0.0","5273"
"Kenny Rosenberg","LAA","0","0","0","3","1","10.2","6.75","5.06","0.84",".250","73.5%","24.2%","6.3%","90.9","4.22","3.91","4.52","5.53","0.0","20009"
"Randal Grichuk","COL","0","0","0","1","0","1.0","0.00","0.00","0.00",".000","100.0%","66.7%","0.0%","66.3","0.00","2.08","3.12","4.60","0.0","10243"
"Chris Owings","BAL","0","0","0","1","0","1.0","0.00","0.00","0.00",".400","50.0%","20.0%","0.0%","56.6","9.00","11.74","3.12","4.60","0.0","10030"
"Tyler Thornburg","- - -","0","1","0","14","0","19.0","6.63","5.21","0.47",".250","67.7%","32.8%","3.2%","93.5","3.32","3.06","4.22","5.96","0.0","10688"
"Jack Mayfield","LAA","0","0","0","1","0","1.0","0.00","0.00","0.00",".250","100.0%","25.0%","0.0%","62.0","0.00","4.55","3.12","6.09","0.0","15402"
"Jose Marte","LAA","0","0","0","5","0","5.1","11.81","11.81","0.00",".100","62.5%","10.0%","0.0%","96.7","5.06","4.40","4.43","6.10","0.0","21761"
"Charlie Culberson","TEX","0","0","0","1","0","1.0","0.00","0.00","0.00",".000","100.0%","33.3%","0.0%","89.1","0.00","0.19","3.12","6.09","0.0","3298"
"Stephen Strasburg","WSN","0","1","0","1","1","4.2","9.64","3.86","1.93",".500","41.7%","38.5%","20.0%","90.2","13.50","4.71","5.69","4.50","0.0","10131"
"Kevin Plawecki","BOS","0","0","0","1","0","1.0","0.00","0.00","0.00",".250","100.0%","0.0%","0.0%","74.5","0.00","11.06","3.12","7.58","0.0","13807"
"Shaun Anderson","TOR","0","0","0","1","0","1.0","0.00","0.00","0.00",".571","50.0%","42.9%","0.0%","91.6","18.00","6.73","3.12","7.58","0.0","19453"
"Luis Gonzalez","SFG","0","0","0","4","0","5.1","0.00","1.69","0.00",".292","62.5%","58.3%","0.0%","84.3","5.06","4.19","3.68","5.63","0.0","20332"
"Sheldon Neuse","OAK","0","0","0","1","0","1.0","0.00","0.00","0.00",".000","100.0%","0.0%","0.0%","53.0","0.00","6.94","3.12","7.58","0.0","19635"
"Josh Fleming","TBR","2","4","0","8","2","26.1","8.20","3.76","1.03",".409","45.1%","61.5%","15.8%","92.6","6.84","4.25","4.14","3.73","0.0","20418"
"Jordan Sheffield","COL","0","0","0","2","0","2.0","4.50","9.00","0.00",".400","100.0%","60.0%","0.0%","93.5","0.00","6.36","5.12","5.86","0.0","19682"
"Caleb Kilian","CHC","0","2","0","3","3","11.1","7.15","9.53","0.00",".324","37.5%","50.0%","0.0%","94.8","10.32","4.31","4.97","6.81","0.0","26213"
"Jorge Alcala","MIN","0","0","0","2","0","2.1","7.71","7.71","0.00",".333","100.0%","50.0%","0.0%","95.2","0.00","4.58","3.97","5.25","0.0","19459"
"Anthony DeSclafani","SFG","0","2","0","5","5","19.0","8.05","1.89","1.89",".441","53.9%","43.7%","15.4%","93.0","6.63","5.41","4.85","4.15","0.0","13050"
"Conner Menez","CHC","0","0","0","1","0","1.0","9.00","0.00","0.00",".333","100.0%","33.3%","0.0%","90.6","0.00","10.22","4.12","5.60","0.0","19199"
"Ehire Adrianza","WSN","0","0","0","1","0","1.0","9.00","9.00","0.00",".000","100.0%","0.0%","0.0%","60.3","0.00","1.33","4.12","7.09","0.0","8418"
"Andrelton Simmons","CHC","0","0","0","1","0","1.0","0.00","9.00","0.00",".625","16.7%","25.0%","0.0%","76.9","45.00","6.64","6.12","12.06","0.0","10847"
"Riley O'Brien","SEA","0","0","0","1","0","1.0","9.00","9.00","0.00",".333","100.0%","100.0%","0.0%","92.8","0.00","2.21","4.12","4.12","0.0","20348"
"Jake Fishman","MIA","0","0","0","1","0","3.1","0.00","0.00","0.00",".308","80.0%","46.2%","0.0%","","2.70","6.69","4.02","5.80","0.0","20060"
"Harold Castro","DET","0","0","0","4","0","4.0","2.25","2.25","0.00",".400","75.0%","26.7%","0.0%","69.7","4.50","7.48","4.12","6.72","0.0","14691"
"Kody Clemens","DET","0","0","0","3","0","3.0","0.00","3.00","0.00",".429","71.4%","35.7%","0.0%","73.5","6.00","10.04","4.12","6.10","0.0","20572"
"Joely Rodriguez","NYM","0","2","0","35","0","28.1","10.48","6.67","0.64",".300","56.9%","46.5%","9.5%","92.9","5.72","4.08","4.03","4.22","0.0","11487"
"Jesus Tinoco","TEX","0","0","0","5","0","5.2","11.12","3.18","1.59",".167","55.6%","30.8%","16.7%","96.4","4.76","3.39","4.00","3.28","0.0","16300"
