"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Travis Lakins Sr.","BAL","0","1","0","5","0","8.1","6.48","4.32","3.24",".346","62.5%","34.5%","27.3%","94.4","9.72","","8.14","5.26","-0.3","18600"
"Mike Mayers","LAA","1","0","0","9","0","8.1","4.32","5.40","2.16",".214","71.4%","30.0%","14.3%","94.2","6.48","","7.42","6.59","-0.3","15451"
"Elieser Hernandez","MIA","2","1","0","5","5","24.1","8.51","2.96","2.59",".290","69.9%","33.3%","17.9%","91.3","6.66","","6.19","4.62","-0.3","16933"
"Trevor Richards","TOR","1","0","0","11","0","11.0","9.82","4.91","2.45",".250","76.3%","38.7%","20.0%","93.4","4.91","","6.10","4.41","-0.3","19309"
"Dallas Keuchel","CHW","1","3","0","4","4","15.0","4.80","6.60","1.80",".350","51.9%","60.3%","25.0%","","8.40","","6.84","5.32","-0.3","9434"
"Matthew Festa","SEA","0","0","0","11","0","12.0","15.00","3.75","3.75",".304","90.0%","28.6%","33.3%","93.4","5.25","","6.44","2.72","-0.3","19330"
"Jake Brentz","KCR","0","3","0","8","0","5.1","15.19","18.56","1.69",".588","34.0%","29.4%","25.0%","96.3","23.63","","8.35","6.94","-0.3","17783"
"Reiver Sanmartin","CIN","0","4","0","5","4","16.1","5.51","4.96","2.20",".400","38.2%","46.9%","25.0%","89.5","13.78","","6.72","4.86","-0.3","19754"
"Marco Gonzales","SEA","1","3","0","5","5","20.0","7.20","2.70","2.70",".288","63.6%","43.1%","25.0%","88.8","4.05","","6.45","4.18","-0.3","15467"
"Yohan Ramirez","SEA","1","0","0","7","0","8.1","10.80","6.48","3.24",".211","74.1%","18.2%","21.4%","94.2","7.56","","8.26","5.87","-0.3","19444"
"Nick Martinez","SDP","1","2","0","4","4","19.2","8.24","5.49","2.29",".314","92.6%","42.9%","23.8%","92.7","4.12","","6.56","4.71","-0.3","12730"
"Ethan Roberts","CHC","0","1","0","9","0","7.2","10.57","7.04","3.52",".368","78.1%","36.4%","42.9%","93.7","8.22","","8.58","4.74","-0.3","24930"
"Albert Abreu","TEX","0","0","0","6","0","7.2","9.39","12.91","2.35",".125","98.5%","50.0%","28.6%","97.6","3.52","","9.10","6.95","-0.4","17485"
"Genesis Cabrera","STL","1","0","0","9","0","9.2","8.38","3.72","2.79",".130","100.0%","42.3%","23.1%","96.1","2.79","","7.14","4.93","-0.4","17490"
"Greg Holland","TEX","0","1","0","5","0","4.2","9.64","1.93","5.79",".273","71.4%","50.0%","75.0%","93.8","7.71","","9.96","2.77","-0.4","7196"
"Tayler Saucedo","TOR","0","0","0","4","0","2.2","0.00","3.38","10.13",".273","100.0%","50.0%","60.0%","93.0","13.50","","18.85","6.78","-0.4","17888"
"Keynan Middleton","ARI","1","1","0","3","0","2.0","13.50","0.00","9.00",".000","100.0%","0.0%","50.0%","96.4","9.00","","13.10","2.82","-0.4","15264"
"Vladimir Gutierrez","CIN","0","5","0","5","5","21.1","5.48","7.17","1.69",".328","64.5%","39.4%","12.5%","92.5","8.86","","7.56","7.16","-0.5","19278"
"Jake Diekman","BOS","0","0","1","12","0","8.2","12.46","7.27","2.08",".333","84.5%","35.0%","25.0%","95.5","4.15","","6.45","4.70","-0.5","5003"
"Anthony Bender","MIA","0","3","6","10","0","9.1","7.71","1.93","2.89",".296","79.5%","53.3%","33.3%","","5.79","","6.21","3.34","-0.5","19742"
"Adam Oller","OAK","0","2","0","3","3","9.2","7.45","7.45","3.72",".344","57.5%","36.1%","26.7%","94.0","11.17","","9.31","6.04","-0.5","20132"
"Spencer Howard","TEX","0","1","0","3","1","6.2","16.20","2.70","8.10",".333","83.3%","33.3%","66.7%","95.9","12.15","","12.10","2.24","-0.5","23252"
"Chris Mazza","TBR","1","0","0","2","0","5.1","8.44","10.13","5.06",".316","54.7%","40.9%","37.5%","91.3","11.81","","13.04","7.77","-0.5","14151"
"Kris Bubic","KCR","0","3","0","5","5","12.1","5.84","8.03","2.92",".341","47.0%","37.8%","25.0%","91.5","13.14","","8.70","6.24","-0.5","21455"
"Caleb Smith","ARI","0","1","0","4","1","5.1","8.44","13.50","6.75",".250","57.7%","26.3%","30.8%","91.6","15.19","","15.48","9.04","-0.6","14875"
