"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Kevin Gausman","TOR","2","1","0","5","5","31.2","11.65","0.00","0.00",".383","71.0%","41.3%","0.0%","94.7","2.27","","0.51","1.67","1.9","14107"
"Carlos Rodon","SFG","3","1","0","5","5","29.0","12.72","3.10","0.00",".237","80.0%","37.3%","0.0%","96.4","1.55","","1.41","2.77","1.3","16137"
"Michael King","NYY","2","0","1","8","0","17.2","12.74","1.53","0.00",".286","84.6%","42.9%","0.0%","95.7","0.51","","0.78","1.55","1.2","19853"
"Joe Musgrove","SDP","4","0","0","5","5","32.0","9.28","0.56","0.56",".294","73.5%","44.7%","7.4%","92.4","1.97","","2.14","2.47","1.2","12970"
"Kyle Wright","ATL","3","1","0","5","5","31.0","10.74","2.03","0.29",".301","85.4%","53.4%","4.5%","95.4","1.74","","2.10","2.65","1.1","19665"
"Dylan Cease","CHW","3","1","0","5","5","29.0","12.10","3.10","0.31",".250","75.2%","45.3%","3.7%","96.7","2.48","","2.00","2.82","1.1","18525"
"Tylor Megill","NYM","4","1","0","6","6","33.1","9.72","2.16","0.54",".238","77.2%","45.2%","7.1%","95.7","2.43","","2.44","2.81","1.0","21318"
"Pablo Lopez","MIA","3","1","0","5","5","28.0","9.64","1.93","0.32",".261","84.7%","44.3%","4.5%","92.9","1.29","","2.07","2.67","1.0","17085"
"Max Fried","ATL","3","2","0","5","5","30.0","8.10","0.30","0.60",".271","67.5%","52.9%","8.7%","94.7","3.00","","2.47","2.65","1.0","13743"
"Merrill Kelly","ARI","2","1","0","5","5","28.1","8.26","2.22","0.00",".275","86.7%","46.3%","0.0%","92.4","1.27","","2.12","3.41","1.0","11156"
"Tarik Skubal","DET","1","2","0","4","4","20.2","8.71","1.31","0.00",".354","53.8%","50.8%","0.0%","94.5","3.92","","1.60","2.79","0.9","22267"
"Clayton Kershaw","LAD","3","0","0","4","4","23.0","11.74","0.78","0.78",".240","77.5%","48.1%","11.1%","90.9","2.35","","2.02","1.95","0.9","2036"
"Steven Matz","STL","3","1","0","5","5","23.2","10.27","1.90","0.38",".400","68.5%","36.6%","5.6%","","4.56","","2.13","2.62","0.8","13361"
"Paul Blackburn","OAK","3","0","0","5","5","24.1","8.51","1.11","0.37",".292","78.7%","50.0%","5.9%","92.3","2.22","","2.12","2.53","0.8","14739"
"Chris Paddack","MIN","1","2","0","4","4","20.0","7.20","0.90","0.00",".323","69.6%","45.0%","0.0%","93.4","3.15","","1.95","3.24","0.8","20099"
"Zac Gallen","ARI","1","0","0","4","4","21.1","8.02","1.69","0.00",".200","83.3%","43.6%","0.0%","94.3","1.27","","2.31","3.96","0.7","19291"
"Corbin Burnes","MIL","1","1","0","5","5","32.2","11.85","1.93","1.10",".200","93.1%","46.4%","16.7%","","1.93","","2.89","2.30","0.7","19361"
"Garrett Whitlock","BOS","1","1","1","7","3","21.2","12.05","1.66","0.83",".196","90.2%","43.8%","10.5%","95.5","1.25","","2.18","2.17","0.7","20191"
"Carlos Carrasco","NYM","2","1","0","5","5","30.0","8.40","1.80","0.60",".265","71.9%","42.9%","6.7%","93.2","3.30","","2.90","3.40","0.7","6632"
"Frankie Montas","OAK","2","2","0","6","6","36.2","9.08","2.21","0.98",".228","68.0%","44.8%","11.8%","96.2","3.44","","3.32","3.16","0.7","14309"
"Martin Perez","TEX","0","2","0","5","5","28.0","6.43","2.89","0.00",".256","74.2%","53.8%","0.0%","93.1","2.25","","2.85","4.02","0.7","6902"
"Nestor Cortes","NYY","1","1","0","5","5","24.2","11.31","2.55","0.73",".298","86.2%","32.2%","8.0%","90.3","1.82","","2.50","2.82","0.7","17874"
"Zach Eflin","PHI","1","2","0","5","5","24.0","6.75","1.88","0.38",".325","55.6%","44.9%","3.8%","93.7","4.50","","2.90","3.83","0.7","13774"
"Bruce Zimmermann","BAL","1","1","0","5","5","24.1","9.25","2.96","0.37",".333","75.9%","38.5%","4.8%","90.8","2.59","","2.82","3.45","0.7","20370"
"Miles Mikolas","STL","1","1","0","5","5","29.2","7.58","1.21","0.61",".229","90.9%","45.9%","6.1%","93.1","1.52","","2.90","3.54","0.7","9803"
"Freddy Peralta","MIL","1","1","0","5","5","23.0","11.74","3.91","0.39",".339","62.1%","45.0%","5.0%","93.1","5.09","","2.50","3.11","0.7","18679"
"Logan Webb","SFG","3","1","0","5","5","30.1","5.93","1.78","0.30",".323","74.5%","61.6%","4.8%","92.6","3.26","","2.81","3.32","0.7","17995"
"Justin Verlander","HOU","3","1","0","5","5","32.2","8.54","1.10","1.10",".192","92.4%","37.0%","10.8%","94.9","1.93","","3.26","3.20","0.7","8700"
"Patrick Sandoval","LAA","1","1","0","4","4","21.0","9.43","3.86","0.00",".273","79.2%","37.0%","0.0%","93.4","1.29","","2.29","3.85","0.7","19447"
"Shohei Ohtani","LAA","2","2","0","4","4","19.1","13.97","2.33","0.93",".326","65.9%","35.6%","12.5%","97.5","4.19","","2.12","1.90","0.7","19755"
"Tyler Mahle","CIN","1","4","0","6","6","25.2","9.12","4.91","0.35",".367","51.6%","32.9%","2.9%","93.6","7.01","","3.22","4.57","0.7","16358"
"Eric Lauer","MIL","2","0","0","4","4","23.1","13.11","1.93","1.16",".294","90.4%","28.8%","12.0%","94.1","1.93","","2.50","2.29","0.7","19316"
"Joe Ryan","MIN","3","1","0","5","5","27.2","9.11","2.28","0.65",".212","90.5%","36.4%","6.1%","92.4","1.63","","3.10","3.78","0.7","21390"
"Max Scherzer","NYM","4","0","0","5","5","31.0","12.19","2.61","1.16",".197","83.3%","34.4%","13.3%","94.2","2.61","","3.04","2.68","0.7","3137"
"Michael Kopech","CHW","0","0","0","5","5","23.0","9.00","4.30","0.00",".232","84.0%","30.4%","0.0%","95.8","1.17","","2.67","4.38","0.7","17282"
"Walker Buehler","LAD","3","1","0","5","5","29.2","7.89","2.12","0.61",".286","87.0%","40.0%","6.1%","95.3","2.12","","3.14","3.77","0.7","19374"
"Brandon Woodruff","MIL","3","1","0","5","5","24.1","11.47","2.96","0.74",".311","60.3%","41.0%","7.1%","96.2","5.18","","2.86","3.35","0.6","16162"
"Jesus Luzardo","MIA","2","1","0","4","4","20.1","12.39","3.98","0.44",".273","68.0%","35.6%","6.3%","97.3","3.10","","2.32","2.75","0.6","19959"
"Chris Bassitt","NYM","3","2","0","5","5","31.0","9.87","2.32","0.87",".247","82.7%","45.3%","10.0%","92.4","2.61","","3.23","3.29","0.6","12304"
"Triston McKenzie","CLE","1","2","0","5","4","23.1","9.26","2.70","0.39",".271","78.1%","34.5%","3.6%","92.8","2.70","","2.89","3.96","0.6","18000"
"Shane McClanahan","TBR","1","2","0","5","5","27.0","14.00","2.33","1.33",".302","80.4%","56.1%","26.7%","97.5","3.00","","2.81","1.64","0.6","21483"
"Logan Gilbert","SEA","4","0","0","5","5","28.0","8.68","2.57","0.64",".225","99.2%","37.0%","7.1%","95.7","0.64","","3.07","3.50","0.6","22250"
"Adrian Houser","MIL","2","2","0","4","4","21.1","6.75","4.22","0.00",".246","76.0%","39.3%","0.0%","94.7","2.53","","3.01","4.35","0.6","12718"
"Zack Wheeler","PHI","1","3","0","5","5","26.1","8.54","3.08","0.34",".315","69.4%","40.5%","3.8%","95.8","4.10","","3.07","3.91","0.6","10310"
"Alek Manoah","TOR","4","0","0","5","5","31.0","9.29","2.32","0.87",".203","96.5%","36.4%","8.6%","94.3","1.45","","3.17","3.44","0.6","26410"
"Shane Bieber","CLE","1","1","0","5","5","29.1","8.90","1.84","0.92",".250","79.8%","39.0%","9.7%","91.4","2.45","","3.07","3.18","0.6","19427"
"Corey Kluber","TBR","1","1","0","5","5","26.2","8.44","2.03","0.68",".282","84.0%","43.8%","7.1%","90.8","2.36","","2.99","3.44","0.6","2429"
"Patrick Corbin","WSN","0","5","0","6","6","27.2","8.46","4.23","0.33",".387","53.4%","46.2%","3.6%","91.1","7.16","","3.32","4.23","0.6","9323"
"Jordan Montgomery","NYY","0","1","0","5","5","25.0","7.20","1.80","0.36",".260","75.2%","47.9%","4.2%","92.3","2.88","","2.98","3.77","0.5","16511"
"Jameson Taillon","NYY","2","1","0","5","5","25.1","7.46","0.71","1.07",".308","85.3%","42.3%","9.1%","94.0","2.84","","3.34","3.57","0.5","11674"
"Brad Keller","KCR","1","2","0","5","5","31.0","5.52","2.32","0.58",".186","81.9%","51.1%","7.1%","94.0","1.74","","3.49","3.88","0.5","15734"
"Noah Syndergaard","LAA","2","1","0","4","4","24.0","5.25","1.88","0.38",".230","76.3%","50.7%","3.7%","95.1","2.63","","3.35","4.34","0.5","11762"
"Austin Gomber","COL","2","2","0","5","5","27.2","8.46","2.60","0.98",".311","70.5%","47.3%","12.5%","91.2","3.58","","3.50","3.27","0.5","16561"
"Josh Hader","MIL","0","0","10","10","0","9.1","14.46","3.86","0.00",".133","100.0%","46.7%","0.0%","","0.00","","1.18","2.19","0.5","14212"
"MacKenzie Gore","SDP","2","0","0","4","4","21.0","9.43","3.86","0.43",".283","89.0%","41.5%","5.3%","95.2","1.71","","2.91","3.52","0.5","22201"
"Adam Wainwright","STL","3","3","0","6","6","34.0","7.41","3.44","0.53",".299","77.7%","57.6%","8.0%","88.3","3.18","","3.37","3.60","0.5","2233"
"J.P. Feyereisen","TBR","2","0","0","9","2","11.2","9.26","0.77","0.00",".115","100.0%","38.5%","0.0%","93.0","0.00","","1.30","3.05","0.5","16610"
"Ross Stripling","TOR","0","0","0","6","4","19.0","7.11","1.89","0.47",".300","69.4%","52.5%","5.9%","92.2","3.79","","2.84","3.37","0.5","13273"
"Jorge Lopez","BAL","2","1","4","11","0","12.1","10.22","4.38","0.00",".207","83.3%","55.2%","0.0%","97.7","1.46","","2.29","3.17","0.5","14527"
"Andrew Heaney","LAD","1","0","0","2","2","10.1","13.94","2.61","0.00",".200","87.5%","45.0%","0.0%","91.7","0.00","","1.17","2.09","0.5","15423"
"A.J. Minter","ATL","0","0","0","11","0","10.2","13.50","1.69","0.00",".238","62.5%","23.8%","0.0%","96.5","2.53","","0.95","2.60","0.5","18655"
"Jeffrey Springs","TBR","1","0","0","9","1","13.0","9.69","2.08","0.00",".233","90.0%","51.7%","0.0%","92.1","0.69","","1.64","2.58","0.5","17677"
"David Robertson","CHC","1","0","5","10","0","11.0","13.09","4.09","0.00",".056","100.0%","50.0%","0.0%","","0.00","","1.56","2.55","0.5","8241"
"Julio Urias","LAD","2","1","0","5","5","24.0","7.13","3.00","0.75",".188","74.3%","39.4%","6.5%","92.6","1.88","","3.73","4.40","0.5","14765"
"Sean Manaea","SDP","2","2","0","5","5","30.0","9.00","3.30","0.90",".234","68.3%","40.0%","8.6%","","3.60","","3.50","3.79","0.5","15873"
"Drew Rasmussen","TBR","2","1","0","5","5","23.0","8.22","1.96","0.78",".210","71.4%","39.1%","9.1%","96.1","3.13","","3.19","3.36","0.5","25385"
"Brad Boxberger","MIL","1","0","0","9","0","7.2","7.04","1.17","0.00",".304","75.0%","43.5%","0.0%","93.7","2.35","","1.93","2.99","0.4","10133"
"Humberto Castellanos","ARI","2","1","0","6","4","19.2","5.49","2.75","0.00",".302","63.0%","35.5%","0.0%","88.8","4.12","","3.10","4.97","0.4","21183"
"Ryan Helsley","STL","0","0","1","7","0","8.1","17.28","0.00","0.00",".100","100.0%","50.0%","0.0%","99.4","0.00","","-0.74","-0.08","0.4","18138"
"Clay Holmes","NYY","2","0","2","13","0","13.0","9.00","1.38","0.00",".265","91.7%","82.4%","0.0%","97.8","0.69","","1.80","2.01","0.4","13649"
"Jordan Romano","TOR","1","1","12","14","0","13.1","10.13","2.03","0.68",".294","87.3%","41.2%","9.1%","96.7","1.35","","2.50","2.65","0.4","16122"
"Kyle Freeland","COL","1","3","0","5","5","26.0","7.27","2.42","1.04",".329","64.2%","50.6%","13.6%","91.2","4.85","","4.14","3.79","0.4","16256"
"Chad Kuhl","COL","3","0","0","4","4","23.2","6.46","2.66","0.76",".177","87.2%","45.3%","9.1%","94.3","1.90","","3.65","3.82","0.4","14975"
"David Bednar","PIT","0","0","3","10","0","11.2","13.11","2.31","0.77",".261","100.0%","25.0%","8.3%","96.7","0.77","","2.08","2.36","0.4","19569"
"Hector Neris","HOU","1","1","0","13","0","12.0","9.00","0.75","0.00",".200","87.5%","23.3%","0.0%","94.2","0.75","","1.60","3.53","0.4","11804"
"Victor Arano","WSN","0","0","0","12","0","11.1","11.91","2.38","0.00",".393","60.0%","55.6%","0.0%","93.9","4.76","","1.52","2.24","0.4","15915"
"Tony Gonsolin","LAD","2","0","0","5","5","22.0","7.36","3.68","0.41",".230","84.7%","48.4%","4.8%","93.5","1.64","","3.42","4.13","0.4","19388"
"Eduardo Rodriguez","DET","0","2","0","5","5","25.1","8.17","2.84","1.07",".286","38.2%","34.2%","9.1%","92.5","5.33","","3.78","4.00","0.4","13164"
"Daniel Bard","COL","1","0","7","9","0","9.0","13.00","0.00","1.00",".222","87.0%","31.6%","10.0%","98.4","2.00","","1.99","2.06","0.4","7115"
"Yu Darvish","SDP","2","1","0","5","5","26.1","8.54","3.42","0.68",".264","66.2%","40.5%","7.7%","95.1","4.44","","3.56","3.91","0.4","13074"
"Chris Stratton","PIT","1","1","2","11","0","10.1","8.71","0.87","0.00",".432","58.8%","48.6%","0.0%","92.2","5.23","","1.46","3.04","0.4","13761"
"Kendall Graveman","CHW","0","1","1","12","0","13.1","9.45","2.70","0.00",".257","69.2%","58.8%","0.0%","96.2","1.35","","1.90","2.82","0.4","15514"
"Brock Burke","TEX","3","0","0","8","0","14.0","13.50","1.93","0.64",".387","82.2%","35.5%","10.0%","95.0","1.93","","1.68","1.72","0.4","17968"
"Trevor Stephan","CLE","2","0","0","11","0","11.1","10.32","2.38","0.00",".222","66.7%","51.9%","0.0%","96.8","1.59","","1.60","2.68","0.4","19932"
"Dillon Tate","BAL","0","1","0","11","0","13.0","6.92","1.38","0.00",".206","66.7%","55.9%","0.0%","","2.08","","2.03","2.76","0.4","17796"
"Taylor Rogers","SDP","0","0","10","11","0","10.2","8.44","0.84","0.00",".160","100.0%","48.0%","0.0%","94.3","0.00","","1.79","2.81","0.4","13449"
"Dillon Peters","PIT","3","0","0","8","2","16.2","7.02","3.24","0.00",".056","100.0%","52.8%","0.0%","93.0","0.00","","2.62","3.77","0.4","18790"
"Tim Mayza","TOR","1","0","0","11","0","9.2","9.31","0.93","0.00",".269","87.5%","65.4%","0.0%","","0.93","","1.35","1.49","0.4","15042"
"Antonio Senzatela","COL","2","1","0","4","4","19.2","2.75","1.37","0.46",".421","73.0%","42.7%","5.3%","94.0","3.66","","3.77","4.42","0.4","15488"
"Josiah Gray","WSN","3","2","0","5","5","26.0","10.73","4.85","1.04",".288","84.4%","25.0%","10.7%","93.6","3.12","","3.95","3.91","0.4","24580"
"Jalen Beeks","TBR","1","0","0","5","0","9.1","12.54","2.89","0.00",".235","100.0%","47.1%","0.0%","95.1","0.00","","1.28","2.01","0.4","17192"
"Kyle Gibson","PHI","2","1","0","5","5","27.2","8.46","3.90","0.98",".211","77.5%","60.3%","16.7%","92.1","2.93","","3.94","3.41","0.4","10123"
"Aaron Nola","PHI","1","3","0","5","5","27.2","11.06","1.63","1.63",".267","77.3%","56.3%","23.8%","92.4","3.90","","3.86","2.54","0.4","16149"
"Tyler Anderson","LAD","2","0","0","4","2","17.2","7.64","2.04","0.51",".250","79.5%","43.8%","5.9%","90.5","2.55","","3.16","3.73","0.4","12880"
"Kenley Jansen","ATL","0","0","7","10","0","10.0","11.70","1.80","0.00",".190","50.0%","28.6%","0.0%","","2.70","","1.10","2.73","0.4","3096"
"Erik Swanson","SEA","0","0","0","9","0","9.2","12.10","0.93","0.00",".304","100.0%","30.4%","0.0%","94.1","0.00","","0.73","2.27","0.4","16587"
"Jeff Hoffman","CIN","0","0","0","9","0","14.1","8.79","3.14","0.00",".325","77.8%","32.5%","0.0%","94.9","1.88","","2.20","4.28","0.4","17432"
"Collin McHugh","ATL","0","0","0","9","0","10.0","14.40","1.80","0.90",".440","71.4%","26.9%","8.3%","90.6","4.50","","1.80","2.13","0.4","7531"
"Scott Effross","CHC","0","1","0","11","1","11.1","9.53","0.79","0.00",".290","60.0%","48.4%","0.0%","91.4","1.59","","1.25","2.57","0.4","18384"
"Tanner Houck","BOS","2","1","0","5","3","18.2","8.20","4.82","0.00",".277","79.2%","38.3%","0.0%","95.4","2.41","","3.05","4.07","0.4","19879"
"Wil Crowe","PIT","1","1","1","9","0","16.2","9.18","2.70","0.00",".233","81.3%","50.0%","0.0%","94.8","1.08","","2.14","3.20","0.3","19800"
"Daniel Hudson","LAD","1","1","1","8","0","7.2","11.74","2.35","0.00",".211","66.7%","66.7%","0.0%","96.7","1.17","","1.28","1.99","0.3","7146"
"Michael Wacha","BOS","3","0","0","5","5","26.0","6.58","3.81","0.69",".162","94.3%","44.3%","8.0%","93.4","1.38","","3.91","4.22","0.3","14078"
"Alex Cobb","SFG","1","1","0","3","3","10.0","12.60","4.50","0.00",".452","42.1%","73.3%","0.0%","","5.40","","1.80","2.62","0.3","6562"
"Dany Jimenez","OAK","1","1","4","10","0","10.0","9.00","1.80","0.00",".276","80.0%","48.3%","0.0%","94.2","0.00","","1.70","3.33","0.3","21170"
"John Means","BAL","0","0","0","2","2","8.0","7.88","2.25","0.00",".320","70.0%","40.0%","0.0%","92.3","3.38","","2.10","3.63","0.3","16269"
"Keegan Thompson","CHC","2","0","0","6","0","20.1","7.52","2.21","0.44",".240","96.9%","58.0%","5.9%","94.2","0.89","","3.25","3.75","0.3","19795"
"Zack Greinke","KCR","0","2","0","5","5","28.0","2.25","0.96","0.64",".237","80.2%","39.4%","5.7%","88.8","2.57","","4.07","4.84","0.3","1943"
"Michael Fulmer","DET","1","0","1","10","0","10.1","6.97","1.74","0.00",".120","100.0%","40.0%","0.0%","94.6","0.00","","2.14","3.19","0.3","13218"
"Mitch Keller","PIT","0","4","0","5","5","23.2","7.99","2.66","1.14",".329","67.1%","54.7%","13.0%","96.5","5.32","","3.87","3.54","0.3","17594"
"Cristian Javier","HOU","2","0","0","5","2","18.2","9.64","2.41","0.48",".238","96.6%","26.2%","4.8%","93.8","0.96","","2.94","3.77","0.3","17606"
"Dane Dunning","TEX","1","1","0","5","5","26.0","9.00","2.77","1.04",".315","77.9%","50.0%","16.7%","","3.81","","3.64","3.08","0.3","19409"
"Jake Odorizzi","HOU","2","2","0","5","5","21.2","4.98","3.74","0.42",".294","60.8%","33.8%","3.3%","92.4","4.15","","3.98","5.26","0.3","6397"
"Trevor Gott","MIL","1","0","0","9","0","9.1","12.54","0.00","0.96",".263","89.3%","42.1%","12.5%","94.5","1.93","","2.03","1.80","0.3","15046"
"Kyle Nelson","ARI","0","0","0","10","0","10.2","10.13","1.69","0.00",".217","75.0%","36.4%","0.0%","91.4","1.69","","1.70","2.84","0.3","20515"
"Seranthony Dominguez","PHI","1","1","0","10","0","9.1","10.61","1.93","0.00",".364","63.6%","59.1%","0.0%","96.8","3.86","","1.71","2.29","0.3","19249"
"Gerrit Cole","NYY","2","0","0","5","5","24.0","10.13","3.75","1.13",".254","84.7%","40.3%","14.3%","97.5","3.00","","3.85","3.42","0.3","13125"
"Tyler Rogers","SFG","0","1","0","10","0","9.2","8.38","0.00","0.00",".292","75.0%","65.2%","0.0%","82.0","1.86","","1.55","2.11","0.3","15541"
"Drew Smith","NYM","0","0","0","10","0","11.1","11.91","3.97","0.00",".174","100.0%","26.1%","0.0%","95.9","0.00","","1.78","3.10","0.3","17755"
"Chasen Shreve","NYM","1","0","0","8","0","9.0","14.00","2.00","0.00",".250","66.7%","50.0%","0.0%","90.3","2.00","","0.66","1.11","0.3","10855"
"Jesse Chavez","- - -","0","0","0","8","0","12.2","9.24","1.42","0.71",".400","83.3%","30.6%","10.0%","90.6","2.84","","2.55","2.60","0.3","5448"
"Sam Hentges","CLE","0","0","0","9","0","11.0","12.27","0.00","0.00",".261","83.3%","56.5%","0.0%","95.0","0.82","","0.38","0.99","0.3","18548"
"Matt Foster","CHW","0","0","0","11","0","11.2","7.71","2.31","0.00",".226","90.0%","48.4%","0.0%","93.7","0.77","","2.16","3.67","0.3","19647"
"Jakob Junis","SFG","1","0","0","2","0","10.0","9.00","0.90","0.00",".292","100.0%","58.3%","0.0%","91.4","0.00","","1.40","2.49","0.3","13619"
"Cal Quantrill","CLE","1","1","0","5","5","28.0","5.46","4.82","0.32",".222","65.5%","36.3%","3.1%","92.5","3.54","","4.07","5.16","0.3","19312"
"Erick Fedde","WSN","2","2","0","5","5","25.0","7.92","3.60","1.08",".311","69.2%","44.2%","13.0%","","4.68","","4.10","3.79","0.3","17425"
"Jose Quintana","PIT","0","1","0","5","5","24.0","7.50","3.38","0.75",".275","77.2%","46.5%","9.5%","90.8","3.38","","3.65","3.75","0.3","11423"
"Bailey Ober","MIN","1","1","0","4","4","19.2","7.32","2.29","0.92",".283","75.5%","21.0%","6.1%","91.9","2.75","","3.56","4.52","0.3","21224"
"Luis Severino","NYY","2","0","0","5","5","24.0","8.63","2.63","1.13",".304","75.5%","47.9%","12.5%","96.7","3.75","","3.81","3.55","0.3","15890"
"A.J. Puk","OAK","0","0","0","7","0","11.1","10.32","1.59","0.00",".231","87.5%","44.0%","0.0%","96.6","0.79","","1.34","2.18","0.3","19343"
"Luis Garcia","SDP","0","1","0","8","0","7.2","7.04","0.00","0.00",".208","0.0%","70.8%","0.0%","","2.35","","1.54","2.25","0.3","6984"
"Lucas Giolito","CHW","1","1","0","4","4","19.2","14.64","3.66","1.83",".314","92.0%","30.8%","22.2%","93.6","3.20","","3.71","2.31","0.3","15474"
"Taylor Clarke","KCR","0","0","1","10","0","10.0","9.00","0.00","0.90",".259","90.9%","42.9%","7.7%","95.5","0.90","","2.40","2.87","0.3","17611"
"Jose Alvarado","PHI","0","0","0","10","0","7.2","12.91","2.35","0.00",".368","70.0%","52.6%","0.0%","98.1","3.52","","1.41","2.29","0.3","17780"
"Jimmy Herget","LAA","0","0","0","10","1","12.1","8.76","0.73","0.73",".385","57.7%","42.5%","11.1%","93.3","5.11","","2.46","2.39","0.3","17556"
"Devin Williams","MIL","1","0","2","11","0","9.1","16.39","7.71","0.00",".412","75.0%","52.9%","0.0%","94.4","3.86","","2.35","2.65","0.3","15816"
"Tyler Kinley","COL","0","0","0","11","0","10.0","11.70","4.50","0.00",".292","69.2%","54.2%","0.0%","95.9","0.90","","2.30","3.12","0.3","18297"
"Sean Doolittle","WSN","0","0","0","6","0","5.1","10.13","0.00","0.00",".091","100.0%","27.3%","0.0%","93.5","0.00","","0.85","2.89","0.3","1581"
"Andrew Kittredge","TBR","2","0","4","10","0","12.1","8.76","0.73","0.73",".138","87.0%","36.7%","6.7%","","1.46","","2.46","3.05","0.3","12828"
"John Brebbia","SFG","0","0","0","9","0","10.0","8.10","2.70","0.00",".160","71.4%","44.0%","0.0%","94.1","1.80","","2.20","3.70","0.3","12777"
"David Peterson","NYM","1","0","0","4","3","19.0","7.58","3.79","0.47",".235","81.6%","55.8%","5.9%","93.5","1.89","","3.37","3.90","0.3","20302"
"Matt Strahm","BOS","1","1","1","11","0","8.2","7.27","2.08","0.00",".240","50.0%","52.2%","0.0%","94.6","3.12","","2.18","3.59","0.3","13799"
"Rowan Wick","CHC","1","0","1","9","0","8.2","11.42","3.12","0.00",".348","81.8%","52.2%","0.0%","94.4","1.04","","1.60","2.54","0.3","14646"
"Yimi Garcia","TOR","0","2","0","11","0","10.1","6.10","2.61","0.00",".258","45.5%","51.6%","0.0%","94.4","4.35","","2.62","3.93","0.3","12095"
"Adam Cimber","TOR","4","1","1","12","0","12.1","5.84","0.00","0.73",".200","52.6%","42.9%","7.1%","87.1","2.19","","3.10","3.59","0.3","15288"
"Giovanny Gallegos","STL","0","1","5","8","0","8.0","7.88","2.25","0.00",".360","54.5%","28.0%","0.0%","93.6","5.63","","2.10","4.14","0.3","14986"
"Pierce Johnson","SDP","0","1","0","6","0","6.0","16.50","6.00","0.00",".462","70.0%","61.5%","0.0%","95.0","4.50","","1.44","1.89","0.3","13435"
"Alex Vesia","LAD","0","0","0","8","0","7.0","12.86","1.29","0.00",".267","100.0%","33.3%","0.0%","93.4","0.00","","0.68","2.03","0.3","25007"
"Robbie Ray","SEA","2","2","0","5","5","30.1","7.71","3.56","1.19",".268","74.9%","37.2%","10.8%","93.1","4.15","","4.39","4.33","0.3","11486"
"Rafael Montero","HOU","1","0","2","10","0","10.1","13.06","2.61","0.87",".318","100.0%","52.2%","16.7%","96.2","0.87","","2.33","1.86","0.3","12760"
"Dylan Bundy","MIN","3","2","0","5","5","25.0","7.92","1.80","1.44",".316","62.0%","46.3%","13.8%","89.4","5.76","","4.02","3.52","0.3","12917"
"Michael Lorenzen","LAA","3","1","0","4","4","23.2","5.32","3.04","0.76",".232","78.5%","51.4%","7.1%","95.6","3.04","","4.16","4.67","0.2","14843"
"Framber Valdez","HOU","1","2","0","5","5","26.1","6.49","4.78","0.34",".230","71.4%","73.3%","25.0%","93.3","3.42","","4.09","3.80","0.2","17295"
"Sandy Alcantara","MIA","2","1","0","5","5","31.0","7.55","4.06","0.87",".291","82.0%","48.8%","11.1%","97.4","2.90","","4.23","4.16","0.2","18684"
"Anthony Bass","MIA","0","1","0","12","0","12.0","9.75","2.25","0.75",".185","78.9%","39.3%","8.3%","95.1","1.50","","2.77","3.05","0.2","7982"
"Marcus Stroman","CHC","1","3","0","5","5","26.1","7.52","2.39","1.37",".267","55.1%","45.6%","14.8%","93.0","5.13","","4.21","3.62","0.2","13431"
"Tanner Rainey","WSN","0","0","3","7","0","7.0","9.00","1.29","0.00",".316","100.0%","42.1%","0.0%","95.8","0.00","","1.53","3.08","0.2","17610"
"Bryse Wilson","PIT","0","1","0","5","3","19.0","7.58","4.26","0.95",".236","61.3%","44.6%","9.5%","92.7","3.79","","4.21","4.34","0.2","19990"
"Collin Snider","KCR","2","1","0","12","0","10.0","8.10","3.60","0.00",".292","72.7%","54.2%","0.0%","94.2","2.70","","2.50","3.18","0.2","23307"
"Matt Wisler","TBR","1","0","0","10","2","12.0","8.25","1.50","0.75",".257","56.6%","16.7%","5.0%","90.5","1.50","","2.85","4.03","0.2","12804"
"Felix Bautista","BAL","0","1","0","10","0","10.0","9.90","3.60","0.90",".320","86.2%","20.0%","7.7%","97.9","2.70","","3.40","3.87","0.2","20666"
"Evan Phillips","LAD","1","1","0","10","0","10.0","11.70","0.90","0.90",".190","35.7%","50.0%","10.0%","96.0","4.50","","2.40","2.46","0.2","17734"
"Tyler Wells","BAL","0","2","0","5","5","18.0","7.00","2.00","1.50",".283","74.5%","41.8%","12.0%","94.2","4.50","","4.55","4.27","0.2","20000"
"Corey Knebel","PHI","0","1","4","10","0","10.1","7.84","2.61","0.00",".231","80.0%","46.2%","0.0%","95.3","0.87","","2.52","3.71","0.2","15010"
"Bryan Baker","BAL","1","1","0","10","0","9.1","10.61","0.96","0.96",".400","56.6%","42.3%","25.0%","93.8","5.79","","2.46","1.65","0.2","19804"
"Jhoan Duran","MIN","0","0","1","8","0","12.0","14.25","1.50","1.50",".286","83.3%","60.9%","40.0%","100.7","3.00","","2.60","1.00","0.2","21029"
"Alex Lange","DET","0","1","0","10","0","8.1","12.96","4.32","0.00",".316","81.8%","52.6%","0.0%","96.1","2.16","","2.02","3.00","0.2","19883"
"David Phelps","TOR","0","0","0","11","0","10.1","8.71","4.35","0.00",".250","72.7%","39.1%","0.0%","93.0","2.61","","2.62","3.54","0.2","6316"
"Chris Flexen","SEA","1","4","0","5","5","29.0","5.28","2.79","0.93",".244","79.9%","38.4%","7.9%","91.9","3.10","","4.21","4.64","0.2","13896"
