"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Jose Alvarado","PHI","3","2","1","48","0","40.0","13.73","5.18","0.45",".374","68.2%","54.3%","8.3%","98.1","4.05","3.16","2.52","2.75","0.9","17780"
"Bailey Ober","MIN","1","2","0","7","7","33.2","7.75","1.87","0.53",".327","64.7%","24.8%","3.8%","91.9","4.01","4.92","2.79","4.29","0.9","21224"
"Jose Suarez","LAA","5","6","0","17","15","79.0","8.77","3.42","1.25",".288","76.4%","37.3%","12.1%","92.8","4.10","3.82","4.23","4.12","0.9","19911"
"Nabil Crismatt","SDP","5","2","0","47","1","59.0","8.69","3.05","0.46",".295","70.2%","50.0%","6.4%","90.6","2.75","3.45","2.97","3.48","0.9","17732"
"Mike Clevinger","SDP","5","5","0","17","16","85.1","7.70","2.85","1.27",".249","79.1%","35.1%","10.6%","93.5","3.59","4.12","4.36","4.48","0.9","12808"
"Lance Lynn","CHW","4","5","0","15","15","84.1","9.71","1.39","1.71",".295","67.0%","42.3%","17.6%","93.0","4.70","3.95","4.14","3.26","0.9","2520"
"Jose Quijada","LAA","0","3","3","30","0","29.0","10.86","4.66","0.31",".235","69.6%","31.9%","2.7%","94.5","3.10","2.21","2.81","4.23","0.9","19200"
"Aaron Ashby","MIL","2","10","1","23","17","96.1","10.84","4.02","1.31",".323","68.6%","55.6%","19.7%","95.9","4.58","3.66","4.07","3.26","0.9","23550"
"Yimi Garcia","TOR","4","4","1","49","0","49.2","8.15","2.54","0.72",".215","77.8%","38.1%","6.0%","94.9","2.36","2.56","3.32","4.26","0.8","12095"
"Michael Fulmer","- - -","5","5","2","55","0","53.1","9.28","3.88","0.51",".284","72.5%","35.7%","5.3%","94.2","3.21","3.14","3.25","4.09","0.8","13218"
"Adrian Houser","MIL","4","9","0","17","16","80.2","7.03","3.90","0.89",".315","61.7%","47.1%","10.7%","94.8","5.02","4.82","4.15","4.23","0.8","12718"
"Drew Smyly","CHC","5","8","0","19","19","91.1","7.49","2.27","1.48",".285","78.6%","39.1%","12.0%","","3.84","4.15","4.48","4.35","0.8","11760"
"MacKenzie Gore","SDP","4","4","0","16","13","70.0","9.26","4.76","0.90",".312","74.1%","37.6%","9.2%","94.8","4.50","5.19","4.12","4.41","0.8","22201"
"Paul Sewald","SEA","3","4","17","55","0","54.2","10.21","2.47","1.15",".145","80.7%","32.0%","11.3%","92.6","2.47","2.16","3.50","3.50","0.8","13892"
"Nick Nelson","PHI","3","2","0","37","2","60.0","8.70","4.50","0.15",".312","64.7%","39.8%","1.5%","96.4","4.65","3.74","3.10","4.48","0.8","20153"
"Zach Plesac","CLE","3","11","0","23","23","127.0","7.02","2.62","1.35",".285","69.9%","40.7%","12.3%","92.2","4.39","5.29","4.50","4.33","0.8","19979"
"Daniel Lynch","KCR","4","9","0","22","22","108.1","8.39","3.82","1.25",".326","73.3%","39.2%","11.1%","94.2","4.82","4.86","4.44","4.47","0.8","21537"
"Dylan Lee","ATL","3","1","0","34","0","38.0","10.42","1.66","0.95",".310","74.2%","37.3%","9.5%","92.1","2.61","3.07","2.73","2.98","0.8","19996"
"Daniel Hudson","LAD","2","3","5","25","0","24.1","11.10","1.85","0.37",".271","75.2%","53.4%","6.7%","97.1","2.22","2.73","2.05","2.42","0.8","7146"
"Luis Severino","NYY","5","3","0","16","16","86.0","9.94","2.62","1.47",".251","81.2%","43.0%","15.6%","96.1","3.45","3.07","4.04","3.46","0.8","15890"
"Paul Blackburn","OAK","7","6","0","21","21","111.1","7.19","2.43","1.21",".290","74.2%","47.4%","13.9%","91.7","4.28","4.12","4.22","3.89","0.8","14739"
"Austin Gomber","COL","5","7","0","26","16","111.0","6.81","2.68","1.46",".307","64.2%","42.7%","14.2%","91.1","5.59","4.92","4.66","4.23","0.8","16561"
"Camilo Doval","SFG","4","6","19","55","0","55.0","10.80","4.25","0.65",".292","70.8%","53.6%","11.1%","","2.78","3.09","3.19","3.21","0.8","21992"
"David Phelps","TOR","0","2","1","55","0","52.1","9.63","4.64","0.17",".312","75.1%","34.6%","1.9%","93.3","2.92","3.93","2.83","4.04","0.8","6316"
"Andrew Bellatti","PHI","3","3","2","49","1","44.2","13.50","3.83","1.01",".357","71.7%","25.7%","9.3%","94.6","3.63","3.40","2.92","3.24","0.8","10657"
"Kenley Jansen","ATL","5","1","31","51","0","50.1","11.62","3.40","1.07",".274","72.6%","28.7%","9.0%","","3.75","2.38","3.28","3.68","0.8","3096"
"David Robertson","- - -","3","1","18","47","0","52.0","11.08","3.98","0.87",".217","89.8%","45.4%","9.8%","","2.08","2.82","3.41","3.60","0.8","8241"
"Dillon Tate","BAL","3","3","3","56","0","61.1","7.63","1.47","0.59",".266","74.1%","57.8%","10.0%","","2.64","3.09","3.06","3.16","0.8","17796"
"JP Sears","- - -","5","1","0","12","7","49.1","5.66","2.55","0.55",".266","83.0%","44.4%","5.2%","93.3","2.37","3.93","3.57","4.50","0.8","23429"
"James Karinchak","CLE","1","0","0","22","0","24.0","15.38","4.50","0.00",".268","87.5%","29.3%","0.0%","95.4","1.13","2.48","1.33","2.37","0.8","20151"
"Griffin Jax","MIN","5","3","1","52","0","61.0","10.33","2.51","0.89",".277","71.2%","49.0%","10.9%","95.4","3.39","3.25","3.04","3.08","0.8","20253"
"Dakota Hudson","STL","7","7","0","24","24","126.0","5.14","4.00","0.64",".294","71.3%","52.8%","8.2%","91.6","4.43","5.12","4.45","4.81","0.8","19206"
"Andre Pallante","STL","6","4","0","36","10","98.1","6.32","3.11","0.73",".305","83.1%","64.6%","15.4%","95.3","2.84","3.55","3.84","3.56","0.8","26108"
"Eric Lauer","MIL","10","6","0","25","25","142.1","8.47","3.22","1.58",".259","80.9%","33.1%","14.0%","93.3","3.54","4.21","4.64","4.19","0.8","19316"
"Pete Fairbanks","TBR","0","0","4","17","0","16.2","12.96","0.54","0.54",".273","83.3%","44.1%","8.3%","99.1","1.62","1.12","1.20","1.48","0.7","17998"
"Hunter Harvey","WSN","1","0","0","26","0","25.0","11.16","3.24","0.00",".300","66.7%","38.3%","0.0%","98.1","2.88","2.31","1.72","3.36","0.7","15507"
"Dennis Santana","TEX","3","7","1","50","1","46.2","8.29","4.24","0.19",".292","50.3%","50.4%","2.4%","97.7","5.40","3.60","3.10","4.11","0.7","17878"
"Tanner Houck","BOS","5","4","8","32","4","60.0","8.40","3.30","0.45",".288","75.5%","50.9%","7.1%","95.5","3.15","3.84","3.30","3.68","0.7","19879"
"Cionel Perez","BAL","7","1","1","55","0","47.0","8.62","3.45","0.38",".288","88.6%","52.8%","5.1%","97.2","1.53","3.58","2.97","3.64","0.7","19614"
"Adam Ottavino","NYM","5","3","3","55","0","54.2","10.70","2.30","0.99",".273","90.9%","50.7%","13.6%","94.8","2.14","2.48","3.16","2.91","0.7","1247"
"Tim Hill","SDP","3","0","0","45","0","39.1","5.03","2.06","0.00",".305","74.0%","60.6%","0.0%","91.4","2.75","2.88","2.84","3.85","0.7","16814"
"Will Vest","DET","3","3","1","47","0","51.2","9.23","3.14","0.52",".303","69.1%","51.0%","7.9%","95.3","3.66","3.50","2.93","3.25","0.7","19769"
"Matt Strahm","BOS","3","3","3","39","0","33.2","10.69","2.67","0.80",".299","65.2%","33.0%","7.1%","94.4","3.48","2.93","2.97","3.64","0.7","13799"
"Taylor Hearn","TEX","5","7","1","25","13","87.1","9.07","4.12","1.03",".327","68.6%","39.4%","10.8%","94.8","5.05","4.92","4.07","4.15","0.7","18325"
"Nathan Eovaldi","BOS","5","3","0","18","18","99.2","8.67","1.63","1.90",".303","75.8%","48.4%","19.3%","96.1","4.15","4.39","4.51","3.37","0.7","9132"
"Chris Archer","MIN","2","7","0","23","23","95.2","7.62","4.23","0.94",".262","67.0%","42.7%","9.6%","93.2","4.52","4.82","4.29","4.53","0.7","6345"
"Matt Manning","DET","1","2","0","8","8","40.1","7.14","2.23","1.12",".289","76.7%","36.5%","9.6%","93.8","3.79","3.98","3.89","4.17","0.7","20369"
"A.J. Puk","OAK","3","1","4","51","0","54.2","10.37","2.80","0.66",".271","77.4%","43.6%","8.7%","96.9","2.47","3.48","3.14","3.42","0.7","19343"
"Madison Bumgarner","ARI","6","13","0","27","27","141.2","6.54","2.86","1.27",".319","68.9%","37.9%","10.6%","91.0","4.83","5.58","4.65","4.77","0.7","5524"
"Connor Overton","CIN","1","0","0","4","4","24.2","3.65","2.55","0.00",".208","77.3%","43.1%","0.0%","91.6","1.82","3.90","3.16","4.71","0.7","18376"
"Wandy Peralta","NYY","2","3","3","49","0","49.2","7.25","3.08","0.36",".252","74.7%","52.6%","4.5%","95.2","2.72","2.75","3.12","3.90","0.7","14295"
"Tylor Megill","NYM","4","2","0","9","9","41.1","10.23","2.40","1.31",".303","65.7%","42.9%","16.2%","95.8","5.01","4.30","3.60","3.03","0.7","21318"
"Lucas Luetge","NYY","3","4","1","41","0","47.0","9.38","2.68","0.77",".315","81.2%","37.3%","6.8%","89.5","2.68","2.97","3.16","3.90","0.6","8337"
"Jose Berrios","TOR","9","5","0","26","26","140.1","8.14","2.18","1.73",".323","71.9%","39.6%","15.8%","93.9","5.32","5.19","4.73","4.02","0.6","14168"
"Enyel De Los Santos","CLE","3","0","1","40","0","44.0","9.61","2.66","0.61",".270","79.9%","40.2%","7.7%","95.6","2.66","4.21","2.89","3.31","0.6","18403"
"Roansy Contreras","PIT","4","4","0","16","13","74.0","8.51","4.01","1.22",".266","80.0%","37.3%","11.4%","96.1","3.41","4.92","4.40","4.39","0.6","22810"
"Brusdar Graterol","LAD","2","3","3","41","0","44.2","7.86","2.01","0.60",".240","68.6%","62.9%","10.0%","99.4","3.02","2.52","3.12","3.23","0.6","20367"
"Jesse Chavez","- - -","2","1","0","46","1","55.2","9.86","2.75","0.97",".346","72.9%","38.0%","11.3%","91.1","3.56","4.36","3.30","3.30","0.6","5448"
"Brad Keller","KCR","6","13","0","27","22","128.1","6.31","3.58","1.12",".307","65.9%","51.7%","12.8%","94.5","5.26","4.42","4.58","4.39","0.6","15734"
"Michael Lorenzen","LAA","6","6","0","13","13","71.0","6.97","3.80","1.01",".280","67.6%","51.9%","11.8%","95.1","4.94","4.12","4.47","4.41","0.6","14843"
"Brayan Bello","BOS","1","4","0","8","6","32.0","8.16","4.50","0.00",".408","65.0%","57.8%","0.0%","97.1","5.91","3.93","3.00","4.00","0.6","23920"
"Keegan Thompson","CHC","9","5","0","25","17","104.1","7.85","3.19","1.29",".291","75.2%","40.0%","12.1%","93.7","3.97","4.76","4.57","4.44","0.6","19795"
"Chris Stratton","- - -","7","4","2","50","1","55.0","8.67","3.44","0.65",".366","67.2%","45.2%","7.3%","92.8","4.58","4.24","3.34","3.86","0.6","13761"
"Ryne Stanek","HOU","2","1","1","49","0","45.1","9.73","5.56","0.40",".257","92.4%","37.8%","4.7%","98.6","1.19","3.16","3.39","4.20","0.6","15947"
"Jalen Beeks","TBR","2","3","2","36","7","54.1","10.44","3.15","0.99",".299","81.9%","45.3%","12.5%","95.3","2.65","3.66","3.40","3.26","0.6","17192"
"Lucas Gilbreath","COL","2","0","0","47","0","43.0","10.26","5.44","0.42",".330","70.1%","46.7%","6.1%","93.8","4.19","4.18","3.54","4.06","0.6","21290"
"Penn Murfee","SEA","4","0","0","50","1","55.0","9.49","2.13","0.82",".230","79.1%","35.7%","7.4%","89.1","2.62","2.46","2.96","3.59","0.6","25174"
"Patrick Corbin","WSN","6","17","0","27","27","134.2","7.89","3.07","1.67",".362","64.3%","44.1%","16.3%","92.1","6.28","6.34","4.92","4.17","0.6","9323"
"Jason Foley","DET","1","0","0","49","0","50.2","5.86","1.78","0.18",".337","72.5%","58.2%","2.5%","96.4","3.38","3.40","2.79","3.69","0.6","19531"
"Buck Farmer","CIN","1","1","1","32","0","34.2","10.38","4.67","0.52",".299","70.1%","40.9%","6.3%","94.8","3.89","3.87","3.21","3.81","0.6","14814"
"Domingo German","NYY","2","3","0","9","9","49.0","5.88","2.02","1.10",".257","79.1%","37.9%","9.5%","92.9","3.12","4.45","4.32","4.62","0.6","17149"
"Hunter Greene","CIN","4","12","0","20","20","102.2","11.13","3.59","2.02",".284","73.3%","27.9%","17.3%","98.8","5.26","4.36","4.96","3.95","0.6","22182"
"Trevor Rogers","MIA","4","10","0","20","20","93.2","8.46","4.04","1.15",".333","66.3%","42.0%","11.7%","94.6","5.57","4.92","4.41","4.36","0.6","22286"
"Sam Hentges","CLE","3","2","0","45","0","48.2","9.80","3.14","0.55",".274","76.8%","59.7%","10.0%","96.1","2.96","3.09","2.85","2.96","0.6","18548"
"Erick Fedde","WSN","5","9","0","21","21","100.1","7.18","4.40","1.35",".308","71.3%","41.9%","13.2%","","5.29","5.09","4.93","4.66","0.6","17425"
"Chris Flexen","SEA","7","9","1","24","21","124.0","6.24","3.41","1.16",".279","78.2%","32.2%","8.6%","91.8","3.92","4.73","4.60","5.11","0.6","13896"
"Kyle Finnegan","WSN","5","2","8","54","0","54.0","9.33","3.17","1.17",".263","80.1%","47.8%","15.9%","96.9","3.00","3.50","3.79","3.30","0.6","15009"
"Connor Brogdon","PHI","2","0","1","35","0","32.2","10.19","1.93","1.10",".307","86.4%","30.7%","10.0%","95.3","2.76","2.63","3.09","3.30","0.6","21205"
"Taylor Clarke","KCR","3","1","2","44","0","47.0","8.43","1.53","1.15",".309","67.9%","36.4%","9.5%","95.7","4.02","3.25","3.48","3.79","0.5","17611"
"Eduardo Rodriguez","DET","3","4","0","11","11","54.0","7.67","4.17","1.00",".283","63.6%","36.8%","8.6%","92.2","4.17","4.45","4.25","4.71","0.5","13164"
"Duane Underwood Jr.","PIT","1","4","0","37","0","44.0","8.59","4.30","0.20",".328","63.1%","45.3%","2.6%","96.3","4.50","4.15","3.21","4.22","0.5","14677"
"Hoby Milner","MIL","3","2","0","55","0","52.2","8.37","2.05","0.68",".302","68.4%","50.0%","8.7%","89.2","3.93","3.28","3.27","3.57","0.5","13346"
"Edward Cabrera","MIA","4","2","0","9","9","49.0","10.10","4.59","0.92",".202","88.0%","50.0%","12.2%","96.1","2.39","3.40","4.04","3.94","0.5","21690"
"Drew Hutchison","DET","2","7","0","23","13","82.0","5.82","3.73","0.88",".288","70.9%","40.6%","8.1%","92.8","4.06","5.16","4.38","4.88","0.5","10732"
"Steven Matz","STL","4","3","0","10","10","42.2","10.76","1.90","1.69",".336","66.2%","37.1%","18.2%","","5.70","3.76","3.94","3.02","0.5","13361"
"Kutter Crawford","BOS","3","6","0","21","12","77.1","8.96","3.38","1.40",".322","66.2%","31.3%","11.4%","94.7","5.47","4.60","4.35","4.32","0.5","20531"
"Trevor Williams","NYM","2","5","1","23","9","69.2","7.88","2.45","1.16",".277","84.0%","35.3%","10.3%","91.0","2.84","3.87","3.95","4.11","0.5","16977"
"Mark Melancon","ARI","3","10","17","50","0","44.0","6.14","3.68","0.41",".345","56.4%","45.3%","4.4%","91.1","5.11","4.09","3.64","4.55","0.5","4264"
"Nick Martinez","SDP","3","3","8","34","10","93.1","7.91","3.38","1.25",".281","83.3%","46.9%","14.0%","93.4","3.18","3.90","4.43","4.08","0.5","12730"
"Diego Castillo","SEA","7","2","6","48","0","44.2","9.07","3.83","0.60",".270","66.9%","43.2%","7.7%","95.8","3.43","3.16","3.39","3.80","0.5","17496"
"Jimmy Lambert","CHW","1","2","0","30","2","36.0","8.25","4.00","0.50",".291","80.1%","39.4%","4.9%","94.5","2.75","3.07","3.43","4.38","0.5","19541"
"Jovani Moran","MIN","0","1","1","21","0","26.1","12.30","5.13","0.00",".271","77.4%","52.5%","0.0%","93.3","2.05","2.46","2.10","3.15","0.5","20422"
"Seth Lugo","NYM","3","2","3","52","0","52.2","9.23","2.91","0.85",".292","81.0%","46.3%","9.6%","94.3","3.08","3.45","3.33","3.54","0.5","12447"
"Chad Kuhl","COL","6","8","0","22","22","112.2","6.95","3.83","1.60",".295","71.7%","35.6%","13.5%","93.6","5.19","5.19","5.27","4.89","0.5","14975"
"Alex Lange","DET","4","4","0","57","0","51.1","12.10","4.38","0.88",".303","67.2%","52.0%","13.2%","96.1","4.21","3.53","3.39","3.21","0.5","19883"
"Daulton Jefferies","OAK","1","7","0","8","8","39.1","6.41","1.83","0.92",".323","59.5%","46.6%","8.0%","92.8","5.72","3.71","3.78","4.33","0.5","19345"
"Carlos Estevez","COL","3","4","2","54","0","48.2","8.69","3.70","0.92",".275","69.1%","36.6%","8.8%","97.6","3.51","3.84","3.82","4.20","0.5","14542"
"Matt Brash","SEA","3","4","0","25","5","39.1","10.30","5.72","0.69",".370","72.8%","51.5%","11.5%","96.8","4.81","5.33","3.81","3.79","0.5","25756"
"Kendall Graveman","CHW","3","3","6","54","0","55.1","8.95","3.58","0.81",".305","79.4%","53.8%","12.5%","96.6","2.60","3.48","3.55","3.44","0.5","15514"
"Justin Lawrence","COL","2","1","0","24","0","28.1","11.75","5.72","0.32",".353","72.8%","50.0%","5.3%","","4.13","3.38","2.98","3.51","0.4","17639"
"Wade Miley","CHC","1","0","0","4","4","19.0","5.68","3.79","0.00",".259","75.0%","53.4%","0.0%","89.7","2.84","3.68","3.28","4.51","0.4","8779"
"Clarke Schmidt","NYY","5","4","2","19","3","41.2","8.21","4.10","0.43",".289","75.2%","42.5%","4.5%","94.7","3.02","3.38","3.43","4.36","0.4","19899"
"Kyle Nelson","ARI","2","0","0","39","1","34.2","7.27","2.86","0.26",".234","83.8%","41.3%","2.9%","91.8","1.56","3.58","3.01","4.11","0.4","20515"
"Joel Kuhnel","CIN","2","2","1","41","0","45.0","8.60","2.00","1.00",".333","67.3%","53.4%","14.3%","96.3","5.00","3.43","3.59","3.28","0.4","19995"
"Amir Garrett","KCR","3","1","0","48","0","37.1","9.16","6.51","0.00",".250","56.6%","41.1%","0.0%","93.8","5.30","3.48","3.50","4.79","0.4","14375"
"Trevor Megill","MIN","3","1","0","31","0","37.2","9.80","3.11","0.72",".337","68.4%","45.2%","8.8%","97.9","3.58","4.27","3.09","3.38","0.4","17722"
"Dany Jimenez","OAK","3","4","11","34","0","34.1","8.91","4.72","0.52",".231","65.4%","40.9%","4.9%","94.2","3.41","2.80","3.47","4.47","0.4","21170"
"Caleb Ferguson","LAD","1","0","0","25","0","24.1","8.51","3.70","0.00",".203","78.3%","42.4%","0.0%","94.6","1.85","2.50","2.59","3.85","0.4","19349"
"Wil Crowe","PIT","5","8","3","52","1","66.2","8.24","3.65","0.81",".262","72.8%","49.7%","10.2%","95.2","3.51","3.63","3.81","3.94","0.4","19800"
"Packy Naughton","STL","0","2","1","23","3","28.0","9.00","1.93","0.96",".349","65.1%","50.0%","10.7%","92.9","5.14","3.43","3.16","3.23","0.4","23292"
"Scott Barlow","KCR","5","4","20","57","0","62.0","9.00","2.32","1.31",".255","80.9%","49.7%","16.4%","93.8","2.61","3.18","3.93","3.34","0.4","14993"
"Yency Almonte","LAD","0","0","1","29","0","31.1","8.62","2.87","0.57",".208","95.7%","46.8%","7.7%","95.8","1.15","3.25","3.28","3.67","0.4","15068"
"Ryan Thompson","TBR","3","3","3","47","0","42.2","8.23","2.32","0.84",".280","60.3%","51.2%","10.3%","91.9","3.80","3.07","3.43","3.55","0.4","16647"
"Jake Woodford","STL","3","0","0","17","1","34.1","4.46","2.36","0.26",".248","78.7%","50.0%","2.9%","92.4","2.10","4.01","3.38","4.50","0.4","18674"
"Cody Stashak","MIN","3","0","0","11","0","16.1","8.27","0.00","0.55",".306","61.6%","26.0%","3.8%","90.9","3.86","2.82","2.08","3.62","0.4","18088"
"Gregory Soto","DET","2","7","24","50","0","48.0","9.00","4.69","0.38",".290","65.5%","45.6%","4.3%","98.7","3.56","4.51","3.66","4.53","0.4","19677"
"Kyle Bradish","BAL","3","5","0","17","17","87.0","8.69","3.31","1.55",".336","73.5%","44.7%","17.0%","","5.17","4.63","4.74","3.98","0.4","24586"
"Peter Strzelecki","MIL","1","1","0","17","0","20.1","11.07","4.43","0.00",".352","70.0%","26.9%","0.0%","93.6","3.10","3.60","2.28","3.73","0.4","21367"
"Ian Gibaut","- - -","1","0","0","22","0","24.1","13.32","4.07","1.11",".411","76.9%","30.5%","11.5%","96.1","4.44","3.55","3.24","3.21","0.3","17871"
"Adrian Morejon","SDP","3","0","0","18","0","24.0","8.25","1.88","0.75",".290","75.4%","38.6%","6.3%","96.8","3.00","2.80","3.12","3.99","0.3","20039"
"Brad Hand","PHI","3","2","5","49","0","40.2","7.75","5.09","0.22",".239","78.4%","40.4%","2.3%","92.8","2.21","3.48","3.78","5.05","0.3","9111"
"Alex Faedo","DET","1","5","0","12","12","53.2","7.38","4.19","1.17",".335","69.4%","31.2%","9.2%","92.8","5.53","5.54","4.63","5.01","0.3","19874"
"John Means","BAL","0","0","0","2","2","8.0","7.88","2.25","0.00",".320","70.0%","40.0%","0.0%","92.3","3.38","4.36","2.12","3.77","0.3","16269"
"Kyle Hendricks","CHC","4","6","0","16","16","84.1","7.04","2.56","1.60",".282","73.6%","36.2%","13.5%","87.1","4.80","5.05","4.83","4.45","0.3","12049"
"Victor Arano","WSN","1","1","1","43","0","42.0","9.43","2.57","1.07",".344","58.9%","51.6%","13.5%","94.4","4.50","3.60","3.72","3.46","0.3","15915"
"Keegan Akin","BAL","3","1","2","37","0","70.0","7.97","2.06","1.16",".237","76.7%","50.0%","14.1%","93.6","2.70","3.87","3.71","3.38","0.3","19362"
"Jordan Hicks","STL","3","6","0","30","8","54.2","9.55","5.43","0.66",".263","66.8%","58.4%","12.5%","98.0","4.94","4.01","4.15","4.05","0.3","19618"
"Josh Hader","- - -","2","5","30","45","0","39.2","15.43","4.31","1.82",".378","66.3%","26.7%","17.8%","","6.35","3.90","3.98","3.02","0.3","14212"
"Konnor Pilkington","CLE","1","2","0","12","9","45.1","7.94","4.76","0.79",".324","70.6%","39.9%","7.4%","92.1","4.17","4.79","4.22","4.82","0.3","21453"
"Colin Holderman","- - -","5","0","0","24","0","28.1","7.62","4.45","0.00",".263","63.2%","45.3%","0.0%","96.9","3.81","3.58","3.33","4.78","0.3","22361"
"Chad Green","NYY","1","1","1","14","0","15.0","9.60","3.00","0.60",".300","72.3%","25.0%","4.5%","94.8","3.00","3.23","2.85","4.14","0.3","15552"
"Aaron Loup","LAA","0","4","0","52","0","47.1","9.13","3.42","0.76",".285","53.7%","48.2%","9.5%","","3.99","4.36","3.71","3.92","0.3","10343"
"Seth Martinez","HOU","0","2","0","26","0","35.0","8.49","3.34","0.77",".231","82.8%","40.9%","7.7%","92.0","2.31","2.71","3.55","4.07","0.3","21045"
"Lance McCullers Jr.","HOU","2","1","0","4","4","21.2","8.31","5.82","0.42",".305","88.6%","47.5%","5.6%","","2.08","4.07","3.81","4.43","0.3","14120"
"Erasmo Ramirez","WSN","4","1","0","50","2","70.1","6.65","1.54","1.15",".282","82.6%","45.8%","12.7%","93.8","2.94","3.58","4.03","3.85","0.3","10314"
"Ryan Brasier","BOS","0","3","1","56","0","51.1","9.12","1.93","1.40",".362","54.9%","40.6%","12.7%","95.9","6.49","4.33","3.82","3.60","0.3","5615"
"Eli Morgan","CLE","4","3","0","40","1","53.0","10.53","1.70","1.70",".232","62.2%","28.4%","13.9%","92.2","4.08","3.07","3.91","3.45","0.3","20203"
"Shawn Armstrong","- - -","2","1","1","40","1","47.2","9.82","2.27","1.13",".358","70.3%","44.8%","12.2%","95.5","4.72","3.28","3.58","3.45","0.3","12857"
"Jackson Stephens","ATL","2","2","2","32","0","44.0","8.80","3.89","0.61",".305","61.9%","46.2%","8.1%","94.0","3.89","3.66","3.55","3.90","0.3","14420"
"Brad Boxberger","MIL","3","3","1","55","0","49.1","9.49","4.56","0.91",".281","83.3%","33.3%","8.8%","92.9","2.92","3.76","3.91","4.29","0.3","10133"
"Austin Davis","BOS","2","1","0","50","3","54.1","10.10","4.80","0.83",".331","65.1%","33.5%","7.5%","94.2","5.47","4.54","3.95","4.56","0.3","17117"
"Ron Marinaccio","NYY","1","0","0","30","0","34.2","10.64","4.15","0.52",".178","84.3%","41.9%","5.9%","94.7","1.82","2.65","3.32","4.01","0.3","23488"
"Luke Weaver","- - -","1","1","0","20","1","25.1","9.59","4.26","0.36",".432","55.3%","39.3%","4.0%","94.7","7.46","6.26","3.04","3.98","0.3","16918"
"Davis Martin","CHW","2","4","0","10","5","44.0","6.14","3.07","1.02",".263","70.0%","38.5%","10.0%","93.9","4.09","4.73","4.39","4.58","0.3","21448"
"Manny Banuelos","- - -","1","1","1","25","0","30.0","9.00","4.50","0.30",".278","66.5%","56.4%","4.8%","93.7","3.60","3.53","3.15","3.75","0.3","5365"
"Joely Rodriguez","NYM","0","4","0","46","0","40.1","10.26","5.36","0.45",".330","62.5%","51.9%","7.1%","92.8","4.91","3.84","3.34","3.72","0.3","11487"
"Pierce Johnson","SDP","0","1","0","6","0","6.0","16.50","6.00","0.00",".462","70.0%","61.5%","0.0%","95.0","4.50","2.50","1.45","1.94","0.3","13435"
"Dylan Floro","MIA","0","2","3","42","0","39.1","7.78","2.52","0.92",".302","67.6%","45.8%","9.8%","92.2","3.66","3.60","3.55","3.76","0.3","13394"
"Tommy Nance","MIA","0","2","0","25","2","35.1","11.97","4.58","0.76",".393","74.8%","50.5%","12.0%","93.6","4.33","3.87","3.35","3.28","0.3","19178"
"Joel Payamps","- - -","3","3","0","34","0","49.0","6.61","2.94","0.92",".305","79.4%","52.9%","10.4%","94.9","2.94","3.98","4.08","4.19","0.3","14332"
"Sean Doolittle","WSN","0","0","0","6","0","5.1","10.13","0.00","0.00",".091","100.0%","27.3%","0.0%","93.5","0.00","1.06","0.87","3.07","0.3","1581"
"Bryce Elder","ATL","1","3","0","7","6","34.1","7.86","4.98","0.79",".266","78.1%","46.3%","8.6%","92.3","3.67","6.07","4.34","4.70","0.3","27779"
"Zach Pop","- - -","2","0","0","25","0","26.2","5.06","0.68","0.68",".330","74.5%","55.4%","8.3%","","3.38","3.33","3.31","3.65","0.3","20185"
"Tanner Scott","MIA","4","5","19","56","0","53.1","12.66","6.24","0.84",".314","69.7%","46.8%","14.3%","96.9","4.39","3.93","3.78","3.52","0.3","17586"
"Alex Colome","COL","2","7","4","48","0","43.2","6.18","3.92","0.62",".333","62.3%","55.5%","7.5%","94.6","4.74","5.36","3.95","4.40","0.3","6661"
"Jeff Brigham","MIA","0","0","1","5","0","9.2","9.31","3.72","0.00",".321","61.5%","22.2%","0.0%","94.9","3.72","3.43","2.29","4.12","0.3","16631"
"Tanner Rainey","WSN","1","3","12","29","0","30.0","10.80","3.90","1.50",".284","71.9%","31.6%","12.5%","97.0","3.30","3.95","4.19","3.98","0.3","17610"
"Garrett Richards","TEX","1","1","1","32","2","42.2","7.59","2.74","0.63",".315","57.3%","52.6%","7.5%","94.4","5.27","4.39","3.47","3.93","0.3","9784"
"Brett Martin","TEX","1","7","3","51","1","46.0","7.04","3.13","0.78",".289","71.2%","52.6%","11.4%","93.7","3.52","3.76","3.73","3.72","0.2","17369"
"Jose Leclerc","TEX","0","1","2","28","0","36.2","9.82","3.44","1.23",".218","81.8%","30.4%","9.6%","96.2","3.19","2.88","4.02","4.33","0.2","14524"
"Matt Bush","- - -","2","2","3","53","5","48.2","11.28","2.77","1.48",".252","67.8%","38.8%","15.7%","97.5","3.33","2.42","3.80","3.20","0.2","1246"
"Marco Gonzales","SEA","10","12","0","26","26","146.2","4.91","2.70","1.29",".287","74.2%","43.4%","11.3%","88.6","3.99","4.82","4.93","4.93","0.2","15467"
"Matthew Festa","SEA","2","0","2","42","0","42.0","11.14","2.57","1.29",".271","77.1%","37.0%","12.5%","92.7","3.43","3.07","3.50","3.32","0.2","19330"
