"Name","Team","W","L","SV","G","GS","IP","K/9","BB/9","HR/9","BABIP","LOB%","GB%","HR/FB","vFA (pi)","ERA","xERA","FIP","xFIP","WAR","playerid"
"Edwin Diaz","NYM","3","1","29","53","0","53.1","17.04","2.87","0.51",".337","89.5%","48.8%","10.7%","99.2","1.52","1.75","1.13","1.17","2.5","14710"
"Ross Stripling","TOR","6","4","1","26","18","101.0","7.66","1.43","0.71",".280","73.1%","47.7%","7.4%","91.9","2.94","3.50","2.95","3.49","2.4","13273"
"Logan Gilbert","SEA","11","5","0","27","27","155.2","8.21","2.43","0.98",".295","76.8%","35.5%","9.3%","96.0","3.35","4.09","3.60","3.90","2.4","22250"
"Brandon Woodruff","MIL","9","4","0","21","21","114.1","10.71","2.68","1.10",".297","75.0%","35.9%","10.8%","96.4","3.54","3.48","3.33","3.41","2.4","16162"
"Drew Rasmussen","TBR","9","4","0","23","23","116.2","7.95","2.08","0.77",".262","76.6%","46.8%","9.1%","95.8","2.70","3.55","3.24","3.51","2.3","25385"
"Triston McKenzie","CLE","9","11","0","25","24","152.2","8.78","2.30","1.30",".231","80.2%","31.6%","11.3%","92.6","3.18","3.79","3.91","3.91","2.3","18000"
"Blake Snell","SDP","6","7","0","18","18","93.0","12.00","3.97","0.87",".324","73.0%","37.1%","9.3%","95.6","3.87","3.48","3.10","3.37","2.3","13543"
"George Kirby","SEA","6","3","0","19","19","102.2","9.38","1.23","1.05",".326","78.8%","46.0%","10.3%","95.6","3.16","3.23","3.11","3.25","2.3","25436"
"Cristian Javier","HOU","8","9","0","25","20","120.1","11.74","3.29","1.20",".240","82.6%","24.9%","10.1%","93.9","3.07","2.65","3.49","3.70","2.2","17606"
"Jeffrey Springs","TBR","7","4","0","27","19","106.2","9.87","2.19","1.01",".291","83.2%","42.3%","10.8%","91.7","2.62","3.35","3.12","3.19","2.2","17677"
"Miles Mikolas","STL","10","10","0","27","27","168.1","6.63","1.60","1.12",".252","72.6%","45.1%","12.0%","93.6","3.48","3.90","3.91","3.81","2.2","9803"
"Brady Singer","KCR","7","4","0","22","19","121.2","9.17","2.22","1.11",".300","79.5%","47.1%","14.2%","92.4","3.33","3.82","3.62","3.30","2.2","25377"
"JT Brubaker","PIT","3","11","0","24","24","127.0","9.35","3.33","0.92",".334","69.1%","44.2%","10.2%","93.0","4.39","4.33","3.65","3.79","2.2","17578"
"Ranger Suarez","PHI","8","5","0","23","23","123.2","7.71","3.42","0.73",".297","71.1%","56.3%","10.5%","93.4","3.42","3.58","3.65","3.72","2.1","17277"
"Tyler Mahle","- - -","6","8","0","23","23","120.2","9.40","3.21","1.19",".278","69.5%","35.6%","10.4%","93.3","4.40","3.35","3.87","4.02","2.1","16358"
"Noah Syndergaard","- - -","8","9","0","21","21","115.0","6.65","2.19","0.86",".301","70.8%","41.6%","8.0%","94.5","4.07","4.45","3.72","4.24","2.1","11762"
"Pablo Lopez","MIA","8","8","0","26","26","146.0","8.75","2.77","1.05",".281","75.2%","45.7%","12.9%","93.2","3.64","4.01","3.76","3.57","2.1","17085"
"Sonny Gray","MIN","7","4","0","21","21","104.2","8.68","2.84","0.77",".273","77.2%","43.7%","8.7%","92.2","3.10","3.71","3.43","3.77","2.1","12768"
"Robbie Ray","SEA","12","8","0","27","27","161.2","10.19","2.95","1.34",".275","81.1%","40.7%","14.6%","93.6","3.45","3.43","3.88","3.44","2.0","11486"
"Ryan Helsley","STL","9","1","12","43","0","53.1","13.33","2.53","0.68",".177","92.1%","35.4%","7.8%","99.5","1.01","1.95","1.98","2.41","2.0","18138"
"Emmanuel Clase","CLE","2","3","30","59","0","55.2","9.38","0.97","0.32",".199","74.5%","64.0%","7.1%","","1.13","1.75","1.83","2.10","1.9","21032"
"Reynaldo Lopez","CHW","5","3","0","48","1","52.1","9.63","1.55","0.00",".312","63.0%","43.7%","0.0%","97.1","2.92","2.77","1.55","2.82","1.9","16400"
"Taijuan Walker","NYM","10","3","0","23","23","122.2","6.82","2.79","0.73",".281","75.9%","46.3%","8.3%","93.9","3.45","4.24","3.74","4.13","1.9","11836"
"Nick Pivetta","BOS","9","10","0","27","27","150.1","8.68","3.35","1.20",".299","74.6%","38.2%","10.9%","93.5","4.37","4.36","4.14","4.21","1.9","15454"
"Carlos Carrasco","NYM","13","5","0","23","23","126.1","8.83","2.35","1.07",".330","77.3%","46.3%","12.6%","93.4","3.92","4.18","3.65","3.49","1.9","6632"
"Johnny Cueto","CHW","7","6","0","20","19","129.0","5.72","1.88","0.91",".280","79.7%","44.6%","8.6%","91.6","2.93","3.84","3.88","4.29","1.8","6893"
"Luis Garcia","HOU","11","8","0","24","24","135.1","9.24","2.79","1.33",".266","71.3%","36.6%","12.5%","94.1","3.99","3.60","3.94","3.76","1.8","23735"
"Frankie Montas","- - -","4","11","0","24","24","130.1","8.91","2.42","1.17",".299","71.1%","45.8%","13.8%","96.3","3.94","4.04","3.76","3.45","1.8","14309"
"Jon Gray","TEX","7","6","0","19","19","103.1","10.10","2.96","1.05",".286","71.2%","43.4%","12.6%","96.0","3.83","3.55","3.49","3.33","1.8","14916"
"Charlie Morton","ATL","7","5","0","26","26","146.0","10.79","3.21","1.29",".288","76.3%","39.6%","15.0%","95.0","4.01","3.95","3.97","3.51","1.8","4676"
"Dean Kremer","BAL","6","4","0","16","16","89.1","6.85","1.91","0.71",".313","77.3%","37.6%","6.7%","93.6","3.22","4.27","3.39","4.10","1.8","19350"
"Devin Williams","MIL","6","3","9","56","0","51.0","13.94","4.24","0.35",".258","79.3%","47.4%","6.9%","94.3","1.76","2.14","2.06","2.39","1.7","15816"
"A.J. Minter","ATL","5","4","5","61","0","56.1","12.14","1.60","0.64",".294","72.3%","37.8%","7.0%","96.6","2.24","2.46","2.04","2.60","1.7","18655"
"Freddy Peralta","MIL","4","3","0","14","14","68.1","9.61","3.03","0.66",".241","69.7%","41.6%","6.8%","92.8","3.56","2.77","3.08","3.72","1.7","18679"
"John Schreiber","BOS","3","3","6","53","0","54.1","10.27","2.15","0.33",".260","73.7%","57.3%","5.1%","94.7","2.15","2.35","2.26","2.83","1.7","20020"
"Kyle Freeland","COL","7","9","0","26","26","147.2","6.34","2.74","1.10",".310","70.3%","41.8%","10.8%","90.4","4.75","5.33","4.52","4.59","1.7","16256"
"Alex Wood","SFG","8","12","0","26","26","130.2","9.02","2.07","1.17",".315","63.9%","48.2%","14.4%","90.6","5.10","3.98","3.77","3.41","1.7","13781"
"Cole Irvin","OAK","7","11","0","24","24","147.2","6.34","1.65","1.10",".256","74.4%","38.4%","9.6%","90.9","3.35","4.48","3.93","4.21","1.7","19244"
"Mitch Keller","PIT","4","10","0","25","23","124.0","7.77","3.34","0.87",".332","69.5%","49.5%","10.8%","95.7","4.43","4.27","3.94","3.99","1.7","17594"
"Michael King","NYY","6","3","1","34","0","51.0","11.65","2.82","0.53",".281","76.9%","47.0%","9.1%","96.5","2.29","2.82","2.24","2.42","1.7","19853"
"Jordan Lyles","BAL","10","9","0","27","27","152.1","7.27","2.84","1.18",".323","74.7%","39.8%","10.0%","92.0","4.25","4.73","4.28","4.51","1.6","7593"
"Kyle Gibson","PHI","9","6","0","26","26","140.2","7.42","2.69","1.15",".284","69.5%","46.0%","12.4%","92.1","4.48","4.21","4.22","4.07","1.6","10123"
"Jacob deGrom","NYM","4","1","0","6","6","36.1","13.62","0.74","0.74",".209","75.9%","38.6%","10.0%","99.3","1.98","1.86","1.41","1.55","1.6","10954"
"Evan Phillips","LAD","5","3","2","52","0","51.2","10.10","2.09","0.35",".191","79.5%","43.5%","4.2%","96.1","1.22","2.25","2.19","3.05","1.6","17734"
"Taylor Rogers","- - -","3","6","30","54","0","53.2","11.24","1.84","0.50",".323","61.5%","43.7%","6.1%","94.3","4.19","3.76","2.47","3.08","1.6","13449"
"Jameson Taillon","NYY","12","4","0","26","26","140.2","7.49","1.54","1.41",".273","75.5%","41.5%","13.5%","94.1","3.97","4.18","4.09","3.76","1.6","11674"
"Reid Detmers","LAA","5","5","0","21","21","108.0","8.75","3.42","1.08",".267","77.1%","37.3%","10.8%","93.3","3.67","4.04","4.05","4.11","1.6","27468"
"Trevor Stephan","CLE","4","3","2","51","0","51.1","11.92","2.28","0.35",".346","77.3%","46.8%","4.7%","96.8","2.28","2.10","1.85","2.58","1.6","19932"
"Jesus Luzardo","MIA","3","6","0","12","12","65.1","10.06","3.44","0.69",".241","65.6%","43.2%","8.5%","96.6","3.44","3.04","3.03","3.36","1.5","19959"
"Michael Wacha","BOS","10","1","0","17","17","95.0","7.20","2.46","0.95",".232","82.6%","41.0%","10.1%","93.4","2.56","4.27","3.81","3.97","1.5","14078"
"Andres Munoz","SEA","2","5","3","53","0","54.0","14.00","2.33","0.83",".314","74.5%","50.5%","14.3%","100.2","2.83","1.93","2.16","1.91","1.5","20373"
"Garrett Whitlock","BOS","3","2","6","28","9","75.1","9.32","1.67","1.08",".274","71.9%","40.3%","11.0%","96.1","3.46","3.11","3.20","3.24","1.5","20191"
"Hector Neris","HOU","4","4","3","59","0","56.1","10.54","2.40","0.32",".276","66.4%","33.8%","3.2%","94.4","3.36","3.25","2.36","3.51","1.4","11804"
"Cal Quantrill","CLE","11","5","0","25","25","149.0","5.92","2.48","1.03",".263","74.9%","41.6%","9.9%","93.8","3.50","4.48","4.28","4.49","1.4","19312"
"Seranthony Dominguez","PHI","6","4","9","46","0","44.0","11.05","2.86","0.41",".245","86.4%","49.0%","6.1%","97.7","1.64","2.77","2.28","2.79","1.4","19249"
"David Peterson","NYM","7","3","0","21","17","95.0","10.42","3.88","0.85",".310","76.9%","51.4%","14.1%","93.6","3.32","3.93","3.55","3.31","1.4","20302"
"Anthony Bass","- - -","3","3","0","60","0","57.2","9.05","2.18","0.47",".267","85.2%","44.4%","5.5%","95.1","1.40","2.77","2.51","3.24","1.4","7982"
"Graham Ashcraft","CIN","5","3","0","16","16","93.0","6.19","2.23","0.87",".305","73.3%","54.8%","11.8%","97.2","3.97","3.84","3.94","3.88","1.4","27552"
"Antonio Senzatela","COL","3","7","0","19","19","92.1","5.26","2.24","0.88",".383","70.4%","49.4%","11.3%","94.3","5.07","5.26","4.06","4.07","1.4","15488"
"Erik Swanson","SEA","2","0","3","45","1","43.0","11.30","1.47","0.42",".273","96.5%","32.3%","4.3%","93.9","0.84","2.25","1.77","2.77","1.4","16587"
"Marcus Stroman","CHC","3","6","0","19","19","101.2","7.52","2.57","1.06",".278","67.2%","51.0%","14.3%","93.0","3.98","4.36","3.87","3.55","1.3","13431"
"Joe Jimenez","DET","3","2","2","56","0","51.1","12.27","2.10","0.53",".314","67.6%","34.4%","5.5%","95.9","3.16","2.84","1.85","2.67","1.3","15761"
"German Marquez","COL","7","10","0","25","25","146.2","7.36","3.07","1.41",".299","67.7%","47.5%","16.9%","95.8","4.97","4.57","4.59","3.91","1.3","15038"
"David Bednar","PIT","3","4","17","40","0","46.2","12.15","2.70","0.77",".302","72.7%","33.0%","8.7%","96.7","2.70","3.07","2.50","2.83","1.3","19569"
"Scott Effross","- - -","1","4","2","55","1","52.1","9.97","2.24","0.52",".292","63.7%","43.1%","5.8%","90.9","2.75","2.31","2.39","3.11","1.3","18384"
"Jason Adam","TBR","2","2","8","59","0","55.1","11.06","2.11","0.65",".171","90.7%","40.4%","7.8%","95.2","1.30","2.03","2.63","3.05","1.3","11861"
"Joe Ryan","MIN","10","7","0","22","22","118.1","9.20","2.66","1.45",".262","77.5%","26.5%","10.8%","91.9","3.88","3.76","4.28","4.37","1.3","21390"
"Brooks Raley","TBR","1","1","6","49","0","44.2","11.08","2.22","0.20",".273","75.1%","36.4%","2.6%","91.0","2.22","2.37","2.09","3.08","1.3","10061"
"Ryan Pressly","HOU","3","3","25","39","0","37.2","10.99","2.15","0.48",".279","65.2%","44.2%","7.4%","94.4","3.11","2.73","2.09","2.45","1.3","7005"
"Felix Bautista","BAL","4","3","11","59","0","59.0","11.90","2.59","1.07",".205","94.4%","43.9%","14.6%","99.1","1.53","2.48","2.93","2.59","1.2","20666"
"Luis Garcia","SDP","4","6","3","51","0","48.1","10.06","2.42","0.56",".333","68.6%","57.1%","9.7%","100.3","3.35","2.97","2.75","2.88","1.2","6984"
"Rich Hill","BOS","6","5","0","20","20","93.2","7.30","2.79","1.06",".292","67.2%","41.4%","10.1%","88.6","4.52","4.21","4.05","4.23","1.2","4806"
"Braxton Garrett","MIA","2","6","0","13","13","68.2","9.31","2.23","0.92",".316","73.9%","46.6%","11.9%","91.4","3.67","3.93","3.47","3.41","1.2","21844"
"Jimmy Herget","LAA","1","1","5","37","1","54.2","8.73","2.14","0.66",".246","76.4%","41.0%","8.5%","92.5","2.63","3.25","2.96","3.27","1.2","17556"
"Rafael Montero","HOU","4","2","11","58","0","55.2","9.70","3.40","0.32",".284","74.0%","53.9%","4.8%","96.5","2.59","2.88","2.67","3.31","1.2","12760"
"Daniel Bard","COL","3","4","28","47","0","47.1","10.27","4.18","0.57",".231","80.7%","51.3%","8.1%","97.9","2.28","2.69","3.25","3.57","1.2","7115"
"Giovanny Gallegos","STL","2","5","13","47","0","50.0","10.80","2.34","0.90",".267","72.1%","27.6%","7.4%","94.4","2.88","2.91","2.80","3.50","1.2","14986"
"Zack Greinke","KCR","4","8","0","21","21","108.2","5.30","1.74","1.16",".306","72.9%","40.2%","10.2%","89.3","4.14","5.26","4.28","4.46","1.2","1943"
"Collin McHugh","ATL","2","2","0","46","0","57.1","9.26","1.73","0.63",".260","78.2%","37.3%","6.5%","91.1","2.67","3.14","2.81","3.49","1.1","7531"
"Bryan Baker","BAL","4","3","0","53","2","55.0","9.82","3.60","0.33",".331","67.4%","43.0%","3.9%","96.1","4.09","3.58","2.78","3.66","1.1","19804"
"Mitch White","- - -","1","5","0","20","15","79.0","7.63","3.08","0.91",".310","68.5%","41.5%","8.7%","93.8","4.67","4.04","3.84","4.24","1.1","19225"
"Bryan Abreu","HOU","4","0","2","43","0","49.2","12.87","3.81","0.18",".327","78.9%","48.1%","2.9%","97.3","1.99","3.07","2.03","2.81","1.1","16609"
"Lucas Giolito","CHW","10","8","0","24","24","128.0","9.98","3.38","1.55",".355","70.3%","38.5%","15.8%","93.0","5.27","4.18","4.28","3.64","1.1","15474"
"Andrew Chafin","DET","1","2","1","50","0","45.2","10.84","1.97","0.59",".274","67.0%","51.3%","7.9%","91.6","2.76","2.35","2.35","2.72","1.1","12988"
"Jorge Lopez","- - -","4","7","23","56","0","60.0","9.45","3.15","0.45",".258","77.2%","58.2%","7.7%","97.3","1.95","3.18","3.02","3.32","1.1","14527"
"Austin Voth","- - -","4","2","0","36","13","81.2","8.04","2.76","1.10",".319","71.3%","35.5%","9.6%","93.7","4.41","4.18","3.88","4.16","1.1","15047"
"Jake Odorizzi","- - -","5","5","0","17","17","85.1","6.86","2.53","1.16",".281","71.6%","33.5%","9.3%","92.3","3.90","3.95","4.22","4.58","1.1","6397"
"Tyler Wells","BAL","7","6","0","20","20","94.2","6.46","2.19","1.33",".246","75.5%","35.2%","10.3%","93.8","3.90","3.82","4.40","4.58","1.1","20000"
"Brock Burke","TEX","6","3","0","45","0","69.2","9.69","2.58","0.78",".259","83.3%","39.5%","7.9%","95.1","1.55","3.33","2.99","3.47","1.1","17968"
"Dylan Bundy","MIN","7","6","0","23","23","113.1","6.35","1.91","1.27",".285","69.9%","36.1%","9.8%","89.2","4.53","3.95","4.26","4.55","1.1","12917"
"Jose Urquidy","HOU","12","5","0","24","24","139.0","7.06","2.01","1.49",".260","79.8%","35.5%","11.7%","93.6","3.69","4.60","4.50","4.42","1.1","18413"
"Dane Dunning","TEX","3","7","0","25","25","134.0","7.86","3.56","1.01",".306","74.4%","54.2%","13.3%","89.0","4.16","4.27","4.24","4.02","1.1","19409"
"Zach Eflin","PHI","3","5","0","13","13","68.0","7.41","1.99","1.06",".287","66.4%","43.5%","10.3%","93.3","4.37","3.50","3.84","4.00","1.1","13774"
"Michael Kopech","CHW","4","9","0","23","23","110.2","7.97","4.47","1.06",".228","75.8%","35.9%","9.0%","95.1","3.58","3.84","4.45","4.85","1.1","17282"
"Clay Holmes","NYY","5","3","17","51","0","51.0","9.53","2.82","0.18",".256","77.7%","80.6%","9.1%","97.8","2.29","2.14","2.67","2.73","1.1","13649"
"Craig Kimbrel","LAD","4","5","21","49","0","46.2","11.96","4.05","0.39",".366","67.0%","38.5%","3.6%","96.0","4.05","3.53","2.50","3.67","1.1","6655"
"Liam Hendriks","CHW","3","3","29","47","0","47.0","12.83","2.11","1.34",".308","75.8%","32.7%","13.2%","97.7","3.26","2.63","2.97","2.69","1.0","3548"
"Nick Lodolo","CIN","3","5","0","13","13","67.0","11.01","3.90","1.07",".357","76.9%","40.9%","12.9%","94.5","4.30","4.15","4.11","3.91","1.0","26378"
"Joe Mantiply","ARI","2","5","2","60","0","53.2","9.22","0.67","0.84",".310","78.0%","53.7%","14.3%","90.8","2.85","3.00","2.67","2.42","1.0","14857"
"Jhoan Duran","MIN","2","3","6","49","0","57.2","11.55","2.03","0.94",".276","90.7%","60.6%","18.8%","100.8","1.87","2.19","2.79","2.25","1.0","21029"
"Jordan Romano","TOR","5","3","29","50","0","51.1","9.82","2.98","0.70",".238","80.6%","43.8%","8.0%","96.7","2.10","3.68","3.12","3.54","1.0","16122"
"Alex Vesia","LAD","3","0","1","52","0","43.1","12.67","3.95","0.42",".307","80.1%","36.6%","5.3%","94.0","2.49","3.00","2.36","3.05","1.0","25007"
"Alexis Diaz","CIN","5","2","6","50","0","52.1","12.04","4.47","0.69",".183","82.3%","31.9%","6.7%","95.8","1.72","2.86","3.10","3.79","1.0","21132"
"Adrian Sampson","CHC","1","5","0","15","13","70.2","6.88","2.42","0.89",".311","71.6%","40.0%","8.0%","92.8","3.95","4.48","3.73","4.25","1.0","13339"
"Andrew Heaney","LAD","2","1","0","10","10","46.2","13.50","2.31","1.35",".294","80.1%","35.8%","14.6%","92.8","2.12","3.04","3.29","2.85","1.0","15423"
"Aaron Civale","CLE","2","6","0","16","16","75.0","9.00","2.40","1.20",".321","61.5%","38.0%","11.4%","90.8","5.40","4.30","3.93","3.92","1.0","19479"
"Raisel Iglesias","- - -","2","6","17","53","0","48.1","11.17","2.23","0.93",".274","72.7%","32.8%","9.4%","95.3","3.17","3.38","2.91","3.18","1.0","17130"
"Walker Buehler","LAD","6","3","0","12","12","65.0","8.03","2.35","1.11",".312","74.9%","48.0%","12.7%","95.4","4.02","4.27","3.81","3.64","1.0","19374"
"J.P. Feyereisen","TBR","4","0","1","22","2","24.1","9.25","1.85","0.00",".125","91.7%","33.9%","0.0%","92.7","0.00","2.42","1.68","3.55","1.0","16610"
"Caleb Thielbar","MIN","3","2","1","54","0","48.1","11.73","3.17","0.93",".307","68.0%","29.4%","8.9%","92.8","3.91","2.63","2.91","3.27","1.0","10078"
"Sean Manaea","SDP","7","8","0","25","25","138.1","9.11","2.99","1.69",".304","65.8%","38.1%","15.5%","","5.27","4.18","4.58","3.92","0.9","15873"
"John Brebbia","SFG","6","1","0","62","3","55.1","7.32","2.44","0.49",".301","78.4%","36.5%","3.9%","94.3","2.60","3.48","3.01","4.32","0.9","12777"
"Matt Moore","TEX","4","2","3","49","0","60.1","9.85","4.92","0.30",".272","78.2%","47.7%","3.5%","94.1","2.24","2.91","3.05","4.01","0.9","1890"
"Tyler Kinley","COL","1","1","0","25","0","24.0","10.13","2.25","0.00",".318","82.1%","39.4%","0.0%","95.7","0.75","2.56","1.75","3.15","0.9","18297"
"Chris Martin","- - -","4","1","1","47","0","43.2","11.34","0.82","1.24",".342","71.4%","48.7%","15.4%","95.3","3.92","2.77","2.66","2.19","0.9","11847"
"Chris Paddack","MIN","1","2","0","5","5","22.1","8.06","0.81","0.00",".357","64.3%","44.1%","0.0%","93.5","4.03","3.09","1.73","3.18","0.9","20099"
"Ian Anderson","ATL","10","6","0","22","22","111.2","7.82","4.35","0.97",".313","69.8%","47.9%","11.7%","93.9","5.00","4.39","4.26","4.21","0.9","19951"
"Spenser Watkins","BAL","4","5","0","19","18","88.2","5.68","2.44","1.02",".289","70.1%","40.7%","8.8%","91.6","4.26","4.82","4.27","4.69","0.9","17489"
"Zach Jackson","OAK","2","3","3","54","0","48.0","12.56","6.19","0.19",".273","73.1%","26.8%","1.9%","94.6","3.00","3.58","2.79","4.14","0.9","19493"
"Zach Davies","ARI","2","4","0","22","22","113.0","6.77","3.11","1.19",".252","73.7%","43.8%","11.3%","","3.74","4.01","4.43","4.43","0.9","13183"
"Adam Cimber","TOR","10","5","4","62","0","57.2","7.65","1.72","0.78",".291","72.1%","40.4%","8.5%","86.6","3.28","3.43","3.33","3.70","0.9","15288"
"Jakob Junis","SFG","4","4","0","18","15","86.2","7.89","1.87","1.25",".294","74.3%","45.0%","13.0%","92.0","4.05","3.84","3.89","3.65","0.9","13619"
